GHS_NUM;GHS_CMD;GHM_NUM;GHS_SEU_BAS;GHS_SEU_HAU;GHS_PRI;EXH_PRI;EXB_FOR;EXB_PRI;MED_SUS_TAU;DMI_SUS_TAU;MED_CMD_TAU;DMI_CMD_TAU;TAR_IND;TAR_COE
4927;;13C042;3;14;3490.98;320.83;463.93;;;;;;;
4928;;13C043;4;21;5736.77;500.66;2245.79;;;;;;;
4929;;13C044;;;9684.36;;;;;;;;;
4930;;13C051;3;12;3921.50;141.83;;1307.17;;;;;;
4931;;13C052;6;31;6616.25;266.02;2694.75;;;;;;;
4932;;13C053;8;47;10872.56;428.50;4256.31;;;;;;;
4933;;13C054;11;63;18354.18;538.04;7481.62;;;;;;;
4934;;13C061;2;8;2453.43;152.86;1725.37;;;;;;;
4935;;13C062;4;20;4287.69;229.86;1834.26;;;;;;;
4936;;13C063;6;32;7046.01;411.50;2758.31;;;;;;;
4937;;13C064;;;11894.51;;;;;;;;;
4938;;13C06J;;;728.07;;;;;;;;;
4939;;13C071;2;8;2615.54;152.90;1187.81;;;;;;;
4940;;13C072;3;16;3838.77;205.79;1223.22;;;;;;;
4941;;13C073;5;28;6308.28;255.34;2469.51;;;;;;;
4942;;13C074;8;45;10649.13;439.80;4340.85;;;;;;;
4943;;13C07J;;;1427.73;;;;;;;;;
4944;;13C081;;4;921.14;133.62;;;;;;;;
4945;;13C082;4;19;3993.49;160.57;3072.36;;;;;;;
4946;;13C083;6;35;6562.55;345.10;2569.06;;;;;;;
4947;;13C084;8;47;11078.36;434.45;4515.81;;;;;;;
4948;;13C08J;;;921.14;;;;;;;;;
4949;;13C091;2;6;1954.09;87.09;793.12;;;;;;;
4950;;13C092;4;21;3415.03;81.37;1460.94;;;;;;;
4951;;13C093;8;48;5611.95;218.59;2196.93;;;;;;;
4952;;13C094;;;9473.65;;;;;;;;;
4953;;13C09T;;;1160.97;;;;;;;;;
4954;;13C101;;5;1521.61;503.91;;;;;;;;
4955;;13C102;;;2659.22;;;;;;;;;
4956;;13C103;;;4369.93;;;;;;;;;
4957;;13C104;;;7376.96;;;;;;;;;
4958;;13C10T;;;1045.71;;;;;;;;;
4959;;13C111;;26;1169.89;549.52;;;;;;;;
4960;;13C112;3;28;2044.52;136.03;874.63;;;;;;;
4961;;13C113;;;3359.79;;;;;;;;;
4962;;13C114;;;5671.72;;;;;;;;;
4963;;13C11J;;;850.91;;;;;;;;;
4964;;13C121;;3;889.42;55.41;;;;;;;;
4965;;13C122;3;15;1884.16;231.28;994.74;;;;;;;
4966;;13C123;;;3096.25;;;;;;;;;
4967;;13C124;;;5226.86;;;;;;;;;
4968;;13C12J;;;889.42;;;;;;;;;
4987;;13C12J;;;1136.25;;;;;;;;;
4969;;13C131;3;12;3900.01;161.99;2755.00;;;;;;;
4970;;13C132;5;30;6815.77;219.85;2915.76;;;;;;;
4971;;13C133;8;48;11200.42;208.30;4384.65;;;;;;;
4972;;13C134;14;85;18907.65;413.20;7707.23;;;;;;;
4973;;13C13T;;;1145.01;;;;;;;;;
4974;;13C141;4;20;5920.80;201.11;;1480.20;;;;;;
4975;;13C142;6;32;8334.10;256.34;2413.30;;;;;;;
4976;;13C143;9;50;12948.25;342.69;4614.15;;;;;;;
4977;;13C144;13;76;21858.20;532.63;8909.95;;;;;;;
4978;;13C151;3;17;3899.58;82.08;;1299.86;;;;;;
4979;;13C152;4;24;4474.12;319.81;574.54;;;;;;;
4980;;13C153;6;33;7352.37;412.25;2878.25;;;;;;;
4981;;13C154;8;44;12411.68;528.75;5059.31;;;;;;;
4982;;13C16J;;;1204.94;;;;;;;;;
4983;;13C171;;4;2354.32;136.94;;;;;;;;
4984;;13C172;3;10;3175.99;227.02;821.67;;;;;;;
4985;;13C173;4;19;5219.14;494.44;2043.15;;;;;;;
4986;;13C174;;;8810.54;;;;;;;;;
5205;;13K02Z;;;898.91;;;;;;;;;
5206;;13K03Z;;;567.51;;;;;;;;;
5207;;13K04Z;;;728.31;;;;;;;;;
5208;;13K05Z;;;213.43;;;;;;;;;
5209;;13K06J;;;658.14;;;;;;;;;
5210;;13M031;2;10;2364.13;143.08;1686.65;;;;;;;
5211;;13M032;5;30;5225.69;225.69;2861.56;;;;;;;
5212;;13M033;7;42;7933.93;226.42;2708.24;;;;;;;
5213;;13M034;10;57;11330.28;366.88;3396.35;;;;;;;
5214;;13M03T;;;677.48;;;;;;;;;
5215;;13M041;;6;1404.33;100.83;;;;;;;;
5216;;13M042;3;15;2311.80;108.22;907.47;;;;;;;
5217;;13M043;4;24;3664.95;87.16;1353.16;;;;;;;
5218;;13M044;7;42;5233.84;229.75;1568.89;;;;;;;
5219;;13M04T;;;518.21;;;;;;;;;
5220;;13M051;2;7;1306.38;242.19;;653.19;;;;;;
5221;;13M052;3;16;3879.40;206.43;2573.02;;;;;;;
5222;;13M053;5;27;6150.12;424.61;2270.72;;;;;;;
5223;;13M054;;;8782.87;;;;;;;;;
5224;;13M061;;;850.43;;;;;;;;;
5225;;13M062;3;15;2525.39;300.41;1674.96;;;;;;;
5226;;13M063;;;4003.59;;;;;;;;;
5227;;13M064;;;5717.43;;;;;;;;;
5228;;13M071;;5;1242.45;244.71;;;;;;;;
5229;;13M072;3;15;3689.55;441.28;2447.09;;;;;;;
5230;;13M073;;;5849.16;;;;;;;;;
5231;;13M074;;;8353.06;;;;;;;;;
5232;;13M081;;;406.39;;;;;;;;;
5233;;13M082;;;1206.80;;;;;;;;;
5234;;13M083;;;1913.17;;;;;;;;;
5235;;13M084;;;2732.16;;;;;;;;;
5236;;13M09Z;;;688.90;;;;;;;;;
5237;;13M10Z;;;1075.12;;;;;;;;;
5306;;14C02A;3;16;2959.84;112.74;;986.61;;;;;;
5307;;14C02B;4;23;4636.78;184.07;1676.94;;;;;;;
5308;;14C02C;5;28;5557.12;360.85;920.33;;;;;;;
5309;;14C03Z;3;17;6159.49;645.48;;2053.16;;;;;;
5310;;14C04T;;;720.20;;;;;;;;;
5311;;14C04Z;3;13;2841.58;389.97;;947.19;;;;;;
5312;;14C05J;;;612.21;;;;;;;;;
5313;;14C05Z;1;4;943.29;427.14;;943.29;;;;;;
5460;;14M02T;;;521.73;;;;;;;;;
5461;;14M02Z;2;9;1330.11;265.19;;665.05;;;;;;
5462;;14Z02A;2;11;2114.17;138.66;1021.66;;;;;;;
5463;;14Z02B;3;13;2537.01;126.83;422.83;;;;;;;
5464;;14Z02C;4;21;3332.08;296.88;795.07;;;;;;;
5465;;14Z02T;;;1091.99;;;;;;;;;
5466;;14Z03A;2;8;1355.48;117.20;961.99;;;;;;;
5467;;14Z03B;4;19;2644.64;258.11;1289.16;;;;;;;
5468;;14Z03T;;;393.49;;;;;;;;;
5469;;14Z04T;;;428.59;;;;;;;;;
5470;;14Z04Z;1;4;889.56;360.92;;889.56;;;;;;
5471;;14Z05Z;2;6;2212.39;653.68;;1106.19;;;;;;
5472;;14Z06T;;;420.71;;;;;;;;;
5473;;14Z06Z;2;9;1193.60;227.78;;596.80;;;;;;
5474;;14Z07Z;;;478.62;;;;;;;;;
5818;;15Z02T;;;679.06;;;;;;;;;
5819;;15Z02Z;6;36;4565.07;235.46;;760.84;;;;;;
5820;;15Z03Z;;;518.13;;;;;;;;;
5821;;15Z04E;;16;1693.43;198.43;;;;;;;;
5822;;15Z05A;2;10;1026.55;97.15;;513.27;;;;;;
5823;;15Z05B;3;14;1448.72;90.44;422.18;;;;;;;
5824;;15Z05C;4;19;1900.90;97.86;452.18;;;;;;;
5825;;15Z05D;7;37;3662.42;182.78;1761.52;;;;;;;
5826;;15Z06A;3;28;1622.12;182.39;;540.71;;;;;;
5827;;15Z06B;5;31;2491.11;184.31;868.98;;;;;;;
5828;;15Z06C;6;44;2787.69;155.29;296.58;;;;;;;
5829;;15Z06D;9;55;4390.23;149.21;1602.54;;;;;;;
5830;;15Z07A;7;72;3702.39;93.21;;528.91;;;;;;
5831;;15Z07B;9;72;4248.18;142.70;545.79;;;;;;;
5832;;15Z07C;13;78;5094.90;121.65;846.72;;;;;;;
5833;;15Z08Z;15;90;4031.50;83.44;;268.77;;;;;;
5834;;15Z08E;;21;2014.48;178.54;;;;;;;;
5835;;15Z09Z;24;148;6859.18;86.76;;285.80;;;;;;
5836;;15Z09E;;13;1500.14;201.09;;;;;;;;
6104;;16C021;3;16;5269.72;138.88;;1756.57;;;;;;
6105;;16C022;5;26;6658.52;279.01;1388.80;;;;;;;
6106;;16C023;7;43;12897.90;250.24;6239.38;;;;;;;
6107;;16C024;16;95;25910.46;509.56;13012.56;;;;;;;
6108;;16C031;2;6;2183.41;221.47;1051.12;;;;;;;
6109;;16C032;5;25;6391.26;249.54;4207.85;;;;;;;
6110;;16C033;8;49;12380.19;320.26;5988.93;;;;;;;
6111;;16C034;15;88;24870.43;529.22;12490.24;;;;;;;
6112;;16C03J;;;1132.29;;;;;;;;;
6159;;16M061;4;19;3670.18;344.43;3210.94;;;;;;;
6160;;16M062;5;27;7510.03;510.21;3839.85;;;;;;;
6161;;16M063;6;31;12451.79;743.62;4941.76;;;;;;;
6162;;16M064;;;18402.36;;;;;;;;;
6163;;16M06T;;;459.24;;;;;;;;;
6164;;16M071;;;1250.68;;;;;;;;;
6165;;16M072;;;2559.17;;;;;;;;;
6166;;16M073;;;4243.18;;;;;;;;;
6167;;16M074;;;6270.94;;;;;;;;;
6168;;16M081;;;666.08;;;;;;;;;
6169;;16M082;3;25;1362.96;59.79;696.88;;;;;;;
6170;;16M083;7;40;2259.80;104.99;896.85;;;;;;;
6171;;16M084;;;3339.74;;;;;;;;;
6172;;16M091;2;7;1779.93;165.22;1123.03;;;;;;;
6173;;16M092;4;22;4258.21;276.84;2478.28;;;;;;;
6174;;16M093;6;35;8803.42;171.70;4545.22;;;;;;;
6175;;16M094;8;44;10348.77;433.70;1545.34;;;;;;;
6176;;16M09T;;;656.89;;;;;;;;;
6177;;16M101;3;12;2504.25;218.04;1725.74;;;;;;;
6178;;16M102;4;22;4684.63;256.33;2180.38;;;;;;;
6179;;16M103;7;40;9298.61;277.11;4613.98;;;;;;;
6180;;16M104;9;53;12900.99;454.58;3602.37;;;;;;;
6181;;16M10T;;;778.51;;;;;;;;;
6182;;16M111;2;11;2159.88;143.26;1370.71;;;;;;;
6183;;16M112;4;23;3878.99;148.82;1719.11;;;;;;;
6184;;16M113;6;33;5367.15;177.06;1488.16;;;;;;;
6185;;16M114;7;42;6960.74;307.37;1593.58;;;;;;;
6186;;16M11T;;;789.18;;;;;;;;;
6187;;16M121;2;9;1938.55;121.18;1352.68;;;;;;;
6188;;16M122;4;23;4320.59;104.46;2382.04;;;;;;;
6189;;16M123;6;35;5821.58;95.93;1500.99;;;;;;;
6190;;16M124;11;64;8603.65;251.17;2782.07;;;;;;;
6191;;16M12T;;;585.87;;;;;;;;;
6192;;16M131;;5;1296.26;149.92;;;;;;;;
6193;;16M132;4;22;3844.82;152.77;2548.57;;;;;;;
6194;;16M133;6;33;6219.60;123.85;2374.77;;;;;;;
6195;;16M134;10;57;9191.88;299.26;2972.29;;;;;;;
6196;;16M13T;;;590.13;;;;;;;;;
6197;;16M14Z;;;741.04;;;;;;;;;
6198;;16M15Z;;;1230.00;;;;;;;;;
6199;;16M161;2;10;2328.91;361.31;1638.71;;;;;;;
6200;;16M162;4;18;5469.89;343.41;3140.98;;;;;;;
6201;;16M163;6;32;10277.68;370.60;4807.79;;;;;;;
6202;;16M164;7;43;14354.26;623.84;4076.59;;;;;;;
6203;;16M16T;;;690.20;;;;;;;;;
6204;;16M171;2;9;2022.51;230.44;1275.25;;;;;;;
6205;;16M172;3;16;4138.52;194.52;2116.01;;;;;;;
6206;;16M173;5;30;6861.75;424.84;2723.23;;;;;;;
6207;;16M174;;;10140.91;;;;;;;;;
6208;;16M17T;;;747.27;;;;;;;;;
6309;;17C021;3;13;4340.56;223.62;;1446.85;;;;;;
6310;;17C022;5;31;8365.66;234.72;4025.10;;;;;;;
6311;;17C023;10;57;14468.45;311.25;6102.78;;;;;;;
6312;;17C024;16;99;27540.99;517.41;13072.54;;;;;;;
6313;;17C031;2;8;2691.49;211.06;1602.88;;;;;;;
6314;;17C032;6;36;8601.13;242.22;5909.64;;;;;;;
6315;;17C033;11;65;15625.50;441.19;7024.38;;;;;;;
6316;;17C034;16;97;29743.44;573.61;14117.94;;;;;;;
6317;;17C03J;;;1088.61;;;;;;;;;
6318;;17C041;3;18;5477.41;222.63;;1825.80;;;;;;
6319;;17C042;6;36;9484.78;262.56;4007.37;;;;;;;
6320;;17C043;10;58;15261.11;489.95;5776.33;;;;;;;
6321;;17C044;14;86;29049.83;631.92;13788.72;;;;;;;
6322;;17C051;2;8;2979.71;183.14;2053.01;;;;;;;
6323;;17C052;5;30;7542.97;164.06;4563.26;;;;;;;
6324;;17C053;10;58;12136.72;342.68;4593.75;;;;;;;
6325;;17C054;15;90;23102.49;478.28;10965.77;;;;;;;
6326;;17C05J;;;926.69;;;;;;;;;
6470;;17K041;2;8;2664.42;189.56;;1332.21;;;;;;
6523;;17K041;;;6739.18;;;;;;;;;
6471;;17K042;4;21;5128.64;236.33;2464.22;;;;;;;
6472;;17K043;6;33;7964.64;237.13;2836.00;;;;;;;
6473;;17K044;9;50;11995.77;444.81;4031.13;;;;;;;
6474;;17K051;;5;5500.00;2261.22;;;;;;;;
6475;;17K052;;;6368.49;;;;;;;;;
6476;;17K053;;;9890.07;;;;;;;;;
6477;;17K054;;;14895.73;;;;;;;;;
6478;;17K061;2;9;2571.08;175.15;;1285.54;;;;;;
6479;;17K062;4;19;4322.62;423.79;1751.54;;;;;;;
6480;;17K063;;;6712.90;;;;;;;;;
6481;;17K064;;;10110.49;;;;;;;;;
6482;;17K07J;;;739.03;;;;;;;;;
6483;;17M051;2;8;2567.80;323.47;;1283.90;;;;;;
6484;;17M052;4;23;9421.34;279.96;6853.54;;;;;;;
6485;;17M053;9;55;20506.70;128.05;11085.37;;;;;;;
6486;;17M054;12;69;22299.39;605.58;1792.68;;;;;;;
6487;;17M061;2;10;2368.25;195.05;1468.65;;;;;;;
6488;;17M062;3;12;2825.95;187.53;457.71;;;;;;;
6489;;17M063;4;21;4513.76;253.55;1687.80;;;;;;;
6490;;17M064;7;39;9077.62;434.28;4563.86;;;;;;;
6491;;17M06T;;;899.59;;;;;;;;;
6492;;17M071;2;10;2382.42;185.03;1626.02;;;;;;;
6493;;17M072;5;25;5214.70;180.30;2832.28;;;;;;;
6494;;17M073;7;37;7378.29;276.61;2163.59;;;;;;;
6495;;17M074;10;59;13463.62;426.53;6085.33;;;;;;;
6496;;17M07T;;;756.40;;;;;;;;;
6497;;17M081;2;10;2000.89;360.71;1328.07;;;;;;;
6498;;17M082;8;47;15950.42;338.37;13949.53;;;;;;;
6499;;17M083;12;74;25086.29;418.31;9135.87;;;;;;;
6500;;17M084;15;92;32615.83;660.11;7529.54;;;;;;;
6501;;17M08T;;;672.82;;;;;;;;;
6502;;17M091;2;8;1629.01;198.99;993.19;;;;;;;
6503;;17M092;6;36;7200.59;353.51;5571.59;;;;;;;
6504;;17M093;11;62;18211.87;257.71;11011.28;;;;;;;
6505;;17M094;14;81;23108.45;530.04;4896.58;;;;;;;
6506;;17M09T;;;635.82;;;;;;;;;
6507;;17M111;2;9;2243.70;175.12;1514.43;;;;;;;
6508;;17M112;5;29;5746.14;304.10;3502.45;;;;;;;
6509;;17M113;7;42;9699.39;363.62;3953.25;;;;;;;
6510;;17M114;11;64;17699.06;516.97;7999.67;;;;;;;
6511;;17M11T;;;729.26;;;;;;;;;
6512;;17M121;2;8;2118.25;199.41;1361.47;;;;;;;
6513;;17M122;5;30;6505.30;228.85;4387.05;;;;;;;
6514;;17M123;8;45;9938.12;239.02;3432.82;;;;;;;
6515;;17M124;12;69;15674.52;424.16;5736.40;;;;;;;
6516;;17M12T;;;756.78;;;;;;;;;
6517;;17M131;2;7;2049.11;126.08;1238.54;;;;;;;
6518;;17M132;4;24;4192.47;223.77;2143.35;;;;;;;
6519;;17M133;7;38;9042.22;181.89;4849.75;;;;;;;
6520;;17M134;13;79;16499.89;389.50;7457.67;;;;;;;
6521;;17M13T;;;810.57;;;;;;;;;
6522;;17M14Z;;;693.68;;;;;;;;;
6702;;18C021;2;10;3000.31;196.84;2317.24;;;;;;;
6703;;18C022;7;42;9299.20;228.78;6298.89;;;;;;;
6704;;18C023;11;67;16678.02;194.21;7378.81;;;;;;;
6705;;18C024;19;115;26000.09;422.58;9322.08;;;;;;;
6706;;18C02J;;;683.07;;;;;;;;;
6763;;18M021;;3;927.07;180.08;;;;;;;;
6764;;18M022;3;12;2547.76;320.23;1620.69;;;;;;;
6765;;18M023;4;19;4789.36;320.70;2241.61;;;;;;;
6766;;18M024;5;26;7034.28;504.85;2244.92;;;;;;;
6767;;18M031;2;11;1914.30;167.44;1312.51;;;;;;;
6768;;18M032;4;19;3253.81;238.38;1339.51;;;;;;;
6769;;18M033;6;32;6352.79;297.77;3098.98;;;;;;;
6770;;18M034;7;42;9330.53;415.82;2977.74;;;;;;;
6771;;18M03T;;;601.79;;;;;;;;;
6772;;18M041;2;10;1892.61;133.75;1243.49;;;;;;;
6773;;18M042;4;19;3319.18;122.61;1426.58;;;;;;;
6774;;18M043;5;27;4797.54;81.16;1478.36;;;;;;;
6775;;18M044;7;39;5771.45;273.63;973.91;;;;;;;
6776;;18M04T;;;649.12;;;;;;;;;
6777;;18M061;2;10;2533.65;248.02;;1266.82;;;;;;
6778;;18M062;4;24;7519.21;129.83;4985.56;;;;;;;
6779;;18M063;6;34;8817.49;229.61;1298.29;;;;;;;
6780;;18M064;9;52;12950.53;465.86;4133.03;;;;;;;
6781;;18M071;3;18;2979.37;173.35;2068.85;;;;;;;
6782;;18M072;6;32;5406.31;216.51;2426.93;;;;;;;
6783;;18M073;8;44;8270.42;201.74;2864.11;;;;;;;
6784;;18M074;11;62;11901.66;354.86;3631.24;;;;;;;
6785;;18M07T;;;910.53;;;;;;;;;
6786;;18M091;;5;1105.85;257.54;;;;;;;;
6787;;18M092;3;13;3439.21;227.21;2333.36;;;;;;;
6788;;18M093;4;22;5484.07;455.98;2044.86;;;;;;;
6789;;18M094;;;8054.60;;;;;;;;;
6790;;18M101;2;10;1899.40;163.35;1447.15;;;;;;;
6791;;18M102;5;25;4349.68;291.86;2450.28;;;;;;;
6792;;18M103;5;31;6935.88;232.22;2586.20;;;;;;;
6793;;18M104;8;45;10186.94;417.61;3251.06;;;;;;;
6794;;18M10T;;;452.26;;;;;;;;;
6795;;18M111;;4;961.61;155.61;;;;;;;;
6796;;18M112;4;22;3762.56;174.92;2800.95;;;;;;;
6797;;18M113;6;31;5658.22;156.01;1895.66;;;;;;;
6798;;18M114;8;48;8310.39;322.66;2652.17;;;;;;;
6799;;18M12Z;;;419.70;;;;;;;;;
6800;;18M13E;;;872.07;;;;;;;;;
6801;;18M14T;;;515.06;;;;;;;;;
6802;;18M14Z;4;22;3605.55;304.68;;901.39;;;;;;
7001;;19C021;2;7;2424.02;301.74;;1212.01;;;;;;
7002;;19C022;7;38;11784.23;301.49;9360.21;;;;;;;
7003;;19C023;11;62;19019.98;304.25;7235.75;;;;;;;
7004;;19C024;14;86;26321.95;569.81;7301.96;;;;;;;
7064;;19M021;3;12;2045.83;119.89;1473.88;;;;;;;
7065;;19M022;4;23;3364.66;141.48;1318.83;;;;;;;
7066;;19M023;6;31;4496.48;234.44;1131.82;;;;;;;
7067;;19M024;7;39;6372.01;299.08;1875.53;;;;;;;
7068;;19M02T;;;571.95;;;;;;;;;
7069;;19M061;4;22;3103.31;134.06;2622.05;;;;;;;
7070;;19M062;6;33;4585.68;133.09;1482.37;;;;;;;
7071;;19M063;7;41;5650.42;142.31;1064.74;;;;;;;
7072;;19M064;9;52;7215.87;255.96;1565.45;;;;;;;
7073;;19M06T;;;481.26;;;;;;;;;
7074;;19M071;2;11;2264.03;107.45;1636.29;;;;;;;
7075;;19M072;6;31;4412.99;118.91;2148.96;;;;;;;
7076;;19M073;7;42;6151.91;96.23;1738.92;;;;;;;
7077;;19M074;10;61;7980.31;245.13;1828.40;;;;;;;
7078;;19M07T;;;627.73;;;;;;;;;
7079;;19M101;3;12;2306.71;164.47;1693.26;;;;;;;
7080;;19M102;4;21;4251.35;141.24;1944.64;;;;;;;
7081;;19M103;5;27;5454.94;115.80;1203.59;;;;;;;
7082;;19M104;7;41;7076.21;318.22;1621.27;;;;;;;
7083;;19M10T;;;613.45;;;;;;;;;
7084;;19M111;3;14;2411.25;113.06;1868.67;;;;;;;
7085;;19M112;5;26;3767.92;130.73;1356.67;;;;;;;
7086;;19M113;6;33;4950.18;101.04;1182.26;;;;;;;
7087;;19M114;7;42;5859.58;256.16;909.39;;;;;;;
7088;;19M11T;;;542.59;;;;;;;;;
7089;;19M121;4;71;4588.64;364.39;3847.85;;;;;;;
7090;;19M122;7;75;8457.05;368.28;3868.41;;;;;;;
7091;;19M123;14;82;10851.33;246.72;2394.28;;;;;;;
7092;;19M124;;;14076.44;;;;;;;;;
7093;;19M12T;;;740.78;;;;;;;;;
7094;;19M131;3;18;3861.25;250.40;3208.68;;;;;;;
7095;;19M132;5;31;7116.43;335.79;3255.18;;;;;;;
7096;;19M133;6;37;9131.16;456.81;2014.73;;;;;;;
7097;;19M134;;;11265.21;;;;;;;;;
7098;;19M13T;;;652.56;;;;;;;;;
7099;;19M141;3;18;2735.71;131.31;2220.51;;;;;;;
7100;;19M142;6;34;4957.06;126.68;2221.35;;;;;;;
7101;;19M143;8;43;6360.45;111.20;1403.39;;;;;;;
7102;;19M144;10;60;8250.85;257.46;1890.40;;;;;;;
7103;;19M14T;;;515.21;;;;;;;;;
7104;;19M151;5;25;3208.32;225.40;2893.30;;;;;;;
7105;;19M152;6;37;5913.06;296.74;2704.74;;;;;;;
7106;;19M153;7;40;7587.11;349.81;1674.05;;;;;;;
7107;;19M154;;;9842.07;;;;;;;;;
7108;;19M15T;;;315.02;;;;;;;;;
7109;;19M161;2;11;1868.45;118.19;1286.30;;;;;;;
7110;;19M162;5;28;3962.81;112.19;2094.36;;;;;;;
7111;;19M163;7;38;5084.72;116.25;1121.92;;;;;;;
7112;;19M164;9;51;6595.95;241.19;1511.23;;;;;;;
7113;;19M16T;;;582.15;;;;;;;;;
7114;;19M171;;;639.40;;;;;;;;;
7115;;19M172;3;22;1178.45;100.11;539.05;;;;;;;
7116;;19M173;;;1512.08;;;;;;;;;
7117;;19M174;;;1961.48;;;;;;;;;
7118;;19M181;2;11;2498.22;140.41;1831.40;;;;;;;
7119;;19M182;5;26;4604.32;321.67;2106.10;;;;;;;
7120;;19M183;;;5907.85;;;;;;;;;
7121;;19M184;;;7288.57;;;;;;;;;
7122;;19M18T;;;666.82;;;;;;;;;
7123;;19M191;2;9;1873.17;154.47;1395.74;;;;;;;
7124;;19M192;5;27;4653.66;164.69;2780.49;;;;;;;
7125;;19M193;6;35;5971.14;319.73;1317.49;;;;;;;
7126;;19M194;;;7745.83;;;;;;;;;
7127;;19M19T;;;477.43;;;;;;;;;
7128;;19M201;3;13;2629.69;127.62;1905.41;;;;;;;
7129;;19M202;5;30;4799.20;150.97;2169.51;;;;;;;
7130;;19M203;7;39;6157.89;183.02;1358.69;;;;;;;
7131;;19M204;8;49;7988.08;300.19;1830.19;;;;;;;
7132;;19M20T;;;724.28;;;;;;;;;
7133;;19M21Z;;;714.60;;;;;;;;;
7134;;19M22Z;2;6;1842.12;529.73;;921.06;;;;;;
7258;;20Z021;3;17;2652.70;280.45;2158.57;;;;;;;
7285;;20Z021;3;17;5141.96;543.62;4184.15;;;;;;;
7259;;20Z022;5;26;7658.31;246.24;5005.61;;;;;;;
7286;;20Z022;5;26;14844.78;477.32;9702.81;;;;;;;
7260;;20Z023;7;42;11598.21;513.27;3939.90;;;;;;;
7287;;20Z023;7;42;22481.83;994.92;7637.05;;;;;;;
7261;;20Z024;;;14936.41;;;;;;;;;
7288;;20Z024;;;28952.54;;;;;;;;;
7262;;20Z02T;;;494.13;;;;;;;;;
7263;;20Z031;;;699.52;;;;;;;;;
7264;;20Z032;3;18;2019.51;174.48;1319.99;;;;;;;
7265;;20Z033;4;23;3058.47;146.72;1038.95;;;;;;;
7266;;20Z034;5;29;3938.76;249.96;880.30;;;;;;;
7267;;20Z041;4;19;2665.78;139.26;2163.58;;;;;;;
7281;;20Z041;4;19;5167.32;269.94;4193.85;;;;;;;
7268;;20Z042;5;26;3640.62;201.81;974.84;;;;;;;
7282;;20Z042;5;26;7056.93;391.20;1889.61;;;;;;;
7269;;20Z043;6;34;5491.03;175.60;1850.41;;;;;;;
7283;;20Z043;6;34;10643.75;340.39;3586.82;;;;;;;
7270;;20Z044;7;43;7071.47;304.92;1580.44;;;;;;;
7284;;20Z044;7;43;13707.25;591.05;3063.50;;;;;;;
7271;;20Z04T;;;502.21;;;;;;;;;
7272;;20Z051;;;626.30;;;;;;;;;
7273;;20Z052;3;18;2625.67;118.82;1999.38;;;;;;;
7274;;20Z053;5;28;3976.48;104.05;1350.81;;;;;;;
7275;;20Z054;7;39;5120.99;245.07;1144.51;;;;;;;
7276;;20Z061;3;17;2738.81;183.80;2200.90;;;;;;;
7277;;20Z062;8;44;7906.92;178.91;5168.11;;;;;;;
7278;;20Z063;11;65;11974.72;164.12;4067.79;;;;;;;
7279;;20Z064;14;86;15421.28;334.33;3446.57;;;;;;;
7280;;20Z06T;;;537.91;;;;;;;;;
7406;;21C021;;4;2401.79;138.16;;;;;;;;
7407;;21C022;4;57;10336.54;132.49;7934.75;;;;;;;
7408;;21C023;16;95;15977.89;123.83;5641.35;;;;;;;
7409;;21C024;27;165;24645.68;278.91;8667.79;;;;;;;
7410;;21C02J;;;1224.78;;;;;;;;;
7411;;21C031;2;9;2097.39;209.14;;1048.69;;;;;;
7412;;21C032;9;60;12777.29;208.78;10679.90;;;;;;;
7413;;21C033;16;98;20711.10;393.82;7933.81;;;;;;;
7414;;21C034;;;27535.97;;;;;;;;;
7415;;21C041;;5;2074.99;309.09;;;;;;;;
7416;;21C042;3;18;8929.15;195.64;6854.16;;;;;;;
7417;;21C043;7;43;13820.23;602.30;4891.08;;;;;;;
7418;;21C044;;;21295.87;;;;;;;;;
7419;;21C04J;;;929.73;;;;;;;;;
7420;;21C051;2;9;3193.59;236.66;2026.84;;;;;;;
7421;;21C052;6;35;9683.21;216.86;6489.62;;;;;;;
7422;;21C053;9;52;13369.90;247.25;3686.69;;;;;;;
7423;;21C054;14;83;21034.71;475.11;7664.81;;;;;;;
7424;;21C05J;;;1166.75;;;;;;;;;
7563;;21K02J;;;833.00;;;;;;;;;
7564;;21M021;;3;888.56;249.39;;;;;;;;
7565;;21M022;3;16;4130.69;279.11;3242.13;;;;;;;
7566;;21M023;4;22;5805.35;483.78;1674.66;;;;;;;
7567;;21M024;;;12350.60;;;;;;;;;
7568;;21M041;;;711.80;;;;;;;;;
7569;;21M042;3;12;3308.96;502.57;2597.16;;;;;;;
7570;;21M043;;;4650.47;;;;;;;;;
7571;;21M044;;;8115.03;;;;;;;;;
7572;;21M051;;;620.77;;;;;;;;;
7573;;21M052;3;13;2885.82;117.00;2265.04;;;;;;;
7574;;21M053;4;23;4055.78;316.90;1169.97;;;;;;;
7575;;21M054;6;37;8628.47;437.25;4572.69;;;;;;;
7576;;21M061;;;847.05;;;;;;;;;
7577;;21M062;3;18;3937.71;405.35;3090.65;;;;;;;
7578;;21M063;;;5534.13;;;;;;;;;
7579;;21M064;;;11773.59;;;;;;;;;
7580;;21M071;;;818.76;;;;;;;;;
7581;;21M072;3;18;3002.64;124.86;2183.88;;;;;;;
7582;;21M073;5;28;4345.89;122.49;1343.24;;;;;;;
7583;;21M074;11;68;9245.66;254.65;4899.77;;;;;;;
