GHS_NUM;GHM_NUM;GHS_SEU_BAS;GHS_SEU_HAU;GHS_PRI;EXH_PRI;EHB_FOR;EHB_PRI
3546;09M082;0;22;3718.56;99.11;0.00;0.00
3547;09M083;6;32;5092.04;84.95;1373.48;0.00
3548;09M084;7;59;7385.62;231.25;2293.58;0.00
3549;09M08T;0;0;488.73;0.00;0.00;0.00
3550;09M091;0;8;1733.60;138.74;0.00;0.00
3551;09M092;0;17;2982.23;191.01;0.00;0.00
3552;09M093;0;23;4128.29;325.15;0.00;0.00
3553;09M094;0;0;6746.56;0.00;0.00;0.00
3554;09M09T;0;0;594.00;0.00;0.00;0.00
3555;09M101;0;8;1778.41;149.45;0.00;0.00
3556;09M102;0;30;5066.21;201.40;0.00;0.00
3557;09M103;5;41;7281.59;327.30;2215.38;0.00
3558;09M104;6;51;10554.62;384.56;3273.03;0.00
3559;09M111;0;6;1427.01;152.23;0.00;0.00
3560;09M112;5;26;4970.08;118.99;3543.07;0.00
3561;09M113;0;41;6754.97;303.68;0.00;0.00
3562;09M114;6;50;9796.77;366.10;3041.80;0.00
3563;09M12Z;0;0;690.28;0.00;0.00;0.00
3564;09M13Z;0;0;643.62;0.00;0.00;0.00
3565;09M14Z;0;8;1518.74;345.59;0.00;0.00
3566;09M15Z;0;0;1084.50;0.00;0.00;0.00
3567;09M10T;0;0;756.51;0.00;0.00;0.00
3568;09M11T;0;0;494.27;0.00;0.00;0.00
3569;09M14T;0;0;407.70;0.00;0.00;0.00
3717;10C021;3;17;5399.70;208.23;0.00;1282.03
3718;10C022;5;25;7065.57;529.67;1665.86;0.00
3719;10C023;8;46;18314.80;743.89;11249.23;0.00
3720;10C024;0;0;31426.00;0.00;0.00;0.00
3721;10C031;3;14;5265.94;147.69;0.00;1119.21
3722;10C032;5;25;6890.54;332.44;1624.60;0.00
3723;10C033;6;58;17861.11;572.35;10970.57;0.00
3724;10C034;0;0;30647.52;0.00;0.00;0.00
3725;10C051;2;7;3257.49;197.43;0.00;543.02
3726;10C052;0;15;4836.91;275.03;0.00;0.00
3727;10C053;0;43;12537.85;541.73;0.00;0.00
3728;10C054;0;0;21513.44;0.00;0.00;0.00
3729;10C071;2;6;2094.68;592.77;0.00;349.11
3730;10C072;0;0;2740.91;0.00;0.00;0.00
3731;10C073;0;0;7104.78;0.00;0.00;0.00
3732;10C074;0;0;12190.94;0.00;0.00;0.00
3733;10C081;3;10;3594.42;145.62;0.00;928.88
3734;10C082;0;37;8932.28;106.55;0.00;0.00
3735;10C083;8;73;12768.17;294.85;3835.89;0.00
3736;10C084;10;104;21908.66;391.79;9140.48;0.00
3737;10C08J;0;0;807.78;0.00;0.00;0.00
3738;10C091;2;10;3904.99;240.95;0.00;972.91
3739;10C092;0;15;5109.72;604.53;0.00;0.00
3740;10C093;0;28;13245.01;881.97;0.00;0.00
3741;10C094;0;0;22726.85;0.00;0.00;0.00
3742;10C101;2;11;3068.00;189.33;0.00;807.99
3743;10C102;0;16;4014.67;451.56;0.00;0.00
3744;10C103;0;28;10406.01;695.18;0.00;0.00
3745;10C104;0;0;17855.47;0.00;0.00;0.00
3746;10C111;2;8;3853.61;276.45;0.00;642.28
3747;10C112;0;14;5512.29;437.69;0.00;0.00
3748;10C113;0;32;13390.79;763.73;0.00;0.00
3749;10C114;0;0;22977.00;0.00;0.00;0.00
3750;10C121;2;8;2358.22;185.57;0.00;235.82
3751;10C122;0;11;3419.85;206.86;0.00;0.00
3752;10C123;0;30;8864.65;167.00;0.00;0.00
3753;10C124;7;68;15210.68;413.80;6346.03;0.00
3754;10C131;3;17;4780.89;294.99;0.00;1148.59
3755;10C132;4;22;6255.84;468.88;1474.95;0.00
3756;10C133;0;31;16215.90;313.75;0.00;0.00
3757;10C134;11;68;27824.54;762.63;11608.64;0.00
3911;10M021;3;12;1898.43;142.94;0.00;472.58
3912;10M022;4;20;3110.97;135.27;1212.53;0.00
3913;10M023;0;29;4328.40;205.51;0.00;0.00
3914;10M024;0;45;7616.59;310.92;0.00;0.00
3915;10M02T;0;0;480.70;0.00;0.00;0.00
3916;10M031;3;12;2149.40;155.70;0.00;564.98
3917;10M032;0;18;3390.87;121.56;0.00;0.00
3918;10M033;0;27;4484.90;304.11;0.00;0.00
3919;10M034;0;0;6772.11;0.00;0.00;0.00
3920;10M03T;0;0;454.45;0.00;0.00;0.00
3921;10M071;0;8;1788.90;128.92;0.00;0.00
3922;10M072;0;21;3464.91;133.86;0.00;0.00
3923;10M073;6;35;5338.92;151.28;1874.01;0.00
3924;10M074;6;53;8061.91;281.99;2723.00;0.00
3925;10M07T;0;0;622.47;0.00;0.00;0.00
3926;10M081;0;15;2438.81;125.11;0.00;0.00
3927;10M082;0;21;3189.47;138.32;0.00;0.00
3928;10M083;5;30;4434.36;215.30;1244.88;0.00
3929;10M084;6;46;7879.21;314.71;3444.86;0.00
3930;10M08T;0;0;598.53;0.00;0.00;0.00
3931;10M091;2;7;1519.65;80.41;0.00;500.39
3932;10M092;0;18;2774.04;68.85;0.00;0.00
3933;10M093;0;31;3669.06;71.97;0.00;0.00
3934;10M094;7;57;5540.21;182.01;1871.15;0.00
3935;10M09T;0;0;518.86;0.00;0.00;0.00
3936;10M101;0;7;2404.35;222.59;0.00;0.00
3937;10M102;0;20;6646.41;132.70;0.00;0.00
3938;10M103;0;35;8636.89;462.69;0.00;0.00
3939;10M104;0;0;13041.52;0.00;0.00;0.00
3940;10M10T;0;0;770.28;0.00;0.00;0.00
3941;10M111;0;6;1727.48;188.78;0.00;0.00
3942;10M112;0;20;5302.54;122.21;0.00;0.00
3943;10M113;0;34;7013.45;379.37;0.00;0.00
3944;10M114;0;0;10589.89;0.00;0.00;0.00
3945;10M121;0;7;1894.91;130.55;0.00;0.00
3946;10M122;0;17;3200.43;152.29;0.00;0.00
3947;10M123;0;36;6100.92;151.97;0.00;0.00
3948;10M124;7;58;9444.23;304.88;3343.31;0.00
3949;10M12T;0;0;635.22;0.00;0.00;0.00
3950;10M13Z;0;0;718.54;0.00;0.00;0.00
3951;10M14Z;0;8;1762.19;401.85;0.00;0.00
3952;10M151;0;6;1618.99;190.54;0.00;0.00
3953;10M152;0;13;2952.80;203.13;0.00;0.00
3954;10M153;0;19;5056.90;153.95;0.00;0.00
3955;10M154;7;37;7827.98;391.40;2771.08;0.00
3956;10M15T;0;0;556.39;0.00;0.00;0.00
3957;10M161;0;7;1238.47;123.60;0.00;0.00
3958;10M162;0;17;2533.36;117.71;0.00;0.00
3959;10M163;5;27;3710.46;144.18;1177.10;0.00
3960;10M164;0;38;5296.46;255.35;0.00;0.00
3961;10M16T;0;0;569.60;0.00;0.00;0.00
3962;10M171;0;10;2029.73;192.49;0.00;0.00
3963;10M172;0;26;5109.59;236.41;0.00;0.00
3964;10M173;0;47;10074.27;394.97;0.00;0.00
3965;10M174;0;56;15594.77;520.45;0.00;0.00
3966;10M17T;0;0;671.37;0.00;0.00;0.00
3967;10M181;0;10;1923.48;125.15;0.00;0.00
3968;10M182;0;27;4154.61;121.31;0.00;0.00
3969;10M183;0;39;6012.68;94.49;0.00;0.00
3970;10M184;6;54;7430.02;257.91;1417.34;0.00
3971;10M18T;0;0;638.86;0.00;0.00;0.00
3972;10M11T;0;0;481.07;0.00;0.00;0.00
3973;10M14T;0;0;673.71;0.00;0.00;0.00
4112;11C021;4;23;7340.46;184.24;0.00;1327.65
4113;11C022;6;35;9923.77;165.61;2583.32;0.00
4114;11C023;9;55;13235.99;293.00;3312.22;0.00
4115;11C024;12;70;17630.99;468.92;4395.00;0.00
4116;11C031;3;13;4579.29;188.33;0.00;924.66
4117;11C032;6;31;8220.64;175.09;3641.35;0.00
4118;11C033;5;50;11547.34;227.99;3326.70;0.00
4119;11C034;13;80;18386.95;426.22;6839.61;0.00
4120;11C041;2;8;3092.53;195.21;0.00;1141.57
4121;11C042;0;21;5792.68;192.40;0.00;0.00
4122;11C043;0;36;10646.25;146.65;0.00;0.00
4123;11C044;13;79;16952.13;397.44;6305.88;0.00
4124;11C04J;0;0;809.40;0.00;0.00;0.00
4125;11C051;2;6;1918.12;145.37;0.00;326.94
4126;11C052;0;17;3697.87;155.25;0.00;0.00
4127;11C053;0;33;6446.77;141.30;0.00;0.00
4128;11C054;6;52;9131.53;326.86;2684.76;0.00
4129;11C05J;0;0;1329.19;0.00;0.00;0.00
4130;11C061;0;5;1586.56;580.94;0.00;0.00
4131;11C062;0;0;3533.17;0.00;0.00;0.00
4132;11C063;0;0;6493.54;0.00;0.00;0.00
4133;11C064;0;0;10339.72;0.00;0.00;0.00
4134;11C071;2;8;2143.88;263.08;0.00;619.31
4135;11C072;0;18;4774.68;266.66;0.00;0.00
4136;11C073;0;33;8774.52;492.62;0.00;0.00
4137;11C074;0;0;13971.75;0.00;0.00;0.00
4138;11C07J;0;0;905.26;0.00;0.00;0.00
4139;11C081;0;7;2056.61;151.73;0.00;0.00
4140;11C082;0;34;6153.25;194.53;0.00;0.00
4141;11C083;8;67;12572.70;248.33;6419.46;0.00
4142;11C084;12;97;20022.70;384.42;7450.00;0.00
4143;11C08T;0;0;1212.16;0.00;0.00;0.00
4144;11C091;0;5;2055.25;174.59;0.00;0.00
4145;11C092;0;28;5780.29;149.51;0.00;0.00
4146;11C093;8;66;10732.47;132.44;4952.18;0.00
4147;11C094;19;114;16361.42;267.91;5628.95;0.00
4148;11C09J;0;0;1020.20;0.00;0.00;0.00
4273;11K021;3;9;2106.04;182.56;0.00;498.70
4274;11K022;0;32;6524.19;177.34;0.00;0.00
4275;11K023;6;52;12454.46;69.01;5930.27;0.00
4276;11K024;12;74;13972.58;352.76;1518.12;0.00
4277;11K02J;0;0;609.95;0.00;0.00;0.00
4278;11K03Z;0;0;862.01;0.00;0.00;0.00
4279;11K04Z;0;0;484.68;0.00;0.00;0.00
4280;11K05Z;0;0;837.50;0.00;0.00;0.00
4281;11K06Z;0;0;436.54;0.00;0.00;0.00
4282;11K07Z;0;0;754.34;0.00;0.00;0.00
4283;11K08J;0;0;910.84;0.00;0.00;0.00
4284;11M021;0;6;1282.09;84.03;0.00;0.00
4285;11M022;0;12;2072.06;72.98;0.00;0.00
4286;11M023;0;32;3531.75;74.76;0.00;0.00
4287;11M024;0;39;4055.05;194.32;0.00;0.00
4288;11M031;2;7;1680.82;175.72;0.00;528.82
4289;11M032;0;12;2739.72;157.69;0.00;0.00
4290;11M033;0;14;3706.61;76.26;0.00;0.00
4291;11M034;0;22;4316.65;356.29;0.00;0.00
4292;11M03T;0;0;623.18;0.00;0.00;0.00
4293;11M041;0;7;1331.87;124.43;0.00;0.00
4294;11M042;0;19;2863.64;118.92;0.00;0.00
4295;11M043;0;26;3696.06;208.99;0.00;0.00
4296;11M044;0;33;5158.97;285.52;0.00;0.00
4297;11M04T;0;0;558.82;0.00;0.00;0.00
4298;11M061;0;8;1766.16;138.00;0.00;0.00
4299;11M062;0;23;3836.21;146.51;0.00;0.00
4300;11M063;6;33;5770.02;110.46;1933.81;0.00
4301;11M064;0;46;7205.97;288.54;0.00;0.00
4302;11M06T;0;0;562.69;0.00;0.00;0.00
4303;11M071;0;9;1828.77;149.87;0.00;0.00
4304;11M072;0;26;4394.04;149.14;0.00;0.00
4305;11M073;5;40;6847.79;112.56;2453.76;0.00
4306;11M074;9;50;7973.35;294.13;1125.56;0.00
4307;11M07T;0;0;484.02;0.00;0.00;0.00
4308;11M081;2;9;1922.00;168.14;0.00;589.36
4309;11M082;0;24;4444.12;306.96;0.00;0.00
4310;11M083;0;30;6285.85;387.56;0.00;0.00
4311;11M084;6;32;7223.82;412.10;937.97;0.00
4312;11M08T;0;0;743.27;0.00;0.00;0.00
4313;11M101;2;6;1518.92;149.01;0.00;504.75
4314;11M102;0;13;2593.07;145.12;0.00;0.00
4315;11M103;0;21;3754.02;329.75;0.00;0.00
4316;11M104;0;0;4370.17;0.00;0.00;0.00
4317;11M10T;0;0;509.42;0.00;0.00;0.00
4318;11M111;0;3;1132.65;549.75;0.00;0.00
4319;11M112;0;0;2759.57;0.00;0.00;0.00
4320;11M113;0;0;3994.04;0.00;0.00;0.00
4321;11M114;0;0;4650.78;0.00;0.00;0.00
4322;11M121;0;8;1343.78;141.82;0.00;0.00
4323;11M122;0;15;2504.89;132.96;0.00;0.00
4324;11M123;0;23;3659.59;124.68;0.00;0.00
4325;11M124;0;34;5031.11;276.43;0.00;0.00
4326;11M151;3;12;2014.79;90.32;0.00;429.49
4327;11M152;4;20;3187.02;78.17;1172.23;0.00
4328;11M153;0;46;5290.62;71.69;0.00;0.00
4329;11M154;10;57;6079.20;199.32;788.58;0.00
4330;11M15T;0;0;726.32;0.00;0.00;0.00
4331;11M161;2;7;1363.88;156.38;0.00;377.70
4332;11M162;0;21;3943.47;143.80;0.00;0.00
4333;11M163;0;36;7216.19;74.06;0.00;0.00
4334;11M164;6;52;8401.19;297.53;1185.00;0.00
4335;11M16T;0;0;608.47;0.00;0.00;0.00
4336;11M171;0;0;842.71;0.00;0.00;0.00
4337;11M172;0;12;3018.77;168.80;0.00;0.00
4338;11M173;0;20;4369.19;408.14;0.00;0.00
4339;11M174;0;0;5087.61;0.00;0.00;0.00
4340;11M18Z;0;0;640.34;0.00;0.00;0.00
4341;11M19Z;0;7;1674.34;398.35;0.00;0.00
4342;11M02T;0;0;631.43;0.00;0.00;0.00
4343;11M12T;0;0;502.48;0.00;0.00;0.00
4344;11M19T;0;0;516.73;0.00;0.00;0.00
4513;12C031;2;8;3042.89;125.95;0.00;782.88
4514;12C032;0;21;4680.23;217.98;0.00;0.00
4515;12C033;0;30;6642.04;414.26;0.00;0.00
4516;12C034;0;0;10826.12;0.00;0.00;0.00
4517;12C03J;0;0;1477.13;0.00;0.00;0.00
4518;12C041;2;11;2654.59;149.83;0.00;265.46
4519;12C042;0;17;3583.23;178.38;0.00;0.00
4520;12C043;0;26;5303.01;171.23;0.00;0.00
4521;12C044;0;42;8042.72;350.86;0.00;0.00
4522;12C051;2;12;1955.41;71.34;0.00;325.90
4523;12C052;0;25;2882.88;214.27;0.00;0.00
4524;12C053;0;0;4091.30;0.00;0.00;0.00
4525;12C054;0;0;6668.58;0.00;0.00;0.00
4526;12C061;0;3;1394.74;124.03;0.00;0.00
4527;12C062;0;9;2313.07;460.81;0.00;0.00
4528;12C063;0;0;3282.64;0.00;0.00;0.00
4529;12C064;0;0;5350.51;0.00;0.00;0.00
4530;12C06J;0;0;1394.74;0.00;0.00;0.00
4531;12C071;0;5;1503.39;89.49;0.00;0.00
4532;12C072;0;21;3391.69;67.76;0.00;0.00
4533;12C073;5;42;4814.62;210.54;1422.93;0.00
4534;12C074;0;0;7845.52;0.00;0.00;0.00
4535;12C07J;0;0;980.38;0.00;0.00;0.00
4536;12C081;0;12;594.36;73.75;0.00;0.00
4537;12C082;0;18;1445.34;147.54;0.00;0.00
4538;12C083;0;0;2048.67;0.00;0.00;0.00
4539;12C084;0;0;3339.20;0.00;0.00;0.00
4540;12C08J;0;0;594.36;0.00;0.00;0.00
4541;12C091;3;10;3236.89;127.94;0.00;745.97
4542;12C092;4;22;4772.18;391.93;1535.29;0.00
4543;12C093;0;0;6772.53;0.00;0.00;0.00
4544;12C094;0;0;11038.82;0.00;0.00;0.00
4545;12C101;0;9;1734.81;68.57;0.00;0.00
4546;12C102;4;21;2557.65;71.47;822.84;0.00
4547;12C103;6;36;3629.74;188.34;1072.09;0.00
4548;12C104;0;0;5916.27;0.00;0.00;0.00
4549;12C111;4;19;6187.63;227.80;0.00;1085.71
4550;12C112;4;24;7385.81;222.86;1198.18;0.00
4551;12C113;6;36;10060.15;517.07;2674.33;0.00
4552;12C114;8;44;16397.43;687.04;6337.29;0.00
4553;12C121;4;21;4328.60;162.81;0.00;848.40
4554;12C122;5;28;5468.30;218.44;1139.69;0.00
4555;12C123;5;39;7871.11;275.45;2402.81;0.00
4556;12C124;10;57;12829.28;418.56;4958.17;0.00
4557;12C131;0;0;529.03;0.00;0.00;0.00
4558;12C132;0;0;997.99;0.00;0.00;0.00
4559;12C133;0;0;1566.81;0.00;0.00;0.00
4560;12C134;0;0;2553.80;0.00;0.00;0.00
4561;12C041;0;0;2978.40;0.00;0.00;0.00
4757;12K02Z;0;0;726.39;0.00;0.00;0.00
4758;12K03Z;0;0;433.94;0.00;0.00;0.00
4759;12K06J;0;0;531.38;0.00;0.00;0.00
4760;12M031;0;8;1909.15;96.60;0.00;0.00
4761;12M032;0;27;4145.49;84.81;0.00;0.00
4762;12M033;7;47;6049.77;69.96;1904.27;0.00
4763;12M034;10;61;7029.20;213.33;979.43;0.00
4764;12M03T;0;0;548.02;0.00;0.00;0.00
4765;12M041;0;7;1151.30;111.49;0.00;0.00
4766;12M042;0;15;2267.15;101.75;0.00;0.00
4767;12M043;0;27;3860.04;67.94;0.00;0.00
4768;12M044;0;38;4607.38;222.78;0.00;0.00
4769;12M051;0;4;989.22;103.12;0.00;0.00
4770;12M052;0;14;2254.05;83.64;0.00;0.00
4771;12M053;0;26;3257.75;228.57;0.00;0.00
4772;12M054;0;0;3888.49;0.00;0.00;0.00
4773;12M061;0;9;1481.34;133.86;0.00;0.00
4774;12M062;0;17;2552.18;134.73;0.00;0.00
4775;12M063;0;26;3808.70;130.34;0.00;0.00
4776;12M064;0;36;5112.09;262.70;0.00;0.00
4777;12M06T;0;0;532.57;0.00;0.00;0.00
4778;12M071;0;4;812.97;113.74;0.00;0.00
4779;12M072;0;16;2510.42;88.16;0.00;0.00
4780;12M073;0;29;3656.45;233.59;0.00;0.00
4781;12M074;0;0;4247.81;0.00;0.00;0.00
4782;12M07T;0;0;478.21;0.00;0.00;0.00
4783;12M08Z;0;0;690.97;0.00;0.00;0.00
4784;12M09Z;0;0;948.08;0.00;0.00;0.00
4785;12M04T;0;0;468.29;0.00;0.00;0.00
4786;12M05T;0;0;691.58;0.00;0.00;0.00
4922;13C031;3;12;2927.05;121.21;0.00;568.98
4923;13C032;0;17;4571.65;126.79;0.00;0.00
4924;13C033;5;30;6219.90;142.27;1648.25;0.00
4925;13C034;6;63;10914.67;323.83;4694.78;0.00
4926;13C041;2;10;3109.78;128.29;0.00;924.05
4927;13C042;0;13;3687.33;100.76;0.00;0.00
4928;13C043;0;20;4392.69;395.92;0.00;0.00
4929;13C044;0;0;7708.29;0.00;0.00;0.00
4930;13C051;3;11;3628.72;150.86;0.00;813.85
4931;13C052;5;27;6042.40;335.08;2413.68;0.00
4932;13C053;8;44;11738.80;493.72;5696.39;0.00
4933;13C054;0;0;20605.21;0.00;0.00;0.00
4934;13C061;2;8;2253.54;217.58;0.00;635.68
4935;13C062;0;16;3994.14;455.61;0.00;0.00
4936;13C063;0;23;7761.82;620.31;0.00;0.00
4937;13C064;0;0;13620.44;0.00;0.00;0.00
4938;13C06J;0;0;982.17;0.00;0.00;0.00
4939;13C071;2;8;2536.66;179.81;0.00;580.67
4940;13C072;0;16;3975.10;252.12;0.00;0.00
4941;13C073;0;25;7724.81;201.06;0.00;0.00
4942;13C074;7;54;13555.50;470.10;5830.69;0.00
4943;13C07J;0;0;1375.33;0.00;0.00;0.00
4944;13C081;0;4;937.66;184.33;0.00;0.00
4945;13C082;0;16;3897.03;153.19;0.00;0.00
4946;13C083;0;40;7573.62;350.92;0.00;0.00
4947;13C084;0;0;13287.42;0.00;0.00;0.00
4948;13C08J;0;0;937.66;0.00;0.00;0.00
4949;13C091;0;6;1870.03;120.63;0.00;0.00
4950;13C092;0;18;3317.55;149.07;0.00;0.00
4951;13C093;7;39;6448.07;303.77;3130.52;0.00
4952;13C094;0;0;11309.63;0.00;0.00;0.00
4953;13C09T;0;0;1203.79;0.00;0.00;0.00
4954;13C101;0;5;1522.19;511.08;0.00;0.00
4955;13C102;0;0;2697.92;0.00;0.00;0.00
4956;13C103;0;0;5242.87;0.00;0.00;0.00
4957;13C104;0;0;9200.19;0.00;0.00;0.00
4958;13C10T;0;0;1071.32;0.00;0.00;0.00
4959;13C111;0;3;1166.34;69.30;0.00;0.00
4960;13C112;0;16;2067.21;229.69;0.00;0.00
4961;13C113;0;0;4017.22;0.00;0.00;0.00
4962;13C114;0;0;7049.41;0.00;0.00;0.00
4963;13C11J;0;0;941.69;0.00;0.00;0.00
4964;13C121;0;4;716.75;68.31;0.00;0.00
4965;13C122;0;16;1937.50;219.05;0.00;0.00
4966;13C123;0;0;3765.14;0.00;0.00;0.00
4967;13C124;0;0;6607.07;0.00;0.00;0.00
4968;13C12J;0;0;716.75;0.00;0.00;0.00
4969;13C131;0;11;3579.57;162.28;0.00;0.00
4970;13C132;5;27;6349.24;154.04;2769.66;0.00
4971;13C133;8;48;9584.02;176.07;3234.78;0.00
4972;13C134;10;89;16803.05;352.34;7219.03;0.00
4973;13C13T;0;0;1097.16;0.00;0.00;0.00
4974;13C141;4;19;7378.53;226.77;0.00;1363.00
4975;13C142;5;30;9872.97;258.97;2494.44;0.00
4976;13C143;9;50;15052.27;299.17;5179.30;0.00
4977;13C144;9;67;20138.18;557.42;5085.91;0.00
4978;13C151;3;16;3749.94;148.33;0.00;869.47
4979;13C152;4;21;4491.61;385.18;741.67;0.00
4980;13C153;6;32;8728.55;499.68;4236.94;0.00
4981;13C154;8;44;15316.87;651.78;6588.31;0.00
4982;13C16J;0;0;1220.34;0.00;0.00;0.00
4983;13C171;0;4;2344.52;149.20;0.00;0.00
4984;13C172;0;10;3239.70;584.11;0.00;0.00
4985;13C173;0;0;6295.72;0.00;0.00;0.00
4986;13C174;0;0;11047.73;0.00;0.00;0.00
4987;13C12J;0;0;963.58;0.00;0.00;0.00
5205;13K02Z;0;0;931.72;0.00;0.00;0.00
5206;13K03Z;0;0;593.02;0.00;0.00;0.00
5207;13K04Z;0;0;744.29;0.00;0.00;0.00
5208;13K05Z;0;0;242.72;0.00;0.00;0.00
5209;13K06J;0;0;644.33;0.00;0.00;0.00
5210;13M031;0;8;2007.54;139.66;0.00;0.00
5211;13M032;0;26;4586.30;135.85;0.00;0.00
5212;13M033;5;43;6895.78;298.64;2309.48;0.00
5213;13M034;9;52;10266.23;368.64;3370.45;0.00
5214;13M03T;0;0;607.85;0.00;0.00;0.00
5215;13M041;0;6;1357.76;122.89;0.00;0.00
5216;13M042;0;16;2586.67;161.73;0.00;0.00
5217;13M043;0;28;4527.43;302.94;0.00;0.00
5218;13M044;0;0;6743.43;0.00;0.00;0.00
5219;13M04T;0;0;520.99;0.00;0.00;0.00
5220;13M051;2;7;1230.45;298.25;0.00;426.09
5221;13M052;0;15;3616.43;300.99;0.00;0.00
5222;13M053;0;24;6325.38;484.95;0.00;0.00
5223;13M054;0;0;9424.32;0.00;0.00;0.00
5224;13M061;0;7;1073.62;194.43;0.00;0.00
5225;13M062;0;14;3203.69;146.37;0.00;0.00
5226;13M063;0;30;5545.62;340.14;0.00;0.00
5227;13M064;0;0;8261.51;0.00;0.00;0.00
5228;13M071;0;5;1276.77;206.13;0.00;0.00
5229;13M072;0;17;3750.33;412.01;0.00;0.00
5230;13M073;0;0;6562.06;0.00;0.00;0.00
5231;13M074;0;0;9777.07;0.00;0.00;0.00
5232;13M081;0;0;413.03;0.00;0.00;0.00
5233;13M082;0;0;1232.49;0.00;0.00;0.00
5234;13M083;0;0;2133.16;0.00;0.00;0.00
5235;13M084;0;0;3178.28;0.00;0.00;0.00
5236;13M09Z;0;0;686.38;0.00;0.00;0.00
5237;13M10Z;0;0;1031.24;0.00;0.00;0.00
5238;13M06T;0;0;389.19;0.00;0.00;0.00
5306;14C02A;3;16;2781.60;220.02;0.00;369.77
5307;14C02B;4;23;4655.94;223.13;1874.34;0.00
5308;14C02C;5;27;5548.48;372.97;892.54;0.00
5309;14C03Z;3;18;5637.13;582.57;0.00;1532.61
5310;14C04T;0;0;720.18;0.00;0.00;0.00
5311;14C04Z;0;13;2830.20;405.78;0.00;0.00
5312;14C05J;0;0;628.36;0.00;0.00;0.00
5313;14C05Z;0;4;957.25;433.99;0.00;0.00
5460;14M02T;0;0;527.13;0.00;0.00;0.00
5461;14M02Z;0;9;1232.63;252.67;0.00;0.00
5462;14Z02A;2;10;2200.34;127.26;0.00;529.52
5463;14Z02B;0;12;2548.25;100.44;0.00;0.00
5464;14Z02C;0;20;3351.77;306.95;0.00;0.00
5465;14Z02T;0;0;1101.47;0.00;0.00;0.00
5466;14Z03A;0;8;1273.79;119.40;0.00;0.00
5467;14Z03B;0;18;2467.82;244.26;0.00;0.00
5468;14Z03T;0;0;381.06;0.00;0.00;0.00
5469;14Z04T;0;0;440.58;0.00;0.00;0.00
5470;14Z04Z;0;4;927.61;420.90;0.00;0.00
5471;14Z05Z;0;6;1991.53;619.84;0.00;0.00
5472;14Z06T;0;0;432.53;0.00;0.00;0.00
5473;14Z06Z;0;10;1217.06;222.92;0.00;0.00
5474;14Z07Z;0;0;471.82;0.00;0.00;0.00
5818;15Z02T;0;0;572.93;0.00;0.00;0.00
5819;15Z02Z;0;33;3551.49;197.91;0.00;0.00
5820;15Z03Z;0;0;541.60;0.00;0.00;0.00
5821;15Z04E;0;0;2346.68;0.00;0.00;0.00
5822;15Z05A;2;10;872.68;78.74;0.00;241.39
5823;15Z05B;0;13;1456.39;86.63;0.00;0.00
5824;15Z05C;0;19;1976.19;87.05;0.00;0.00
5825;15Z05D;0;38;3630.12;174.89;0.00;0.00
5826;15Z06A;3;16;1555.79;67.52;0.00;392.26
5827;15Z06B;4;30;2501.12;79.36;945.33;0.00
5828;15Z06C;6;33;2739.20;82.60;238.08;0.00
5829;15Z06D;6;53;4391.13;152.80;1651.93;0.00
5830;15Z07A;7;52;3595.54;69.44;0.00;473.62
5831;15Z07B;10;62;4300.70;68.67;705.15;0.00
5832;15Z07C;13;76;5262.02;128.60;961.32;0.00
5833;15Z08Z;15;93;4057.59;105.15;0.00;261.49
5834;15Z08E;0;0;2028.78;0.00;0.00;0.00
5835;15Z09Z;26;162;6999.97;80.89;0.00;264.05
5836;15Z09E;0;0;2840.49;0.00;0.00;0.00
6104;16C021;3;16;5211.53;175.97;0.00;1191.67
6105;16C022;5;26;6971.22;290.42;1759.69;0.00
6106;16C023;7;42;12112.28;278.92;5141.07;0.00
6107;16C024;14;85;24105.87;525.61;11993.58;0.00
6108;16C031;2;6;2013.60;178.61;0.00;538.40
6109;16C032;0;27;6093.47;166.43;0.00;0.00
6110;16C033;6;54;10587.08;243.80;4493.61;0.00
6111;16C034;16;97;21070.41;403.35;10483.33;0.00
6112;16C03J;0;0;936.80;0.00;0.00;0.00
6159;16M061;3;20;3566.36;329.45;0.00;1045.96
6160;16M062;5;27;7109.40;480.30;3543.04;0.00
6161;16M063;6;34;11800.82;644.96;4691.42;0.00
6162;16M064;0;0;16045.69;0.00;0.00;0.00
6163;16M06T;0;0;428.47;0.00;0.00;0.00
6164;16M071;0;0;1249.50;0.00;0.00;0.00
6165;16M072;0;0;2490.83;0.00;0.00;0.00
6166;16M073;0;0;4134.50;0.00;0.00;0.00
6167;16M074;0;0;5621.72;0.00;0.00;0.00
6168;16M081;0;0;694.32;0.00;0.00;0.00
6169;16M082;0;39;1384.09;65.24;0.00;0.00
6170;16M083;9;53;2297.44;80.18;913.35;0.00
6171;16M084;0;0;3123.86;0.00;0.00;0.00
6172;16M091;0;7;1646.87;165.66;0.00;0.00
6173;16M092;0;20;3865.14;161.05;0.00;0.00
6174;16M093;0;34;6119.81;224.85;0.00;0.00
6175;16M094;0;50;9717.49;358.71;0.00;0.00
6176;16M09T;0;0;606.89;0.00;0.00;0.00
6177;16M101;0;12;2287.67;179.72;0.00;0.00
6178;16M102;0;24;4444.29;232.81;0.00;0.00
6179;16M103;7;41;8402.00;382.60;3957.71;0.00
6180;16M104;6;51;12698.85;466.62;4296.85;0.00
6181;16M10T;0;0;714.33;0.00;0.00;0.00
