GHS_NUM;GHS_NUM_NUM;GHS_CMD;GHS_CMD_BIS;GHS_CMD_NUM;GHM_NUM;GHM_NUM_BIS;GHS_SEU_BA1;GHS_SEU_BA2;GHS_SEU_HA1;GHS_SEU_HA2;GHS_PR1;GHS_PR2;EXH_PR1;EXH_PR2;VER_10B;VER_10C;MED_SUS_TAU;DMI_SUS_TAU;MED_CMD_TAU;DMI_CMD_TAU;TAR_IND;TAR_COE
0001;;;;;01C01S;;4;4;67;67;11518.59;11518.59;321.19;321.19;;;;;;;;
0003;;;;;01C03V;;4;4;54;54;4670.07;4670.07;310.30;310.30;;;;;;;;
0004;;;;;01C03W;;7;7;67;67;10718.44;10718.44;298.14;298.14;;;;;;;;
0005;;;;;01C04V;;;;50;50;6843.91;6843.91;474.56;474.56;;;;;;;;
0006;;;;;01C04W;;7;7;63;63;11339.32;11339.32;332.95;332.95;;;;;;;;
0007;;;;;01C05V;;3;3;30;30;6096.57;6096.57;491.83;491.83;;;;;;;;
0008;;;;;01C05W;;6;6;38;38;9253.18;9253.18;452.02;452.02;;;;;;;;
0009;;;;;01C06V;;;;17;17;4172.72;4172.72;486.16;486.16;;;;;;;;
0010;;;;;01C06W;;3;3;21;21;5259.55;5259.55;465.77;465.77;;;;;;;;
0012;;;;;01C08V;;;;26;26;3545.01;3545.01;643.61;643.61;;;;;;;;
0013;;;;;01C08W;;;;32;32;6530.26;6530.26;376.43;376.43;;;;;;;;
0014;;;;;01C09Z;;3;3;33;33;9655.86;9655.86;538.47;538.47;;;;;;;;
0015;;;;;01C10Z;;;;15;15;3026.18;3026.18;415.23;415.23;;;;;;;;
0016;;;;;01C11Z;;5;5;37;37;9461.30;9461.30;476.04;476.04;;;;;;;;
0017;;;;;01C12Z;;5;5;31;31;6393.51;6393.51;377.56;377.56;;;;;;;;
0018;;;;;01K02Z;;3;3;21;21;5744.01;5744.01;499.37;499.37;;;;;;;;
0019;;;;;01K03Z;;;;17;17;4133.50;4133.50;446.11;446.11;;;;;;;;
0020;;;;;01C13Z;;;;11;11;813.73;813.73;232.90;232.90;;;;;;;;
0021;;;;;01C04V;;6;6;35;35;13129.38;13129.38;613.19;613.19;;;;;;;;
0021;;;;;01C04W;;6;6;35;35;13129.38;13129.38;613.19;613.19;;;;;;;;
0021;;;;;01C12Z;;6;6;35;35;13129.38;13129.38;613.19;613.19;;;;;;;;
0150;;;;;01M01S;;;;46;46;6822.53;6822.53;274.41;274.41;;;;;;;;
0154;;;;;01M04Z;;;;15;15;2580.49;2580.49;342.06;342.06;;;;;;;;
0155;;;;;01M05V;;;;32;32;4225.98;4225.98;345.29;345.29;;;;;;;;
0156;;;;;01M05W;;6;6;40;40;6353.87;6353.87;292.55;292.55;;;;;;;;
0157;;;;;01M06V;;;;30;30;3785.62;3785.62;274.18;274.18;;;;;;;;
0158;;;;;01M06W;;;;38;38;5694.82;5694.82;276.33;276.33;;;;;;;;
0159;;;;;01M07Z;;5;5;31;31;4219.37;4219.37;249.23;249.23;;;;;;;;
0160;;;;;01M08V;;;;27;27;3179.07;3179.07;274.30;274.30;;;;;;;;
0161;;;;;01M08W;;3;3;34;34;4988.06;4988.06;267.89;267.89;;;;;;;;
0162;;;;;01M09Z;;;;28;28;4245.01;4245.01;283.87;283.87;;;;;;;;
0163;;;;;01M10V;;;;29;29;3660.21;3660.21;308.07;308.07;;;;;;;;
0164;;;;;01M10W;;5;5;36;36;5598.18;5598.18;290.60;290.60;;;;;;;;
0165;;;;;01M11V;;;;19;19;2323.80;2323.80;313.19;313.19;;;;;;;;
0166;;;;;01M11W;;3;3;24;24;3702.98;3702.98;282.96;282.96;;;;;;;;
0167;;;;;01M12V;;;;22;22;2202.48;2202.48;355.38;355.38;;;;;;;;
0168;;;;;01M12W;;3;3;28;28;3865.89;3865.89;257.52;257.52;;;;;;;;
0169;;;;;01M13Z;;;;16;16;2590.07;2590.07;295.27;295.27;;;;;;;;
0170;;;;;01M14V;;;;30;30;3861.87;3861.87;255.78;255.78;;;;;;;;
0171;;;;;01M14W;;5;5;37;37;4987.23;4987.23;251.84;251.84;;;;;;;;
0172;;;;;01M15Z;;3;3;22;22;2964.46;2964.46;251.55;251.55;;;;;;;;
0173;;;;;01M16Z;;;;16;16;2566.69;2566.69;285.70;285.70;;;;;;;;
0174;;;;;01M17V;;;;22;22;2144.34;2144.34;320.41;320.41;;;;;;;;
0175;;;;;01M17W;;3;3;27;27;4083.28;4083.28;277.67;277.67;;;;;;;;
0176;;;;;01M18V;;;;25;25;3360.74;3360.74;339.69;339.69;;;;;;;;
0177;;;;;01M18W;;;;31;31;4605.97;4605.97;272.95;272.95;;;;;;;;
0178;;;;;01M19V;;;;23;23;2446.70;2446.70;307.10;307.10;;;;;;;;
0179;;;;;01M19W;;;;29;29;3857.82;3857.82;247.50;247.50;;;;;;;;
0180;;;;;01M20V;;;;14;14;1220.26;1220.26;354.73;354.73;;;;;;;;
0181;;;;;01M20W;;;;17;17;2470.64;2470.64;270.54;270.54;;;;;;;;
0182;;;;;01M21Z;;;;18;18;2983.91;2983.91;296.95;296.95;;;;;;;;
0183;;;;;01M22Z;;;;11;11;1876.66;1876.66;301.66;301.66;;;;;;;;
0184;;;;;01M23Z;;;;6;6;1525.97;1525.97;420.44;420.44;;;;;;;;
0185;;;;;01M24V;;;;14;14;2613.00;2613.00;537.96;537.96;;;;;;;;
0186;;;;;01M24W;;;;18;18;3919.50;3919.50;395.93;395.93;;;;;;;;
0187;;;;;01M25V;;;;10;10;1756.11;1756.11;313.99;313.99;;;;;;;;
0188;;;;;01M25W;;;;21;21;3040.19;3040.19;260.22;260.22;;;;;;;;
0400;;;;;02C02V;;;;15;15;3101.47;3101.47;702.47;702.47;;;;;;;;
0401;;;;;02C02W;;;;15;15;4235.06;4235.06;561.06;561.06;;;;;;;;
0402;;;;;02C03Z;;;;15;15;3410.04;3410.04;518.27;518.27;;;;;;;;
0403;;;;;02C04Z;;;;15;15;2888.32;2888.32;472.23;472.23;;;;;;;;
0404;;;;;02C05Z;;;;5;5;1637.35;1637.35;571.75;571.75;;;;;;;;
0405;;;;;02C06Z;;;;15;15;2537.58;2537.58;432.99;432.99;;;;;;;;
0406;;;;;02C07Z;;;;4;4;1657.03;1657.03;601.77;601.77;;;;;;;;
0407;;;;;02C08V;;;;13;13;1858.78;1858.78;574.79;574.79;;;;;;;;
0408;;;;;02C08W;;;;16;16;3765.58;3765.58;420.40;420.40;;;;;;;;
0409;;;;;02C09Z;;;;15;15;4455.20;4455.20;773.35;773.35;;;;;;;;
0500;;;;;02M02Z;;;;15;15;1759.72;1759.72;311.40;311.40;;;;;;;;
0501;;;;;02M03Z;;;;17;17;3135.85;3135.85;341.27;341.27;;;;;;;;
0502;;;;;02M04Z;;;;15;15;2184.73;2184.73;311.97;311.97;;;;;;;;
0503;;;;;02M05Z;;;;15;15;1961.05;1961.05;411.93;411.93;;;;;;;;
0504;;;;;02M06V;;;;17;17;2020.33;2020.33;315.72;315.72;;;;;;;;
0505;;;;;02M06W;;3;3;21;21;3487.69;3487.69;304.36;304.36;;;;;;;;
0600;;;;;03C02V;;;;50;50;8223.63;8223.63;418.74;418.74;;;;;;;;
0601;;;;;03C02W;;7;7;62;62;13497.20;13497.20;404.99;404.99;;;;;;;;
0602;;;;;03C03Z;;;;12;12;3049.70;3049.70;566.31;566.31;;;;;;;;
0603;;;;;03C04Z;;;;15;15;3118.99;3118.99;486.20;486.20;;;;;;;;
0604;;;;;03C05Z;;;;15;15;3465.43;3465.43;537.04;537.04;;;;;;;;
0605;;;;;03C06Z;;;;15;15;3532.27;3532.27;551.08;551.08;;;;;;;;
0606;;;;;03C07V;;;;13;13;2706.25;2706.25;667.66;667.66;;;;;;;;
0607;;;;;03C07W;;;;16;16;4278.29;4278.29;499.86;499.86;;;;;;;;
0610;;;;;03C09Z;;;;6;6;2117.66;2117.66;577.52;577.52;;;;;;;;
0611;;;;;03C10Z;;;;5;5;879.80;879.80;294.00;294.00;;;;;;;;
0612;;;;;03C11Z;;;;6;6;1604.69;1604.69;419.97;419.97;;;;;;;;
0613;;;;;03C12Z;;;;11;11;2029.69;2029.69;546.79;546.79;;;;;;;;
0614;;;;;03C13Z;;;;15;15;2099.00;2099.00;414.86;414.86;;;;;;;;
0615;;;;;03C14Z;;;;15;15;2115.68;2115.68;471.41;471.41;;;;;;;;
0616;;;;;03C15Z;;;;15;15;2122.95;2122.95;395.15;395.15;;;;;;;;
0617;;;;;03C16V;;;;23;23;2982.81;2982.81;540.82;540.82;;;;;;;;
0618;;;;;03C16W;;;;29;29;5968.46;5968.46;384.90;384.90;;;;;;;;
0619;;;;;03C17Z;;;;15;15;2758.03;2758.03;515.34;515.34;;;;;;;;
0620;;;;;03C18Z;;;;11;11;3160.55;3160.55;592.83;592.83;;;;;;;;
0621;;;;;03C19Z;;;;15;15;4197.50;4197.50;632.78;632.78;;;;;;;;
0622;;;;;03C20Z;;;;6;6;2212.68;2212.68;597.38;597.38;;;;;;;;
0623;;;;;03C21Z;;;;5;5;1725.72;1725.72;548.66;548.66;;;;;;;;
0800;;;;;03K02Z;;;;6;6;1033.52;1033.52;351.27;351.27;;;;;;;;
0801;;;;;03M02Z;;;;15;15;1629.59;1629.59;367.32;367.32;;;;;;;;
0802;;;;;03M03Z;;;;10;10;1647.69;1647.69;400.21;400.21;;;;;;;;
0803;;;;;03M04V;;;;16;16;1478.73;1478.73;328.03;328.03;;;;;;;;
0804;;;;;03M04W;;;;20;20;3160.52;3160.52;292.20;292.20;;;;;;;;
0805;;;;;03M05Z;;;;15;15;2025.61;2025.61;277.51;277.51;;;;;;;;
0806;;;;;03M06Z;;;;15;15;1763.80;1763.80;310.40;310.40;;;;;;;;
0807;;;;;03M07V;;;;24;24;2489.95;2489.95;372.00;372.00;;;;;;;;
0808;;;;;03M07W;;;;30;30;5228.13;5228.13;320.54;320.54;;;;;;;;
0809;;;;;03M08Z;;;;15;15;2485.54;2485.54;473.28;473.28;;;;;;;;
0810;;;;;03M09V;;;;19;19;1982.59;1982.59;358.73;358.73;;;;;;;;
0811;;;;;03M09W;;;;24;24;4253.04;4253.04;331.97;331.97;;;;;;;;
0812;;;;;03M10Z;;;;13;13;1941.59;1941.59;437.69;437.69;;;;;;;;
0813;;;;;03M11V;;;;15;15;1692.22;1692.22;395.70;395.70;;;;;;;;
0814;;;;;03M11W;;;;18;18;3050.42;3050.42;303.15;303.15;;;;;;;;
1000;;;;;04C01S;;7;7;63;63;13401.40;13401.40;396.63;396.63;;;;;;;;
1001;;;;;04C02V;;3;3;26;26;6295.73;6295.73;490.68;490.68;;;;;;;;
1002;;;;;04C02W;;5;5;33;33;8097.36;8097.36;457.64;457.64;;;;;;;;
1003;;;;;04C03V;;;;30;30;4529.08;4529.08;419.71;419.71;;;;;;;;
1004;;;;;04C03W;;6;6;38;38;7197.39;7197.39;351.17;351.17;;;;;;;;
1100;;;;;04M02V;;;;15;15;2059.71;2059.71;389.96;389.96;;;;;;;;
1101;;;;;04M02W;;;;15;15;3128.20;3128.20;386.26;386.26;;;;;;;;
1102;;;;;04M03V;;;;20;20;1852.39;1852.39;288.65;288.65;;;;;;;;
1103;;;;;04M03W;;4;4;25;25;3408.73;3408.73;254.20;254.20;;;;;;;;
1104;;;;;04M04Z;;;;15;15;2293.27;2293.27;399.04;399.04;;;;;;;;
1105;;;;;04M05V;;;;25;25;2995.25;2995.25;270.63;270.63;;;;;;;;
1106;;;;;04M05W;;4;4;31;31;4447.08;4447.08;266.97;266.97;;;;;;;;
1107;;;;;04M06Z;;;;22;22;4798.24;4798.24;402.28;402.28;;;;;;;;
1108;;;;;04M07V;;;;34;34;4206.56;4206.56;269.14;269.14;;;;;;;;
1109;;;;;04M07W;;6;6;42;42;6197.52;6197.52;271.20;271.20;;;;;;;;
1110;;;;;04M08V;;;;24;24;2769.81;2769.81;273.16;273.16;;;;;;;;
1111;;;;;04M08W;;4;4;30;30;4494.79;4494.79;276.93;276.93;;;;;;;;
1112;;;;;04M09V;;;;31;31;3716.80;3716.80;294.72;294.72;;;;;;;;
1113;;;;;04M09W;;;;39;39;6065.77;6065.77;291.46;291.46;;;;;;;;
1114;;;;;04M10V;;3;3;26;26;3535.03;3535.03;277.48;277.48;;;;;;;;
1115;;;;;04M10W;;5;5;32;32;4526.39;4526.39;263.73;263.73;;;;;;;;
1116;;;;;04M11V;;;;17;17;1942.62;1942.62;336.19;336.19;;;;;;;;
1117;;;;;04M11W;;;;21;21;3450.43;3450.43;295.56;295.56;;;;;;;;
1118;;;;;04M12V;;;;19;19;1755.35;1755.35;254.14;254.14;;;;;;;;
1119;;;;;04M12W;;3;3;24;24;3483.95;3483.95;265.35;265.35;;;;;;;;
1120;;;;;04M13Z;;;;31;31;5303.97;5303.97;314.45;314.45;;;;;;;;
1121;;;;;04M14V;;;;25;25;2810.36;2810.36;306.71;306.71;;;;;;;;
1122;;;;;04M14W;;;;31;31;4742.24;4742.24;279.60;279.60;;;;;;;;
1123;;;;;04M15V;;;;18;18;2061.48;2061.48;283.66;283.66;;;;;;;;
1124;;;;;04M15W;;;;23;23;3366.99;3366.99;265.61;265.61;;;;;;;;
1125;;;;;04M16V;;;;18;18;1576.26;1576.26;283.11;283.11;;;;;;;;
1126;;;;;04M16W;;;;23;23;3771.80;3771.80;296.33;296.33;;;;;;;;
1127;;;;;04M17V;;;;25;25;2890.26;2890.26;285.76;285.76;;;;;;;;
1128;;;;;04M17W;;;;31;31;4481.73;4481.73;269.91;269.91;;;;;;;;
1400;;;;;05C02Z;;7;7;49;49;12828.69;12828.69;483.24;483.24;;;;;;;;
1401;;;;;05C03V;;4;4;39;39;8820.19;8820.19;568.30;568.30;;;;;;;;
1402;;;;;05C03W;;6;6;41;41;11869.90;11869.90;538.00;538.00;;;;;;;;
1403;;;;;05C04V;;5;5;39;39;9474.85;9474.85;551.15;551.15;;;;;;;;
1404;;;;;05C04W;;7;7;49;49;12692.82;12692.82;483.72;483.72;;;;;;;;
1405;;;;;05C05V;;4;4;26;26;8534.95;8534.95;605.20;605.20;;;;;;;;
1406;;;;;05C05W;;5;5;32;32;11410.64;11410.64;653.02;653.02;;;;;;;;
1407;;;;;05C06V;;4;4;36;36;9628.75;9628.75;669.87;669.87;;;;;;;;
1408;;;;;05C06W;;7;7;45;45;13308.87;13308.87;544.15;544.15;;;;;;;;
1409;;;;;05C07Z;;6;6;41;41;17283.97;17283.97;781.02;781.02;;;;;;;;
1410;;;;;05C08V;;;;30;30;3077.23;3077.23;390.23;390.23;;;;;;;;
1411;;;;;05C08W;;;;38;38;7189.39;7189.39;347.41;347.41;;;;;;;;
1412;;;;;05C09Z;;;;44;44;14292.39;14292.39;596.97;596.97;;;;;;;;
1413;;;;;05C10V;;4;4;37;37;7269.89;7269.89;445.35;445.35;;;;;;;;
1414;;;;;05C10W;;7;7;46;46;10745.81;10745.81;431.93;431.93;;;;;;;;
1415;;;;;05C11V;;;;31;31;5351.17;5351.17;454.47;454.47;;;;;;;;
1416;;;;;05C11W;;6;6;39;39;7984.13;7984.13;378.67;378.67;;;;;;;;
1417;;;;;05C12V;;6;6;62;62;8356.20;8356.20;307.26;307.26;;;;;;;;
1418;;;;;05C12W;;7;7;77;77;12038.35;12038.35;293.06;293.06;;;;;;;;
1419;;;;;05C13V;;;;40;40;4488.46;4488.46;281.01;281.01;;;;;;;;
1420;;;;;05C13W;;;;50;50;8117.97;8117.97;298.48;298.48;;;;;;;;
1421;;;;;05C14Z;;3;3;32;32;5469.44;5469.44;311.53;311.53;;;;;;;;
1422;;;;;05C15Z;;;;26;26;3620.26;3620.26;361.31;361.31;;;;;;;;
1424;;;;;05C17V;;;;12;12;1400.12;1400.12;450.10;450.10;;;;;;;;
1425;;;;;05C17W;;;;15;15;2725.37;2725.37;388.13;388.13;;;;;;;;
1426;;;;;05C18Z;;;;32;32;4941.03;4941.03;287.18;287.18;;;;;;;;
1427;;;;;05C19Z;;3;3;22;22;4867.81;4867.81;401.97;401.97;;;;;;;;
1428;;;;;05C20Z;;;;21;21;3852.64;3852.64;339.30;339.30;;;;;;;;
1429;;;;;05C06W;;7;7;100;100;33408.87;33408.87;626.42;626.42;;;;;;;;
1654;;;;;05M02E;;;;22;22;3312.66;3312.66;279.87;279.87;;;;;;;;
1655;;;;;05M03Z;;4;4;29;29;3700.97;3700.97;238.44;238.44;;;;;;;;
1656;;;;;05M04V;;;;23;23;2415.00;2415.00;291.08;291.08;;;;;;;;
1657;;;;;05M04W;;4;4;25;25;3466.09;3466.09;255.33;255.33;;;;;;;;
1658;;;;;05M05V;;;;16;16;1526.40;1526.40;329.40;329.40;;;;;;;;
1659;;;;;05M05W;;;;20;20;2788.00;2788.00;260.32;260.32;;;;;;;;
1660;;;;;05M06V;;;;16;16;1640.56;1640.56;267.99;267.99;;;;;;;;
1661;;;;;05M06W;;;;20;20;2742.06;2742.06;253.44;253.44;;;;;;;;
1662;;;;;05M07V;;;;22;22;2494.34;2494.34;269.34;269.34;;;;;;;;
1663;;;;;05M07W;;4;4;27;27;3752.83;3752.83;256.41;256.41;;;;;;;;
1664;;;;;05M08V;;;;16;16;1352.54;1352.54;295.95;295.95;;;;;;;;
1665;;;;;05M08W;;;;20;20;2784.97;2784.97;255.16;255.16;;;;;;;;
1666;;;;;05M09V;;;;22;22;2708.86;2708.86;257.12;257.12;;;;;;;;
1667;;;;;05M09W;;4;4;28;28;3821.15;3821.15;252.93;252.93;;;;;;;;
1668;;;;;05M10Z;;;;19;19;3976.55;3976.55;389.67;389.67;;;;;;;;
1669;;;;;05M11V;;;;20;20;1688.45;1688.45;323.26;323.26;;;;;;;;
1670;;;;;05M11W;;;;25;25;3570.97;3570.97;264.54;264.54;;;;;;;;
1671;;;;;05M12V;;;;22;22;2071.05;2071.05;331.82;331.82;;;;;;;;
1672;;;;;05M12W;;;;28;28;4161.63;4161.63;271.68;271.68;;;;;;;;
1673;;;;;05M13Z;;;;15;15;1695.04;1695.04;289.51;289.51;;;;;;;;
1674;;;;;05M14Z;;;;27;27;4522.46;4522.46;306.47;306.47;;;;;;;;
1675;;;;;05M15Z;;;;17;17;2571.58;2571.58;276.67;276.67;;;;;;;;
1676;;;;;05M16V;;;;20;20;2022.33;2022.33;273.01;273.01;;;;;;;;
1677;;;;;05M16W;;3;3;25;25;3622.95;3622.95;261.32;261.32;;;;;;;;
1678;;;;;05M17V;;;;19;19;1948.07;1948.07;295.87;295.87;;;;;;;;
1679;;;;;05M17W;;;;24;24;3541.13;3541.13;272.75;272.75;;;;;;;;
1680;;;;;05M18Z;;;;54;54;8029.30;8029.30;274.06;274.06;;;;;;;;
1681;;;;;05K05V;;;;18;18;3266.78;3266.78;431.95;431.95;;;;;;;;
1682;;;;;05K05W;;3;3;22;22;4462.33;4462.33;375.30;375.30;;;;;;;;
1683;;;;;05K06V;;;;16;16;3160.25;3160.25;624.00;624.00;;;;;;;;
1684;;;;;05K06W;;;;20;20;5022.98;5022.98;469.36;469.36;;;;;;;;
1685;;;;;05K07Z;;;;23;23;4001.58;4001.58;313.23;313.23;;;;;;;;
1687;;;;;05K09Z;;;;21;21;3747.22;3747.22;329.88;329.88;;;;;;;;
1688;;;;;05K10Z;;;;15;15;2114.37;2114.37;404.53;404.53;;;;;;;;
1689;;;;;05K11Z;;;;10;10;3212.95;3212.95;575.66;575.66;;;;;;;;
1690;;;;;05K11Z;;;;10;10;6815.35;6815.35;1221.10;1221.10;;;;;;;;
1691;;;;;05K12Z;;;;7;7;3851.65;3851.65;948.54;948.54;;;;;;;;
1692;;;;;05K13Z;;;;11;11;3242.64;3242.64;533.05;533.05;;;;;;;;
1900;;;;;06C02Z;;6;6;68;68;15694.88;15694.88;427.28;427.28;;;;;;;;
1901;;;;;06C03V;;5;5;48;48;9422.68;9422.68;482.86;482.86;;;;;;;;
1902;;;;;06C03W;;7;7;60;60;13005.92;13005.92;400.08;400.08;;;;;;;;
1903;;;;;06C04V;;5;5;46;46;6990.91;6990.91;408.81;408.81;;;;;;;;
1904;;;;;06C04W;;7;7;57;57;11277.55;11277.55;368.65;368.65;;;;;;;;
1905;;;;;06C05Z;;;;18;18;5789.80;5789.80;575.09;575.09;;;;;;;;
1908;;;;;06C07V;;3;3;38;38;5159.09;5159.09;413.47;413.47;;;;;;;;
1909;;;;;06C07W;;6;6;47;47;9496.97;9496.97;373.32;373.32;;;;;;;;
1910;;;;;06C08V;;;;22;22;3366.72;3366.72;422.01;422.01;;;;;;;;
1911;;;;;06C08W;;4;4;27;27;5443.74;5443.74;375.70;375.70;;;;;;;;
1912;;;;;06C09V;;;;14;14;2452.01;2452.01;454.11;454.11;;;;;;;;
1913;;;;;06C09W;;;;18;18;3946.14;3946.14;409.50;409.50;;;;;;;;
1914;;;;;06C10Z;;;;10;10;2500.86;2500.86;748.04;748.04;;;;;;;;
1915;;;;;06C11V;;;;19;19;3199.64;3199.64;422.11;422.11;;;;;;;;
1916;;;;;06C11W;;3;3;24;24;4882.23;4882.23;369.03;369.03;;;;;;;;
1917;;;;;06C12V;;;;14;14;1924.59;1924.59;390.14;390.14;;;;;;;;
1918;;;;;06C12W;;;;16;16;3552.20;3552.20;400.19;400.19;;;;;;;;
1919;;;;;06C13V;;;;28;28;3714.02;3714.02;390.99;390.99;;;;;;;;
1920;;;;;06C13W;;5;5;35;35;6397.68;6397.68;339.21;339.21;;;;;;;;
1921;;;;;06C14V;;;;16;16;2006.07;2006.07;384.02;384.02;;;;;;;;
1922;;;;;06C14W;;;;20;20;3944.31;3944.31;362.24;362.24;;;;;;;;
1923;;;;;06C15V;;;;39;39;4320.18;4320.18;398.32;398.32;;;;;;;;
1924;;;;;06C15W;;7;7;49;49;9069.66;9069.66;345.29;345.29;;;;;;;;
1925;;;;;06C16V;;7;7;56;56;9385.68;9385.68;386.25;386.25;;;;;;;;
1926;;;;;06C16W;;7;7;70;70;15087.57;15087.57;403.95;403.95;;;;;;;;
1927;;;;;06C17V;;;;38;38;4535.06;4535.06;484.17;484.17;;;;;;;;
1928;;;;;06C17W;;7;7;48;48;9130.30;9130.30;350.75;350.75;;;;;;;;
1929;;;;;06C14V;;;;16;16;2312.76;2312.76;442.73;442.73;;;;;;;;
1930;;;;;06C14W;;;;20;20;4251.00;4251.00;390.40;390.40;;;;;;;;
2100;;;;;06M01S;;;;35;35;5644.86;5644.86;301.76;301.76;;;;;;;;
2101;;;;;06M02V;;;;12;12;1570.82;1570.82;403.13;403.13;;;;;;;;
2102;;;;;06M02W;;;;15;15;3679.88;3679.88;461.61;461.61;;;;;;;;
2103;;;;;06M03V;;;;15;15;1563.09;1563.09;315.45;315.45;;;;;;;;
2104;;;;;06M03W;;;;19;19;2930.83;2930.83;274.96;274.96;;;;;;;;
2105;;;;;06M04V;;;;18;18;1875.61;1875.61;376.09;376.09;;;;;;;;
2106;;;;;06M04W;;3;3;22;22;3672.87;3672.87;310.98;310.98;;;;;;;;
2107;;;;;06M05V;;;;25;25;2541.52;2541.52;341.33;341.33;;;;;;;;
2108;;;;;06M05W;;;;31;31;4701.15;4701.15;283.64;283.64;;;;;;;;
2109;;;;;06M06V;;;;18;18;2139.69;2139.69;284.41;284.41;;;;;;;;
2110;;;;;06M06W;;;;23;23;3455.51;3455.51;276.43;276.43;;;;;;;;
2111;;;;;06M07V;;;;22;22;3081.95;3081.95;335.05;335.05;;;;;;;;
2112;;;;;06M07W;;;;28;28;4687.61;4687.61;311.08;311.08;;;;;;;;
2113;;;;;06M08Z;;;;15;15;2259.08;2259.08;443.15;443.15;;;;;;;;
2114;;;;;06M09V;;;;17;17;1576.26;1576.26;368.39;368.39;;;;;;;;
2115;;;;;06M09W;;;;21;21;3481.96;3481.96;297.76;297.76;;;;;;;;
2116;;;;;06M10Z;;;;20;20;3158.17;3158.17;286.35;286.35;;;;;;;;
2117;;;;;06M11V;;;;18;18;1899.30;1899.30;341.32;341.32;;;;;;;;
2118;;;;;06M11W;;;;22;22;3352.84;3352.84;275.74;275.74;;;;;;;;
2304;;;;;07C04V;;;;22;22;3372.08;3372.08;464.41;464.41;;;;;;;;
2305;;;;;07C04W;;3;3;28;28;5639.98;5639.98;370.59;370.59;;;;;;;;
2308;;;;;07C06Z;;5;5;34;34;7384.56;7384.56;398.21;398.21;;;;;;;;
2309;;;;;07C07Z;;;;38;38;7001.80;7001.80;341.32;341.32;;;;;;;;
2310;;;;;07C08Z;;;;58;58;9087.15;9087.15;289.33;289.33;;;;;;;;
2311;;;;;07C09V;;5;5;42;42;9738.82;9738.82;539.09;539.09;;;;;;;;
2312;;;;;07C09W;;7;7;52;52;13687.00;13687.00;486.67;486.67;;;;;;;;
2313;;;;;07C10V;;4;4;56;56;7167.87;7167.87;527.98;527.98;;;;;;;;
2314;;;;;07C10W;;7;7;70;70;15931.72;15931.72;421.61;421.61;;;;;;;;
2315;;;;;07C11V;;6;6;47;47;8827.97;8827.97;402.45;402.45;;;;;;;;
2316;;;;;07C11W;;7;7;59;59;11818.49;11818.49;374.71;374.71;;;;;;;;
2317;;;;;07C12V;;4;4;37;37;6571.47;6571.47;451.82;451.82;;;;;;;;
2318;;;;;07C12W;;7;7;46;46;8889.71;8889.71;362.08;362.08;;;;;;;;
2500;;;;;07M01S;;;;40;40;6326.87;6326.87;295.05;295.05;;;;;;;;
2501;;;;;07M02V;;;;18;18;1927.49;1927.49;358.86;358.86;;;;;;;;
2502;;;;;07M02W;;;;22;22;3478.66;3478.66;292.68;292.68;;;;;;;;
2503;;;;;07M03V;;;;24;24;2694.68;2694.68;305.81;305.81;;;;;;;;
2504;;;;;07M03W;;;;30;30;4289.41;4289.41;267.95;267.95;;;;;;;;
2505;;;;;07M04V;;;;21;21;2458.23;2458.23;328.83;328.83;;;;;;;;
2506;;;;;07M04W;;;;26;26;4153.05;4153.05;289.13;289.13;;;;;;;;
2507;;;;;07M05V;;;;21;21;3017.58;3017.58;312.79;312.79;;;;;;;;
2508;;;;;07M05W;;4;4;26;26;3979.10;3979.10;279.27;279.27;;;;;;;;
2509;;;;;07M06V;;;;22;22;2696.42;2696.42;353.02;353.02;;;;;;;;
2510;;;;;07M06W;;;;28;28;4504.19;4504.19;295.96;295.96;;;;;;;;
2700;;;;;08C01S;;7;7;58;58;10956.04;10956.04;352.48;352.48;;;;;;;;
2701;;;;;08C02Z;;7;7;46;46;9880.22;9880.22;394.85;394.85;;;;;;;;
2704;;;;;08C04Z;;3;3;21;21;5657.33;5657.33;488.60;488.60;;;;;;;;
2705;;;;;08C05V;;5;5;34;34;6096.82;6096.82;348.95;348.95;;;;;;;;
2706;;;;;08C05W;;6;6;42;42;7883.74;7883.74;349.22;349.22;;;;;;;;
2707;;;;;08C06Z;;6;6;60;60;10797.60;10797.60;336.57;336.57;;;;;;;;
2710;;;;;08C08Z;;;;15;15;3041.52;3041.52;515.79;515.79;;;;;;;;
2711;;;;;08C09V;;;;24;24;3774.98;3774.98;394.55;394.55;;;;;;;;
2712;;;;;08C09W;;4;4;30;30;5933.57;5933.57;359.00;359.00;;;;;;;;
2713;;;;;08C10V;;;;22;22;3411.30;3411.30;424.88;424.88;;;;;;;;
2714;;;;;08C10W;;4;4;28;28;5342.96;5342.96;350.43;350.43;;;;;;;;
2715;;;;;08C11V;;;;14;14;2368.20;2368.20;521.65;521.65;;;;;;;;
2716;;;;;08C11W;;;;17;17;3555.71;3555.71;378.91;378.91;;;;;;;;
2717;;;;;08C12Z;;;;18;18;4112.13;4112.13;416.13;416.13;;;;;;;;
2718;;;;;08C13Z;;;;15;15;2079.95;2079.95;360.43;360.43;;;;;;;;
2719;;;;;08C14Z;;;;13;13;1586.81;1586.81;388.54;388.54;;;;;;;;
2720;;;;;08C15V;;;;25;25;2841.37;2841.37;484.37;484.37;;;;;;;;
