GHS_GRP_TYP;GHS_NUM;GHS_NUM_SEC;GHS_LIB;GHS_CRE_DTE;GHS_FER_DTE;GHS_NAT_ASS;GHS_AGE_MIN;GHS_AGE_MAX;GHS_SEX;GHS_CMD;GHS_ARR_DTE;GHS_PJO_DTE;GHS_MAJ_DTE;GHS_DDP_MCO;GHS_EO1_DTE;GHS_DUR_SJ1;GHS_SEU_HT1;GHS_SEU_BA1;GHS_PRU_OC1;GHS_EXH_OC1;GHS_PRU_EX1;GHS_COE_OC1;GHS_COF_OC1;GHS_F01_OC1;GHS_F02_OC1;GHS_F03_OC1;GHS_F04_OC1;GHS_F05_OC1;GHS_F06_OC1;GHS_F07_OC1;GHS_F08_OC1;GHS_F09_OC1;GHS_F10_OC1;GHS_F11_OC1;GHS_F12_OC1;GHS_F13_OC1;GHS_F14_OC1;GHS_F15_OC1;GHS_F16_OC1;GHS_F17_OC1;GHS_F18_OC1;GHS_F19_OC1;GHS_F20_OC1;GHS_F21_OC1;GHS_F22_OC1;GHS_F23_OC1;GHS_F24_OC1;GHS_F25_OC1;GHS_F26_OC1;GHS_F27_OC1;GHS_F28_OC1;GHS_F29_OC1;GHS_F30_OC1;GHS_F31_OC1;GHS_F32_OC1;GHS_F33_OC1;GHS_MAJ_OC1;GHS_EO2_DTE;GHS_DUR_SJ2;GHS_SEU_HT2;GHS_SEU_BA2;GHS_PRU_OC2;GHS_EXH_OC2;GHS_PRU_EX2;GHS_COE_OC2;GHS_COF_OC2;GHS_F01_OC2;GHS_F02_OC2;GHS_F03_OC2;GHS_F04_OC2;GHS_F05_OC2;GHS_F06_OC2;GHS_F07_OC2;GHS_F08_OC2;GHS_F09_OC2;GHS_F10_OC2;GHS_F11_OC2;GHS_F12_OC2;GHS_F13_OC2;GHS_F14_OC2;GHS_F15_OC2;GHS_F16_OC2;GHS_F17_OC2;GHS_F18_OC2;GHS_F19_OC2;GHS_F20_OC2;GHS_F21_OC2;GHS_F22_OC2;GHS_F23_OC2;GHS_F24_OC2;GHS_F25_OC2;GHS_F26_OC2;GHS_F27_OC2;GHS_F28_OC2;GHS_F29_OC2;GHS_F30_OC2;GHS_F31_OC2;GHS_F32_OC2;GHS_F33_OC2;GHS_MAJ_OC2;GHS_EO3_DTE;GHS_DUR_SJ3;GHS_SEU_HT3;GHS_SEU_BA3;GHS_PRU_OC3;GHS_EXH_OC3;GHS_PRU_EX3;GHS_COE_OC3;GHS_COF_OC3;GHS_F01_OC3;GHS_F02_OC3;GHS_F03_OC3;GHS_F04_OC3;GHS_F05_OC3;GHS_F06_OC3;GHS_F07_OC3;GHS_F08_OC3;GHS_F09_OC3;GHS_F10_OC3;GHS_F11_OC3;GHS_F12_OC3;GHS_F13_OC3;GHS_F14_OC3;GHS_F15_OC3;GHS_F16_OC3;GHS_F17_OC3;GHS_F18_OC3;GHS_F19_OC3;GHS_F20_OC3;GHS_F21_OC3;GHS_F22_OC3;GHS_F23_OC3;GHS_F24_OC3;GHS_F25_OC3;GHS_F26_OC3;GHS_F27_OC3;GHS_F28_OC3;GHS_F29_OC3;GHS_F30_OC3;GHS_F31_OC3;GHS_F32_OC3;GHS_F33_OC3;GHS_MAJ_OC3;TEC_COL
T;23;1;GHT23;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;46346.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;45487.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;42745.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;23;2;GHT23;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;46148.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;45291.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;42564.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;24;1;GHT24;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;48194.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;47301.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;44450.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;24;2;GHT24;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;47970.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;47079.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;44245.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;25;1;GHT25;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;50004.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;49078.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;46120.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;25;2;GHT25;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;49791.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;48866.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;45924.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;26;1;GHT26;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;51847.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;50886.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;47819.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;26;2;GHT26;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;51608.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;50650.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;47601.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;27;1;GHT27;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;53653.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;52659.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;49485.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;27;2;GHT27;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;53429.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;52437.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;49280.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;28;1;GHT28;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;55473.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;54445.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;51163.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;28;2;GHT28;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;55250.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;54224.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;50960.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;29;1;GHT29;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;57304.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;56242.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;52852.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;29;2;GHT29;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;57072.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;56012.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;52640.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;30;1;GHT30;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;59134.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;58038.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;54539.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;30;2;GHT30;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;58893.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;57799.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;54319.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;31;1;GHT31;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;60955.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;59826.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;56220.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
T;31;2;GHT31;01MAR2005:00:00:00;01MAR2005:00:00:00;ASATMA;;;;;28FEB2022:00:00:00;01MAR2022:00:00:00;01MAR2022:00:00:00;D;01MAR2022:00:00:00;;;;60710.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2022:00:00:00;01MAR2021:00:00:00;;;;59583.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2021:00:00:00;01MAR2020:00:00:00;;;;55996.00;;;;;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;Z;01MAR2020:00:00:00;0
