SEE_RSQ_NUM;SEE_BUR_NUM;SEE_CTN_NUM;ATV_COD_STR;SEE_RSQ_LIB;GRT_ACT_NUM;CTN_COD_FIN;GFI_COD_FIN;CTN_COD_CAL;GFC_NUM_CAL;TOP_TAR_IND;RSQ_BUR_IND;RSQ_BEN_IND;RSQ_DOC_IND;TAU_ECR_RDO;RSQ_CGL_IND;RSQ_ETT_IND;RSQ_SAL_IND;RSQ_EFF_IND;RSQ_HRE_IND;RSQ_COT_IND;RSQ_EFF_NGL;RSQ_BAT_IND;RSQ_EXC_IND;TEC_COL
252HJ;N;EE;X;Fabrication de pièces techniques en matières plastiques;15;EE;008;EE;008;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
252HK;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
252HK;N;EE;X;Fabrication, assemblage d'articles et pièces en matières plastiques, y compris composites.;15;EE;8;EE;8;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
261CB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
261CB;N;FF;X;Fabrication, façonnage et transformation de verre plat;16;FF;016;FF;016;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
261ED;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
261ED;N;FF;X;Fabrication, façonnage et transformation de verre creux;16;FF;015;FF;015;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
261EE;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
261EE;N;FF;X;Fabrication, façonnage et travail technique du verre.;16;FF;15;FF;15;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
261GA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
261GA;N;FF;X;Fabrication de fibres de verre;16;FF;026;FF;026;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
261JD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
261JD;N;FF;X;Fabrication et façonnage de vitrerie d'art, vitraux et verre technique;16;FF;020;FF;020;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
262AF;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
262AF;N;FF;X;Fabrication de tuiles et briques en terre cuite, de carreaux et de poterie en céramique;17;FF;017;FF;017;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
262AG;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
262AG;N;FF;X;Fabrication de vaisselle et d'objets en porcelaine ou en faïence;17;FF;19;FF;19;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
262AH;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
262AH;N;FF;X;Fabrication de tuiles et briques et de produits céramiques non désignés par ailleurs.;17;FF;17;FF;17;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
262CA;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
262CA;N;FF;X;Fabrication d'appareils sanitaires en céramique;17;FF;24;FF;24;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
262LA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
262LA;N;FF;X;Fabrication de produits réfractaires;17;FF;025;FF;025;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
264CD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
264CD;N;FF;X;Fabrication de produits divers en terre cuite ou en grès, de céramique d'art et d'émaux;17;FF;018;FF;018;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
265AB;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
265AB;N;FF;X;Fabrication de ciment, chaux, plâtre, produits en plâtre, agrégats légers, matériaux enrobés d'étanchéité et produits non désignés ailleurs;20;FF;12;FF;12;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
266AA;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
266AA;N;FF;X;Fabrication de produits en béton;19;FF;22;FF;22;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
266EB;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
266EB;N;FF;X;Préparation et livraison de béton prêt à l'emploi (sans mise en oeuvre);20;FF;27;FF;27;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
266JB;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
266JB;N;FF;X;Fabrication de produits en fibre-ciment;19;FF;23;FF;23;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
267ZD;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
267ZD;N;FF;X;Fabrication et pose de produits de marbrerie;18;FF;9;FF;9;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
268AC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
268AC;N;EE;X;Fabrication d'abrasifs appliqués, de carbure de calcium et silicium, de siliciure de calcium et de corindon artificiel;11;EE;004;EE;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
268CJ;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
268CJ;N;EE;X;Préparation de produits asphaltés (sans transport ni mise en oeuvre de produits). Fabrication de produits bitumeux de protection (enduits, revêtement);04;EE;005;EE;005;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
268CK;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
268CK;N;EE;X;Fabrication ou transformation d'articles à base de fibres minérales;14;EE;006;EE;006;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
271ZD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
271ZD;N;AA;X;Laminage à chaud ou relaminage sans fabrication de fonte ni fabrication d'acier;01;AA;002;AA;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
271ZE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
271ZE;N;AA;X;Fabrication de fonte ou d'acier;01;AA;001;AA;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
271ZF;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
271ZF;N;AA;X;Fonderie de fonte, d acier moulé ou de fonte malléable. Fabrication de fonte, d'acier, d'articles ou tubes en fonte. Fabrication de radiateurs,  de chaudières p;1;AA;1;AA;1;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
272AA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
272AA;N;AA;X;Fabrication de tubes en fonte;04;AA;008;AA;008;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
272CC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
272CC;N;AA;X;Fabrication de tubes en acier ou de tubes isolateurs (sauf tubes en fonte);07;AA;005;AA;005;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
273AB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
273AB;N;AA;X;Etirage, laminage à froid de l'acier ou métallurgie des métaux entrant dans les ferro-alliages et métaux connexes;03;AA;003;AA;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
273AC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
273AC;N;AA;X;Travail à froid des métaux (étirage, laminage, profilage et pliage) et métallurgie des ferro-alliages et métaux connexes;03;AA;003;AA;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
273EA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
273EA;N;AA;X;Profilage à froid par formage ou pliage;03;AA;003;AA;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
273GA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
273GA;N;AA;X;Tréfilage à froid;03;AA;003;AA;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
273JC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
273JC;N;EE;X;Métallurgie des ferro-alliages;01;EE;005;EE;005;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
273JD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
273JD;N;EE;X;Carbonisation du bois usine fixe (alcool méthylique). Fabrication de produits dérivés du bois. Métallurgie des ferro-alliages.;01;EE;005;EE;005;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
274CD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
274CD;N;EE;X;Electrométallurgie et électrochimie associées. Métallurgie de l'aluminium et des autres métaux légers;01;EE;004;EE;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
274CE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
274CE;N;AA;X;Métallurgie de l'aluminium;02;AA;007;AA;007;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
274CF;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
274CF;N;AA;X;Métallurgie de l'aluminium, plomb, zinc, étain, cuivre ou métaux précieux. Métallurgie de métaux non ferreux (Cr,Ni,Mn);02;AA;007;AA;007;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
274CG;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
274CG;N;EE;X;Electrométallurgie et électrochimie associées. Métallurgie de l'aluminium et des autres métaux légers. Fabrication d'électrodes pour l'électrométallurgie et l';01;EE;004;EE;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
274CH;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
274CH;N;AA;X;Métallurgie des métaux non ferreux et précieux. Laminage à chaud ou relaminage sans fabrication de fonte ni d'acier.;2;AA;7;AA;7;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
274KB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
274KB;N;AA;X;Métallurgie du plomb, zinc, étain, cuivre ou métaux précieux;02;AA;007;AA;007;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
274MC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
274MC;N;AA;X;Métallurgie de métaux non ferreux (Cr, Ni, Mn) (non compris les formes ferro-alliées);02;AA;007;AA;007;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
275AB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
275AB;N;AA;X;Fonderie de fonte ou fabrication d'articles en fonte;05;AA;008;AA;008;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
275AC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
275AC;N;AA;X;Fonderie de fonte ou fabrication d'articles en fonte. Fabrication de tubes en fonte;05;AA;008;AA;008;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
275CA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
275CA;N;AA;X;Fonderie d'acier moulé et fonte malléable;04;AA;009;AA;009;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
275EA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
275EA;N;AA;X;Fonderie des métaux légers (aluminium, magnésium et alliages);05;AA;010;AA;010;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
275EB;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
275EB;N;AA;X;Fonderie des métaux légers ou non ferreux.;5;AA;10;AA;10;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
275GC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
275GC;N;AA;X;Fonderie de métaux non ferreux autres que les métaux légers;05;AA;010;AA;010;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
281AC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
281AC;N;AA;X;Ateliers de constructions métalliques, y compris fabrication de charpentes;11;AA;011;AA;011;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
281AD;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
281AD;N;AA;X;Construction métallique, fabrication de charpentes,fournitures et armatures métalliques préparées pour le béton armé (préparation des armatures en ateliers hors;11;AA;11;AA;11;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
281CA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
281CA;N;AA;X;Fabrication de menuiseries métalliques;13;AA;013;AA;013;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
281CB;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
281CB;N;AA;X;Fabrication d'articles, de meubles et menuiseries, de fûts et emballages métalliques, de fils et câbles isolés. Fabrication de bouchage, d'emballage, de ferblan;13;AA;13;AA;13;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
282AB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
282AB;N;AA;X;Fabrication de réservoirs, citernes métalliques ou de bouteilles pour gaz comprimés;08;AA;021;AA;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
282DA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
282DA;N;AA;X;Fabrication de radiateurs et de chaudières pour le chauffage central et de cuisine, associée ou non à une activité de fonderie;04;AA;008;AA;008;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
283AA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
283AA;N;AA;X;Fabrication de générateurs de vapeur et d'accessoires;07;AA;021;AA;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
283CB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
283CB;N;AA;X;Fabrication de chaudronnerie en acier inoxydable et en métaux non-ferreux;07;AA;036;AA;036;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
283CC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
283CC;N;AA;X;Fabrication de chaudronnerie courante;07;AA;037;AA;037;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
283CD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
283CD;N;AA;X;Soudure;07;AA;038;AA;038;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
283CE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
283CE;N;AA;X;Fabrication d'équipements généralement sous pression à partir de tôles d'épaisseur >= 50 mm ou fabrication de chaudronnerie nucléaire;08;AA;021;AA;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
283CF;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
283CF;N;AA;X;;08;AA;021;AA;021;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
283CG;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
283CG;N;AA;X;Chaudronnerie et soudure.;7;AA;37;AA;37;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
283CH;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
283CH;N;AA;X;Fabrication de tubes en acier ou de tubes isolateurs (sauf tubes en fonte). Fabrication de chaudronnerie de contenants (réservoirs, citernes, bouteilles pour ga;8;AA;21;AA;21;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
284AC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
284AC;N;AA;X;Forge, estampage, matriçage;03;AA;015;AA;015;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
284AD;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
284AD;N;AA;X;Forge, estampage, matriçage. Métallurgie des poudres et frittage;3;AA;15;AA;15;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
284BF;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
284BF;N;AA;X;Découpage, emboutissage;03;AA;012;AA;012;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
284BG;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
284BG;N;AA;X;Sciage des métaux, graveurs - estampeurs;21;AA;012;AA;012;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
284BH;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
284BH;N;AA;X;Découpage, emboutissage. Sciage des métaux, graveurs - estampeurs;21;AA;012;AA;012;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
284BI;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
284BI;N;AA;X;Découpage, emboutissage. Sciage des métaux, graveurs-estampeurs. Décolletage.;21;AA;12;AA;12;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
284CA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
284CA;N;AA;X;Métallurgie des poudres et frittage;13;AA;025;AA;025;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
285AA;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
285AA;N;AA;X;Traitement et revêtement des métaux;21;AA;14;AA;14;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
285CA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
285CA;N;AA;X;Décolletage;24;AA;016;AA;016;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
285DA;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
285DA;N;AA;X;Mécanique industrielle;12;AA;15;AA;15;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
285DC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
285DC;N;AA;X;Reconstruction de moteurs (sauf pour l'aéronautique);12;AA;013;AA;013;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
285DF;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
285DF;N;AA;X;Usinage de précision ou réparation d'articles métalliques divers;22;AA;22;AA;22;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
285DG;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
285DG;N;AA;X;Travaux d'intervention, de montage, démontage et entretien de matériels divers dans les usines ' Réparateurs mécaniciens ' Fabrication de manèges pour fêtes for;13;AA;38;AA;38;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
286AC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
286AC;N;AA;X;Fabrication de couverts, couteaux ou rasoirs - Repassage de couteaux, ciseaux;22;AA;025;AA;025;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
286CA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
286CA;N;AA;X;Fabrication d'outillage à main. Fabrication d'outillage électroportatif;13;AA;019;AA;019;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
286DB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
286DB;N;AA;X;Fabrication de matrices et poinçons;12;AA;018;AA;018;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
286DD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
286DD;N;AA;X;Fabrication d'outillages mécaniques, outils pour machines ou d'outillages à base de diamants, de filières de diamant;11;AA;019;AA;019;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
286DE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
286DE;N;AA;X;Fabrication de machines-outils, machines spécialisées , outillage, matériel pour la métallurgie, la fonderie, le soudage;11;AA;019;AA;019;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
286DF;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
286DF;N;AA;X;Fabrication, montage, installation, entretien, réparation de machines, éqpts, outillages:machine-outil, machine pour les industries de process,du textile,du cui;11;AA;19;AA;19;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
286FA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
286FA;N;AA;X;Fabrication de quincaillerie;13;AA;017;AA;017;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
286FB;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
286FB;N;AA;X;Fabrication de boulonnerie, ressorts, visseries et quincaillerie. Fabrication et/ou entretien de couverts, couteaux, ciseaux, rasoirs. Fabrication d'articles de;13;AA;17;AA;17;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
287AA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287AA;N;AA;X;Fabrication de fûts et emballages métalliques similaires;19;AA;026;AA;026;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287CA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287CA;N;AA;X;Fabrication de boîtes et d'emballages métalliques pour produits alimentaires, corps gras;13;AA;025;AA;025;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287CD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287CD;N;AA;X;Fabrication de bouchages ou de conditionnement métallique;14;AA;025;AA;025;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287CE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287CE;N;AA;X;Fabrication de bouchage, d'emballage ou de conditionnement métallique;14;AA;025;AA;025;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287EA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287EA;N;AA;X;Fabrication d'articles en fils métalliques;06;AA;004;AA;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287EC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287EC;N;AA;X;Entreprises de fournitures et armatures métalliques préparées pour le béton armé ( préparation des armatures en ateliers, à l'exclusion de la mise en place des é;12;AA;070;AA;070;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287GA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287GA;N;AA;X;Boulonnerie, visserie décolletées;20;AA;016;AA;016;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287GB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287GB;N;AA;X;Boulonnerie, visserie forgées;20;AA;023;AA;023;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287HA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287HA;N;AA;X;Fabrication de ressorts;13;AA;025;AA;025;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287LD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287LD;N;AA;X;Fabrication d'articles métalliques ménagers et ferblanterie ' Repoussage des métaux en feuilles;21;AA;025;AA;025;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287LE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287LE;N;AA;X;Fabrication d'articles métalliques divers et ferblanterie. Repoussage des métaux en feuilles.;21;AA;025;AA;025;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287NB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287NB;N;AA;X;Fabrication d'accessoires d'ameublement en bronze et fer forgé;24;AA;026;AA;026;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287NC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287NC;N;AA;X;Fabrication de petits articles métalliques (dont instruments de bureau et bimbeloterie);14;AA;025;AA;025;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287PC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
287PC;N;AA;X;Fabrication de tuyaux métalliques flexibles;13;AA;025;AA;025;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
291AA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
291AA;N;AA;X;Fabrication de moteurs autres que pour les aéronefs, les automobiles, les motocycles;09;AA;034;AA;034;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
291AD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
291AD;N;AA;X;Fabrication de turbines;10;AA;034;AA;034;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
