SEE_RSQ_NUM;SEE_BUR_NUM;SEE_CTN_NUM;ATV_COD_STR;SEE_RSQ_LIB;GRT_ACT_NUM;CTN_COD_FIN;GFI_COD_FIN;CTN_COD_CAL;GFC_NUM_CAL;TOP_TAR_IND;RSQ_BUR_IND;RSQ_BEN_IND;RSQ_DOC_IND;TAU_ECR_RDO;RSQ_CGL_IND;RSQ_ETT_IND;RSQ_SAL_IND;RSQ_EFF_IND;RSQ_HRE_IND;RSQ_COT_IND;RSQ_EFF_NGL;RSQ_BAT_IND;RSQ_EXC_IND;TEC_COL
193ZL;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
193ZL;N;FF;X;Chaussure. Cuirs et peaux;13;FF;41;FF;41;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
201AC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
201AC;N;FF;X;Fabrication de parquets, moulures et baguettes, à partir de la grume;03;FF;006;FF;006;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
201AF;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
201AF;N;FF;X;Scieries y compris prestations de service, abattage et coupe de bois dans les DOM, fabrication de charbon de bois à usage domestique;1;FF;7;FF;7;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
201AG;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
201AG;N;FF;X;Fabrication parquet, moulure, baguettes à partir de bois débité, de fibres en bois, de sciures et de farine de bois;06;FF;006;FF;006;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
201BA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
201BA;N;FF;X;Traitement du bois;06;FF;008;FF;008;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
201BB;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
201BB;N;FF;X;Travail mécanique du bois, traitement et fabrication d'objets en bois;6;FF;8;FF;8;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
202ZA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
202ZA;N;FF;X;Tranchage et déroulage de bois, fabrication de contre-plaqués, de panneaux-lattés , de bois tranché et de bois de placage, bois améliorés;03;FF;004;FF;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
202ZB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
202ZB;N;FF;X;Fabrication de panneaux dits de particules à base de bois haché, broyé mais non défibré, panneaux en bois défibré et en végétaux divers défibrés et protection su;06;FF;005;FF;005;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
203ZA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
203ZA;N;FF;X;Fabrication d'éléments de charpentes, ébauchage et façonnage divers (y compris bois de brosses);04;FF;006;FF;006;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
203ZB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
203ZB;N;FF;X;Fabrication en série de menuiserie de bâtiment (sans pose);04;FF;005;FF;005;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
203ZC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
203ZC;N;FF;X;Fabrication de bâtiments préfabriqués légers;04;FF;006;FF;006;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
203ZD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
203ZD;N;FF;X;Fabrication en série de menuiserie de bâtiment (sans pose). Fabrication de panneaux de particules;04;FF;005;FF;005;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
203ZE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
203ZE;N;FF;X;Fabrication de parquet, moulures, baguettes à partir du bois. Fabrication de bâtiments préfabriqués légers, d'éléments de charpentes, ébauchage et façonnage di;04;FF;006;FF;006;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
203ZF;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
203ZF;N;FF;X;Menuiserie, charpentes et panneaux à base de bois et commerce menuiserie et panneaux;4;FF;6;FF;6;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
204ZC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
204ZC;N;FF;X;Fabrication d'emballages légers, de tonnelets, d'emballages en bois déroulé et fûts d'emballage;04;FF;007;FF;007;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
204ZF;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
204ZF;N;FF;X;Fabrication de caisses en fardeaux, caisses montées, de palettes;03;FF;008;FF;008;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
204ZG;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
204ZG;N;FF;X;Fabrication d'emballages sur mesure, spéciaux en bois, d'articles de tonnellerie;04;FF;007;FF;007;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
204ZH;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
204ZH;N;FF;X;Fabrication d'emballages issus du bois et d'articles de tonnellerie;04;FF;007;FF;007;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
204ZI;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
204ZI;N;FF;X;Fabrication d'emballages issus du bois et d'articles de tonnellerie.;4;FF;44;FF;44;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
205AC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
205AC;N;FF;X;Fabrication de cercueils avec outillage mécanique;04;FF;006;FF;006;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
205AE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
205AE;N;FF;X;Fabrication d'objets divers en bois, de sabots, d'articles en bois pour chaussure, de tabletterie;06;FF;004;FF;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
205CE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
205CE;N;FF;X;Fabrication d'articles en liège, de vannerie, sparterie, articles en paille, réparateurs de sièges, canneurs, rempailleurs,empailleurs;06;FF;002;FF;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
211AD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
211AD;N;FF;X;Fabrication de pâte à papier intégrée ou non;07;FF;028;FF;028;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
211CE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
211CE;N;FF;X;Fabrication de papier associée ou non à une transformation;07;FF;028;FF;028;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
211CF;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
211CF;N;FF;X;Fabrication de papiers imprégnés, goudronnés, paraffinés, enduits, peints;09;FF;029;FF;029;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
211ED;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
211ED;N;FF;X;Fabrication de papiers ou articles à usage domestique;09;FF;029;FF;029;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
212AA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
212AA;N;FF;X;Fabrication de carton ondulé et de produits en carton ondulé;08;FF;029;FF;029;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
212BB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
212BB;N;FF;X;Fabrication de cartonnage ou de sacs en papier;08;FF;029;FF;029;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
212BC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
212BC;N;FF;X;Fabrication de papiers imprégnés, goudronnés, paraffinés, enduits, peints. Fabrication de papiers ou articles à usage domestique. Fabrication de carton et cart;08;FF;029;FF;029;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
212BD;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
212BD;N;FF;X;Production et transformation des pâtes à papier et carton;7;FF;28;FF;28;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
212GA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
212GA;N;EE;X;Transformation du papier : papier carbone, stencils;11;EE;003;EE;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
212GB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
212GB;N;FF;X;Fabrication d'articles de papeterie;09;FF;030;FF;030;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
212LB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
212LB;N;FF;X;Fabrication d'articles divers en papier ou carton;09;FF;029;FF;029;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
221AA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
221AA;N;CC;X;Edition de livres et d'ouvrages analogues, y compris images, cartes postales et musique;10;CC;001;CC;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
221CA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
221CA;N;CC;X;Journaux d'information : édition et impression;10;CC;002;CC;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
221CB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
221CB;N;CC;X;Journaux d'information : édition;10;CC;002;CC;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
221CC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
221CC;N;CC;X;Edition seule de journaux d'information. Agence de presse, y compris journalistes et photographes indépendants.;10;CC;002;CC;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
221EA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
221EA;N;CC;X;Edition de revues et périodiques;10;CC;001;CC;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
221EB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
221EB;N;CC;X;Edition à l'exception des journaux d'information. Fabrication et édition de supports d'enregistrements sonores. Studios et autres activités photographiques, la;10;CC;001;CC;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
221GA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
221GA;N;CC;X;Fabrication et édition de bandes, cassettes, disques et disquettes;10;CC;001;CC;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
221GB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
221GB;N;CC;X;Exploitation de studios d'enregistrement sonore reliés ou non à un poste de radiodiffusion (sauf les artistes);11;CC;039;CC;039;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
222AB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
222AB;N;CC;X;Imprimerie de presse;10;CC;002;CC;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
222CA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
222CA;N;CC;X;Imprimerie de labeur;10;CC;002;CC;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
222CB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
222CB;N;CC;X;Sérigraphie;10;CC;002;CC;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
222CC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
222CC;N;CC;X;Imprimerie. Sérigraphie. Reliure, brochure industrielle, brochage, pliage de revue. Edition et impression de journaux d'information;10;CC;002;CC;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
222CD;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
222CD;N;CC;X;Édition, imprimerie, Reprographie et activités connexes (reliure, dorure main, affiches, composition, photocomposition, gravure et photogravure). Routage.;10;CC;2;CC;2;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
222EA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
222EA;N;CC;X;Reliure main, dorure main, affiches peintes (pose exclue), coloriste, façonnier en imagerie, écrivains publics;10;CC;001;CC;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
222EB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
222EB;N;CC;X;Reliure, brochure industrielle, brochage, pliage de revue;10;CC;002;CC;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
222GA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
222GA;N;CC;X;Composition, photocomposition, gravure et photogravure;10;CC;001;CC;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
222GB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
222GB;N;CC;X;Composition, photocomposition, gravure et photogravure. Reprographie.;10;CC;001;CC;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
233ZA;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
233ZA;N;EE;X;Production et transformation de matières nucléaires;1;EE;2;EE;2;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
241AA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241AA;N;EE;X;Fabrication de gaz comprimés;11;EE;002;EE;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241CC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241CC;N;EE;X;Fabrication de matières colorantes de synthèse;04;EE;004;EE;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241CD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241CD;N;EE;X;Fabrication de pigments minéraux, de compositions de base de pigments, de compositions et couleurs vitrifiables pour émaux;04;EE;003;EE;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241EB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241EB;N;EE;X;Soudières : fabrication de carbonate de soude, soude à la chaux, de bicarbonate de soude, de chlorure de calcium;08;EE;001;EE;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
353CA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
353CA;N;AA;X;Construction de lanceurs et engins spatiaux;17;AA;062;AA;062;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
354AC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
354AC;N;AA;X;Fabrication ou réparation de motocycles ou de cycles;22;AA;057;AA;057;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
354AD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
354AD;N;AA;X;Fabrication ou réparation de motocycles ou de cycles. Fabrication de pièces et équipement pour cycles ou motocycles;22;AA;057;AA;057;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
354CC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
354CC;N;AA;X;Fabrication de pièces et équipement pour cycles ou motocycles;14;AA;058;AA;058;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361AD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361AD;N;FF;X;Tapissiers en siège;06;FF;002;FF;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361AE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361AE;N;FF;X;Fabrication industrielle et artisanale de sièges;04;FF;003;FF;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361AF;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361AF;N;FF;X;Fabrication de sièges, de billards, de meubles en bois non classée ailleurs et industries connexes à l'ameublement;04;FF;003;FF;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361CB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361CB;N;FF;X;Fabrication de meubles de bureau et de magasin en bois;04;FF;004;FF;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361CC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361CC;N;AA;X;Fabrication de meubles métalliques (y compris coffres forts);22;AA;026;AA;026;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361CE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361CE;N;AA;X;Fabrication de meubles métalliques, y compris coffres forts. Fabrication d'accessoires d'ameublement en bronze et fer forgé;22;AA;026;AA;026;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361CF;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361CF;N;FF;X;Fabrication de meubles en bois pour agencement de magasins, de bureaux. Réparateurs de meubles anciens;04;FF;004;FF;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361ED;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361ED;N;FF;X;Fabrication de meubles de cuisine, de meubles de jardin, artisanat du meuble à l'except. des meubles métalliques et des meubles entièrement en matière plastique;04;FF;002;FF;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361EF;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361EF;N;FF;X;Fabrication de meubles en bois pour cuisines et jardins. Tapissiers en siège;04;FF;002;FF;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361GA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361GA;N;FF;X;Fabrication avec outillage mécanique, y compris les artisans du meuble (à l'exception des meubles métalliques et des meubles entièrement en matière plastique): d;04;FF;006;FF;006;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361GB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361GB;N;FF;X;Fabrication de meubles meublants en bois. Fabrication de cercueils.;04;FF;006;FF;006;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361GC;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
361GC;N;FF;X;Fabrication et réparation de meubles et de cercueils en bois ou matière similaire et d instruments de musique;4;FF;43;FF;43;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
361JB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361JB;N;FF;X;Fabrication avec outillage mécanique, y compris les artisans du meuble ( à l'exception des meubles métalliques et des meubles entièrement en matière plastique):;04;FF;003;FF;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361KA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361KA;N;FF;X;Réparateurs de meubles anciens;06;FF;004;FF;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361KB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361KB;N;FF;X;Industries connexes de l'ameublement, hors fabrication de cercueils et réparation de meubles anciens. Fabrication de billards;06;FF;003;FF;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
361MB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241EC;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241EC;N;EE;X;Fabrication de chlorure/soude électrolytique, lessive soude électrolytique. Fabrication de chlorure/sodium (électrolyse ignée);08;EE;003;EE;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241ED;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241ED;N;EE;X;Fabrication électrolytique de chlore, de potasse caustique. Fabrication de chlorate et perchlorates;08;EE;004;EE;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241EF;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241EF;N;EE;X;Fabrication de fluor, d'acide fluorhydrique. Fabrication de brome, d'acide bromhydrique;08;EE;004;EE;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241EN;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241EN;N;EE;X;Fabrication d'eau de Javel, de produits détergents;05;EE;002;EE;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241EP;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241EP;N;EE;X;Fabrication de certains métaux, métalloïdes et leurs dérivés, d'iode, de phosphore et leurs dérivés, d'eau oxygénée, de persels, de peroxydes, de silicates et d';08;EE;001;EE;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241EQ;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241EQ;N;EE;X;Fabrication de charbons actifs, de charbons pour filtres, de noir animal, de charbon animal, d'acide sulfurique et dérivés, de produits minéraux divers. Salines;06;EE;003;EE;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241ER;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241ER;N;EE;X;Fabrication de produits minéraux sodés ou calciques. Fabrication de produits minéraux non cités par ailleurs. Fabrication de produits photographiques et;08;EE;001;EE;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241GD;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241GD;N;EE;X;Carbonisation du bois usine fixe (alcool méthylique, méthylène). Fabrication de produits dérivés du bois, pâtes réglisse, glycyrrhisine/rhisate;06;EE;005;EE;005;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241GJ;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241GJ;N;EE;X;Fabrication de produits odoriférants et d'arômes de synthèse;10;EE;001;EE;001;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241GK;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241GK;N;EE;X;Fabrication et distillation d'hydrocarbures benzéniques et de goudrons. Fabrication de thérébentine, de colophane et dérivés;11;EE;002;EE;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241GL;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241GL;N;EE;X;Chimie organique de synthèse (de produits non désignés ailleurs). Dénaturation d'alcool éthylique. Fabrication d'acide tartrique, citrique et dérivés;11;EE;003;EE;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241GM;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241GM;N;EE;X;Chimie organique de synthèse (de produits non désignés ailleurs). Fabrication de pigments minéraux, de composition de base de pigments, de compositions et coul;11;EE;003;EE;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241GN;B;ZZ;X;;0;ZZ;0;ZZ;0;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
241GN;N;EE;X;Fabrication de produits chimiques minéraux et inorganiques, organiques de synthèse ou dérivés du bois, de produits azotés et d'engrais, d'abrasifs, de pigments,;11;EE;9;EE;9;;1;0;0;0;0;0;1;1;1;0;0;0;0;0
241JA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241JA;N;EE;X;Fabrication d'engrais azotés et autres produits azotés;02;EE;002;EE;002;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241JB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241JB;N;EE;X;Fabrication d'engrais phosphatés;02;EE;004;EE;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241JE;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241JE;N;EE;X;Fabrication d'autres engrais minéraux et organiques;02;EE;004;EE;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241LA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241LA;N;EE;X;Fabrication de matières plastiques;15;EE;004;EE;004;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241NA;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
241NA;N;EE;X;Fabrication de caoutchouc synthétique et autres élastomères;14;EE;003;EE;003;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
242ZB;B;ZZ;X;;00;ZZ;000;ZZ;000;;1;0;0;00000;0;0;1;1;1;0;0;0;0;0
