BTF_PRS_IDE;BTF_HIS_DTD;BTF_TAR_NAT;BTF_HIS_DTF;BTF_TAR_COF
3784;01APR2019:00:00:00;B;07APR2021:00:00:00;48.00
1572;01APR2019:00:00:00;B;04JAN2022:00:00:00;185.00
1763;01APR2019:00:00:00;B;31DEC9999:00:00:00;100.00
1212;01APR2019:00:00:00;B;07APR2021:00:00:00;59.00
7327;01APR2019:00:00:00;B;07APR2021:00:00:00;48.00
1817;01APR2019:00:00:00;B;31DEC9999:00:00:00;19.00
330;01APR2019:00:00:00;B;07APR2021:00:00:00;47.00
126;01APR2019:00:00:00;B;31DEC9999:00:00:00;16.00
1385;01APR2019:00:00:00;B;04JAN2022:00:00:00;58.00
4006;01APR2019:00:00:00;B;07APR2021:00:00:00;150.00
7307;01APR2019:00:00:00;B;04JAN2022:00:00:00;73.00
1827;01APR2019:00:00:00;B;04JAN2022:00:00:00;57.00
1210;01APR2019:00:00:00;B;31DEC9999:00:00:00;44.00
996;01APR2019:00:00:00;B;07APR2021:00:00:00;19.00
1124;01APR2019:00:00:00;B;31DEC9999:00:00:00;4.00
7320;01APR2019:00:00:00;B;07APR2021:00:00:00;57.00
1127;01APR2019:00:00:00;B;31DEC9999:00:00:00;16.00
1452;01APR2019:00:00:00;B;31DEC9999:00:00:00;33.00
5224;01APR2019:00:00:00;B;31DEC9999:00:00:00;195.00
1213;01APR2019:00:00:00;B;07APR2021:00:00:00;24.00
7318;01APR2019:00:00:00;B;07APR2021:00:00:00;38.00
1451;01APR2019:00:00:00;B;31DEC9999:00:00:00;33.00
388;01APR2019:00:00:00;B;07APR2021:00:00:00;45.00
1109;01APR2019:00:00:00;B;31DEC9999:00:00:00;19.00
4005;01APR2019:00:00:00;B;21SEP2019:00:00:00;100.00
350;01APR2019:00:00:00;B;31DEC9999:00:00:00;50.00
1577;01APR2019:00:00:00;B;07APR2021:00:00:00;22.00
1488;01APR2019:00:00:00;B;07APR2021:00:00:00;80.00
1821;01APR2019:00:00:00;B;07APR2021:00:00:00;65.00
472;01APR2019:00:00:00;B;07APR2021:00:00:00;47.00
1804;01APR2019:00:00:00;B;31DEC9999:00:00:00;8.00
640;01APR2019:00:00:00;B;31DEC9999:00:00:00;6.00
1374;01APR2019:00:00:00;B;07APR2021:00:00:00;38.00
1828;01APR2019:00:00:00;B;31DEC9999:00:00:00;58.00
473;01APR2019:00:00:00;B;07APR2021:00:00:00;47.00
1136;01APR2019:00:00:00;B;31DEC9999:00:00:00;68.00
999;01APR2019:00:00:00;B;31DEC9999:00:00:00;70.00
174;01APR2019:00:00:00;B;07APR2021:00:00:00;16.00
1387;01APR2019:00:00:00;B;07APR2021:00:00:00;38.00
7310;01APR2019:00:00:00;B;31DEC9999:00:00:00;69.00
61;01APR2019:00:00:00;B;31DEC9999:00:00:00;2500.00
4122;01APR2019:00:00:00;B;31DEC9999:00:00:00;175.00
1128;01APR2019:00:00:00;B;31DEC9999:00:00:00;42.00
334;01APR2019:00:00:00;B;07APR2021:00:00:00;47.00
1460;01APR2019:00:00:00;B;04JAN2022:00:00:00;68.00
1302;01APR2019:00:00:00;B;31DEC9999:00:00:00;140.00
5201;01APR2019:00:00:00;B;31DEC9999:00:00:00;60.00
343;01APR2019:00:00:00;B;04JAN2022:00:00:00;47.00
4120;01APR2019:00:00:00;B;31DEC9999:00:00:00;140.00
9005;01APR2019:00:00:00;B;16OCT2020:00:00:00;17.00
7402;01APR2019:00:00:00;B;07APR2021:00:00:00;26.00
780;01APR2019:00:00:00;B;31DEC9999:00:00:00;75.00
1211;01APR2019:00:00:00;B;07APR2021:00:00:00;44.00
1484;01APR2019:00:00:00;B;07APR2021:00:00:00;57.00
1208;01APR2019:00:00:00;B;07APR2021:00:00:00;24.00
777;01APR2019:00:00:00;B;07APR2021:00:00:00;70.00
1736;01APR2019:00:00:00;B;31DEC9999:00:00:00;49.00
5269;07AUG2019:00:00:00;B;31DEC9999:00:00:00;180.00
5271;09MAR2020:00:00:00;B;05MAY2020:00:00:00;200.00
9106;27SEP2020:00:00:00;B;16OCT2020:00:00:00;9.00
5271;27SEP2020:00:00:00;B;16OCT2020:00:00:00;200.00
5271;24FEB2021:00:00:00;B;16MAR2021:00:00:00;160.00
5271;17MAR2021:00:00:00;B;31MAY2021:00:00:00;140.00
9006;01APR2021:00:00:00;B;31JAN2022:00:00:00;10.00
7320;08APR2021:00:00:00;B;04JAN2022:00:00:00;56.00
1260;08APR2021:00:00:00;B;04JAN2022:00:00:00;83.00
1577;08APR2021:00:00:00;B;04JAN2022:00:00:00;20.00
1802;08APR2021:00:00:00;B;31DEC9999:00:00:00;59.00
1141;08APR2021:00:00:00;B;04JAN2022:00:00:00;36.00
472;08APR2021:00:00:00;B;04JAN2022:00:00:00;46.00
3784;08APR2021:00:00:00;B;04JAN2022:00:00:00;47.00
1211;08APR2021:00:00:00;B;04JAN2022:00:00:00;42.00
1212;08APR2021:00:00:00;B;04JAN2022:00:00:00;55.00
1387;08APR2021:00:00:00;B;04JAN2022:00:00:00;37.00
1484;08APR2021:00:00:00;B;31DEC9999:00:00:00;55.00
1610;08APR2021:00:00:00;B;31DEC9999:00:00:00;20.00
1208;08APR2021:00:00:00;B;04JAN2022:00:00:00;22.00
1420;08APR2021:00:00:00;B;31DEC9999:00:00:00;39.00
4500;08APR2021:00:00:00;B;04JAN2022:00:00:00;147.00
522;08APR2021:00:00:00;B;31DEC9999:00:00:00;9.00
4005;21SEP2019:00:00:00;B;07APR2021:00:00:00;100.00
1601;08APR2021:00:00:00;B;04JAN2022:00:00:00;7.00
7325;08APR2021:00:00:00;B;04JAN2022:00:00:00;54.00
1104;08APR2021:00:00:00;B;04JAN2022:00:00:00;24.00
1139;08APR2021:00:00:00;B;04JAN2022:00:00:00;33.00
1213;08APR2021:00:00:00;B;04JAN2022:00:00:00;21.00
519;08APR2021:00:00:00;B;31DEC9999:00:00:00;5.00
473;08APR2021:00:00:00;B;04JAN2022:00:00:00;46.00
777;08APR2021:00:00:00;B;31DEC9999:00:00:00;70.00
7318;08APR2021:00:00:00;B;04JAN2022:00:00:00;36.00
330;08APR2021:00:00:00;B;04JAN2022:00:00:00;46.00
1035;08APR2021:00:00:00;B;31DEC9999:00:00:00;460.00
1134;08APR2021:00:00:00;B;31DEC9999:00:00:00;79.00
334;08APR2021:00:00:00;B;04JAN2022:00:00:00;46.00
1374;08APR2021:00:00:00;B;04JAN2022:00:00:00;37.00
4005;08APR2021:00:00:00;B;21SEP2019:00:00:00;100.00
7422;08APR2021:00:00:00;B;31DEC9999:00:00:00;69.00
996;08APR2021:00:00:00;B;04JAN2022:00:00:00;17.00
7402;08APR2021:00:00:00;B;31DEC9999:00:00:00;25.00
7335;08APR2021:00:00:00;B;04JAN2022:00:00:00;60.00
4006;08APR2021:00:00:00;B;04JAN2022:00:00:00;147.00
7323;08APR2021:00:00:00;B;04JAN2022:00:00:00;54.00
7321;08APR2021:00:00:00;B;04JAN2022:00:00:00;54.00
793;08APR2021:00:00:00;B;31DEC9999:00:00:00;123.00
7327;08APR2021:00:00:00;B;04JAN2022:00:00:00;46.00
462;08APR2021:00:00:00;B;31DEC9999:00:00:00;49.00
320;08APR2021:00:00:00;B;04JAN2022:00:00:00;56.00
1821;08APR2021:00:00:00;B;04JAN2022:00:00:00;64.00
174;08APR2021:00:00:00;B;31DEC9999:00:00:00;15.00
1488;08APR2021:00:00:00;B;04JAN2022:00:00:00;79.00
1609;08APR2021:00:00:00;B;04JAN2022:00:00:00;11.00
388;08APR2021:00:00:00;B;04JAN2022:00:00:00;43.00
521;08APR2021:00:00:00;B;31DEC9999:00:00:00;6.00
9005;09JUL2021:00:00:00;B;31DEC9999:00:00:00;17.00
9009;09JUL2021:00:00:00;B;31DEC9999:00:00:00;29.00
5271;03FEB2022:00:00:00;B;31DEC9999:00:00:00;96.00
9006;03FEB2022:00:00:00;B;31DEC9999:00:00:00;4.00
5271;05JAN2021:00:00:00;B;05JAN2021:00:00:00;160.00
5272;05JAN2021:00:00:00;B;05JAN2021:00:00:00;60.00
5271;01JUN2021:00:00:00;B;31JAN2022:00:00:00;100.00
9007;21JUN2021:00:00:00;B;31DEC9999:00:00:00;500.00
9008;21JUN2021:00:00:00;B;31DEC9999:00:00:00;18.00
1141;05JAN2022:00:00:00;B;31DEC9999:00:00:00;35.00
7318;05JAN2022:00:00:00;B;31DEC9999:00:00:00;35.00
9079;01JAN2022:00:00:00;B;31DEC9999:00:00:00;252.00
7325;05JAN2022:00:00:00;B;31DEC9999:00:00:00;50.00
7323;05JAN2022:00:00:00;B;31DEC9999:00:00:00;50.00
472;05JAN2022:00:00:00;B;31DEC9999:00:00:00;45.00
514;05JAN2022:00:00:00;B;31DEC9999:00:00:00;5.00
358;05JAN2022:00:00:00;B;31DEC9999:00:00:00;68.00
343;05JAN2022:00:00:00;B;31DEC9999:00:00:00;45.00
9080;01JAN2022:00:00:00;B;31DEC9999:00:00:00;160.00
1122;05JAN2022:00:00:00;B;31DEC9999:00:00:00;78.00
1212;05JAN2022:00:00:00;B;31DEC9999:00:00:00;52.00
334;05JAN2022:00:00:00;B;31DEC9999:00:00:00;45.00
1260;05JAN2022:00:00:00;B;31DEC9999:00:00:00;80.00
1577;05JAN2022:00:00:00;B;31DEC9999:00:00:00;19.00
570;05JAN2022:00:00:00;B;31DEC9999:00:00:00;48.00
727;05JAN2022:00:00:00;B;31DEC9999:00:00:00;68.00
4715;05JAN2022:00:00:00;B;31DEC9999:00:00:00;48.00
1054;05JAN2022:00:00:00;B;31DEC9999:00:00:00;69.00
388;05JAN2022:00:00:00;B;31DEC9999:00:00:00;42.00
983;05JAN2022:00:00:00;B;31DEC9999:00:00:00;58.00
7327;05JAN2022:00:00:00;B;31DEC9999:00:00:00;45.00
1374;05JAN2022:00:00:00;B;31DEC9999:00:00:00;35.00
9078;01JAN2022:00:00:00;B;31DEC9999:00:00:00;234.00
9081;01JAN2022:00:00:00;B;31DEC9999:00:00:00;193.00
1460;05JAN2022:00:00:00;B;31DEC9999:00:00:00;67.00
4500;05JAN2022:00:00:00;B;31DEC9999:00:00:00;145.00
473;05JAN2022:00:00:00;B;31DEC9999:00:00:00;45.00
7335;05JAN2022:00:00:00;B;31DEC9999:00:00:00;58.00
1009;05JAN2022:00:00:00;B;31DEC9999:00:00:00;135.00
1457;05JAN2022:00:00:00;B;31DEC9999:00:00:00;68.00
1139;05JAN2022:00:00:00;B;31DEC9999:00:00:00;30.00
1208;05JAN2022:00:00:00;B;31DEC9999:00:00:00;20.00
1773;05JAN2022:00:00:00;B;31DEC9999:00:00:00;35.00
591;05JAN2022:00:00:00;B;31DEC9999:00:00:00;5.00
1213;05JAN2022:00:00:00;B;31DEC9999:00:00:00;19.00
7307;05JAN2022:00:00:00;B;31DEC9999:00:00:00;70.00
9077;01JAN2022:00:00:00;B;31DEC9999:00:00:00;171.00
7321;05JAN2022:00:00:00;B;31DEC9999:00:00:00;50.00
1455;05JAN2022:00:00:00;B;31DEC9999:00:00:00;68.00
330;05JAN2022:00:00:00;B;31DEC9999:00:00:00;45.00
1488;05JAN2022:00:00:00;B;31DEC9999:00:00:00;75.00
1104;05JAN2022:00:00:00;B;31DEC9999:00:00:00;22.00
996;05JAN2022:00:00:00;B;31DEC9999:00:00:00;16.00
1572;05JAN2022:00:00:00;B;31DEC9999:00:00:00;180.00
1301;05JAN2022:00:00:00;B;31DEC9999:00:00:00;59.00
1385;05JAN2022:00:00:00;B;31DEC9999:00:00:00;56.00
9082;01JAN2022:00:00:00;B;31DEC9999:00:00:00;201.00
1453;05JAN2022:00:00:00;B;31DEC9999:00:00:00;39.00
1821;05JAN2022:00:00:00;B;31DEC9999:00:00:00;60.00
4006;05JAN2022:00:00:00;B;31DEC9999:00:00:00;145.00
7320;05JAN2022:00:00:00;B;31DEC9999:00:00:00;54.00
1608;05JAN2022:00:00:00;B;31DEC9999:00:00:00;5.00
320;05JAN2022:00:00:00;B;31DEC9999:00:00:00;54.00
1601;05JAN2022:00:00:00;B;31DEC9999:00:00:00;6.00
1387;05JAN2022:00:00:00;B;31DEC9999:00:00:00;35.00
1827;05JAN2022:00:00:00;B;31DEC9999:00:00:00;56.00
1609;05JAN2022:00:00:00;B;31DEC9999:00:00:00;10.00
3784;05JAN2022:00:00:00;B;31DEC9999:00:00:00;45.00
1211;05JAN2022:00:00:00;B;31DEC9999:00:00:00;40.00
9006;01FEB2022:00:00:00;B;01FEB2022:00:00:00;10.00
9006;02FEB2022:00:00:00;B;31DEC9999:00:00:00;4.00
5271;01FEB2022:00:00:00;B;01FEB2022:00:00:00;100.00
5271;02FEB2022:00:00:00;B;31DEC9999:00:00:00;96.00
