BTF_PRS_IDE;BTF_HIS_DTD;BTF_TAR_NAT;BTF_HIS_DTF;BTF_TAR_COF
1665;27MAR1997:00:00:00;B;31DEC9999:00:00:00;120.00
1666;27MAR1997:00:00:00;B;31DEC9999:00:00:00;190.00
1667;27MAR1997:00:00:00;B;31DEC9999:00:00:00;70.00
1668;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120.00
1669;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120.00
1670;01JAN1996:00:00:00;B;31DEC9999:00:00:00;140.00
1671;27MAR1997:00:00:00;B;31DEC9999:00:00:00;120.00
1672;27MAR1997:00:00:00;B;31DEC9999:00:00:00;70.00
1673;27MAR1997:00:00:00;B;31DEC9999:00:00:00;120.00
1674;27MAR1997:00:00:00;B;31DEC9999:00:00:00;190.00
1675;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70.00
1676;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70.00
1677;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70.00
1678;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120.00
1679;27MAR1997:00:00:00;B;31DEC9999:00:00:00;60.00
1680;01JAN1996:00:00:00;B;31DEC9999:00:00:00;35.00
1681;01JAN1996:00:00:00;B;25DEC2008:00:00:00;120.00
1682;25DEC2008:00:00:00;B;31DEC9999:00:00:00;120.00
4075;05APR1996:00:00:00;B;31DEC9999:00:00:00;700.00
4076;05APR1996:00:00:00;B;31DEC9999:00:00:00;400.00
4077;05APR1996:00:00:00;B;31DEC9999:00:00:00;600.00
4080;05APR1996:00:00:00;B;31DEC9999:00:00:00;500.00
4081;05APR1996:00:00:00;B;31DEC9999:00:00:00;700.00
4082;05APR1996:00:00:00;B;31DEC9999:00:00:00;500.00
4083;05APR1996:00:00:00;B;31DEC9999:00:00:00;700.00
4084;15MAR2011:00:00:00;B;16JAN2019:00:00:00;500.00
4085;13JUL2017:00:00:00;B;31DEC9999:00:00:00;260.00
4086;13JUL2017:00:00:00;B;31DEC9999:00:00:00;260.00
4095;05APR1996:00:00:00;B;31DEC9999:00:00:00;1500.00
4096;05APR1996:00:00:00;B;31DEC9999:00:00:00;1500.00
4097;05APR1996:00:00:00;B;31DEC9999:00:00:00;500.00
4101;30JUL1997:00:00:00;B;31DEC9999:00:00:00;150.00
4102;30JUL1997:00:00:00;B;31DEC9999:00:00:00;250.00
4103;13JUL2017:00:00:00;B;31DEC9999:00:00:00;150.00
4104;13JUL2017:00:00:00;B;31DEC9999:00:00:00;75.00
4117;31JAN2005:00:00:00;B;31DEC9999:00:00:00;120.00
4118;31JAN2005:00:00:00;B;01FEB2019:00:00:00;180.00
4119;31JAN2005:00:00:00;B;13APR2018:00:00:00;220.00
4120;30MAR1997:00:00:00;B;31JAN2019:00:00:00;150.00
4122;04JUL2006:00:00:00;B;31MAR2017:00:00:00;220.00
4122;01APR2017:00:00:00;B;13APR2018:00:00:00;200.00
4123;04JUL2006:00:00:00;B;13APR2018:00:00:00;180.00
4124;04JUL2006:00:00:00;B;31MAR2017:00:00:00;220.00
4124;01APR2017:00:00:00;B;13APR2018:00:00:00;200.00
4125;04JUL2006:00:00:00;B;31JAN2019:00:00:00;350.00
4126;14MAR2001:00:00:00;B;01FEB2019:00:00:00;200.00
4127;01APR2004:00:00:00;B;07FEB2009:00:00:00;180.00
4127;08FEB2009:00:00:00;B;18OCT2009:00:00:00;140.00
4127;19OCT2009:00:00:00;B;31MAR2017:00:00:00;140.00
4127;01APR2017:00:00:00;B;13APR2018:00:00:00;120.00
4128;25DEC2008:00:00:00;B;31DEC9999:00:00:00;240.00
4201;12OCT1997:00:00:00;B;31DEC9999:00:00:00;100.00
4202;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50.00
4203;01JAN1996:00:00:00;B;31DEC9999:00:00:00;100.00
4204;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150.00
4205;12OCT1997:00:00:00;B;31DEC9999:00:00:00;20.00
4206;12OCT1997:00:00:00;B;31DEC9999:00:00:00;70.00
4207;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
4208;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150.00
4209;01JAN1996:00:00:00;B;31DEC9999:00:00:00;200.00
4210;01JAN1996:00:00:00;B;04SEP2014:00:00:00;200.00
4211;01JAN1996:00:00:00;B;04SEP2014:00:00:00;150.00
4212;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
4213;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70.00
4214;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150.00
4215;01JAN1996:00:00:00;B;31DEC9999:00:00:00;250.00
4216;01JAN1996:00:00:00;B;31DEC9999:00:00:00;500.00
4217;01JAN1996:00:00:00;B;31DEC9999:00:00:00;250.00
4218;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70.00
4219;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150.00
4220;01JAN1996:00:00:00;B;31DEC9999:00:00:00;250.00
4221;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70.00
4222;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
4223;01JAN1996:00:00:00;B;31DEC9999:00:00:00;200.00
4224;05AUG1997:00:00:00;B;01FEB2019:00:00:00;200.00
4225;01JAN1996:00:00:00;B;01FEB2019:00:00:00;40.00
4226;12AUG1997:00:00:00;B;01FEB2019:00:00:00;100.00
4227;01JAN1996:00:00:00;B;01FEB2019:00:00:00;150.00
4228;01JAN1996:00:00:00;B;01FEB2019:00:00:00;40.00
4229;01JAN1996:00:00:00;B;01FEB2019:00:00:00;70.00
4230;01JAN1996:00:00:00;B;30JAN2012:00:00:00;150.00
4230;31JAN2012:00:00:00;B;01FEB2019:00:00:00;130.00
4232;01JAN1996:00:00:00;B;01FEB2019:00:00:00;40.00
4233;01JAN1996:00:00:00;B;01FEB2019:00:00:00;70.00
4234;13AUG1997:00:00:00;B;01FEB2019:00:00:00;150.00
4235;01JAN1996:00:00:00;B;13JUL2017:00:00:00;200.00
4236;01JAN1996:00:00:00;B;13JUL2017:00:00:00;250.00
4237;01JAN1996:00:00:00;B;13JUL2017:00:00:00;350.00
4238;01JAN1996:00:00:00;B;13JUL2017:00:00:00;200.00
4239;01JAN1996:00:00:00;B;13JUL2017:00:00:00;200.00
4240;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
4241;01JAN1996:00:00:00;B;18JAN2010:00:00:00;70.00
4241;19JAN2010:00:00:00;B;10FEB2011:00:00:00;50.00
4241;11FEB2011:00:00:00;B;31DEC9999:00:00:00;40.00
4242;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150.00
4243;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
4244;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70.00
4245;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150.00
4246;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
4247;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70.00
4248;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150.00
4250;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
4251;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70.00
4252;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150.00
4253;05AUG1997:00:00:00;B;31DEC9999:00:00:00;200.00
4254;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
4255;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150.00
4256;01JAN1996:00:00:00;B;31DEC9999:00:00:00;200.00
4257;01JAN1996:00:00:00;B;31DEC9999:00:00:00;250.00
4258;01DEC1998:00:00:00;B;31DEC9999:00:00:00;1200.00
4259;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
4260;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70.00
4261;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150.00
4262;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
4263;01JAN1996:00:00:00;B;31DEC9999:00:00:00;70.00
4264;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150.00
4265;01JAN1996:00:00:00;B;31DEC9999:00:00:00;150.00
4266;05AUG1997:00:00:00;B;31DEC9999:00:00:00;20.00
4267;05OCT1997:00:00:00;B;31DEC9999:00:00:00;70.00
4268;01JAN1996:00:00:00;B;31DEC9999:00:00:00;200.00
4270;12OCT1997:00:00:00;B;01FEB2019:00:00:00;600.00
4271;12OCT1997:00:00:00;B;31DEC9999:00:00:00;1200.00
4272;12OCT1997:00:00:00;B;31DEC9999:00:00:00;150.00
4273;27SEP2010:00:00:00;B;03SEP2014:00:00:00;50.00
4273;04SEP2014:00:00:00;B;03APR2016:00:00:00;50.00
4273;04APR2016:00:00:00;B;08AUG2017:00:00:00;50.00
4301;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90.00
4302;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90.00
4303;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120.00
4304;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90.00
4305;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120.00
4306;01JAN1996:00:00:00;B;31DEC9999:00:00:00;180.00
4307;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50.00
4308;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90.00
4309;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120.00
4310;01JAN1996:00:00:00;B;31DEC9999:00:00:00;180.00
4311;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50.00
4312;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50.00
4313;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90.00
4314;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90.00
4315;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120.00
4316;01JAN1996:00:00:00;B;31DEC9999:00:00:00;180.00
4317;01JAN1996:00:00:00;B;31DEC9999:00:00:00;30.00
4318;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50.00
4319;01JAN1996:00:00:00;B;31DEC9999:00:00:00;75.00
4321;01JAN1996:00:00:00;B;08MAY2019:00:00:00;90.00
4322;01JAN1996:00:00:00;B;09MAY2019:00:00:00;120.00
4323;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180.00
4324;01JAN1996:00:00:00;B;08MAY2019:00:00:00;80.00
4325;01JAN1996:00:00:00;B;09MAY2019:00:00:00;90.00
4326;01JAN1996:00:00:00;B;09MAY2019:00:00:00;120.00
4327;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180.00
4328;01JAN1996:00:00:00;B;08MAY2019:00:00:00;90.00
4329;01JAN1996:00:00:00;B;09MAY2019:00:00:00;90.00
4330;01JAN1996:00:00:00;B;09MAY2019:00:00:00;120.00
4331;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180.00
4332;01JAN1996:00:00:00;B;08MAY2019:00:00:00;90.00
4333;01JAN1996:00:00:00;B;09MAY2019:00:00:00;90.00
4334;01JAN1996:00:00:00;B;08MAY2019:00:00:00;120.00
4335;01JAN1996:00:00:00;B;09MAY2019:00:00:00;180.00
4336;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50.00
4337;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120.00
4338;01JAN1996:00:00:00;B;31DEC9999:00:00:00;90.00
4339;01JAN1996:00:00:00;B;31DEC9999:00:00:00;120.00
4340;01JAN1996:00:00:00;B;08MAY2019:00:00:00;90.00
4341;01JAN1996:00:00:00;B;09MAY2019:00:00:00;90.00
4342;01JAN1996:00:00:00;B;09MAY2019:00:00:00;120.00
4343;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180.00
4344;01JAN1996:00:00:00;B;08MAY2019:00:00:00;90.00
4345;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180.00
4347;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
4348;01DEC1998:00:00:00;B;31DEC9999:00:00:00;120.00
4349;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
4350;01DEC1998:00:00:00;B;31DEC9999:00:00:00;120.00
4351;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
4352;01DEC1998:00:00:00;B;31DEC9999:00:00:00;120.00
4353;01JAN1996:00:00:00;B;31DEC9999:00:00:00;50.00
4354;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
4355;01JAN1996:00:00:00;B;08MAY2019:00:00:00;50.00
4356;01JAN1996:00:00:00;B;09MAY2019:00:00:00;120.00
4357;01JAN1996:00:00:00;B;08MAY2019:00:00:00;180.00
4358;01JAN1996:00:00:00;B;08MAY2019:00:00:00;40.00
4359;01JAN1996:00:00:00;B;08MAY2019:00:00:00;120.00
4360;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
4361;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
4362;01JAN1996:00:00:00;B;31DEC9999:00:00:00;40.00
4504;13JUL2017:00:00:00;B;31DEC9999:00:00:00;150.00
4710;11NOV2007:00:00:00;B;10FEB2011:00:00:00;135.00
4710;11FEB2011:00:00:00;B;12APR2014:00:00:00;115.00
4710;13APR2014:00:00:00;B;31MAR2017:00:00:00;112.00
4710;01APR2017:00:00:00;B;01FEB2019:00:00:00;100.00
4711;11NOV2007:00:00:00;B;10FEB2011:00:00:00;205.00
4711;11FEB2011:00:00:00;B;31MAR2017:00:00:00;175.00
4711;01APR2017:00:00:00;B;13APR2018:00:00:00;170.00
4712;11NOV2007:00:00:00;B;10FEB2011:00:00:00;135.00
4712;11FEB2011:00:00:00;B;12APR2014:00:00:00;115.00
4712;13APR2014:00:00:00;B;31MAR2017:00:00:00;107.00
4712;01APR2017:00:00:00;B;31JAN2019:00:00:00;100.00
4713;12OCT1997:00:00:00;B;10FEB2011:00:00:00;140.00
4713;11FEB2011:00:00:00;B;12APR2014:00:00:00;120.00
4713;13APR2014:00:00:00;B;31MAR2017:00:00:00;110.00
4713;01APR2017:00:00:00;B;01FEB2019:00:00:00;100.00
4714;12OCT1997:00:00:00;B;10FEB2011:00:00:00;70.00
4714;11FEB2011:00:00:00;B;12APR2014:00:00:00;60.00
4714;13APR2014:00:00:00;B;31MAR2017:00:00:00;55.00
4714;01APR2017:00:00:00;B;31JAN2019:00:00:00;50.00
4715;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65.00
4715;11FEB2011:00:00:00;B;12APR2014:00:00:00;55.00
4715;13APR2014:00:00:00;B;31MAR2017:00:00:00;52.00
4715;01APR2017:00:00:00;B;31JAN2019:00:00:00;50.00
4716;12OCT1997:00:00:00;B;31DEC9999:00:00:00;40.00
4717;12OCT1997:00:00:00;B;31DEC9999:00:00:00;20.00
4718;04SEP2014:00:00:00;B;31DEC9999:00:00:00;40.00
5201;12JUL1999:00:00:00;B;03NOV2011:00:00:00;70.00
5201;04NOV2011:00:00:00;B;30JAN2012:00:00:00;70.00
5201;31JAN2012:00:00:00;B;13APR2018:00:00:00;65.00
5202;12JUL1999:00:00:00;B;03NOV2011:00:00:00;140.00
5202;04NOV2011:00:00:00;B;28JUN2018:00:00:00;140.00
5203;12JUL1999:00:00:00;B;03NOV2011:00:00:00;120.00
5203;04NOV2011:00:00:00;B;28JUN2018:00:00:00;120.00
5204;12JUL1999:00:00:00;B;03NOV2011:00:00:00;220.00
5204;04NOV2011:00:00:00;B;28JUN2018:00:00:00;220.00
5205;26FEB2000:00:00:00;B;03NOV2011:00:00:00;90.00
5205;04NOV2011:00:00:00;B;28JUN2018:00:00:00;90.00
5207;12JUL1999:00:00:00;B;31DEC9999:00:00:00;180.00
5209;12JUL1999:00:00:00;B;31DEC9999:00:00:00;100.00
5210;12JUL1999:00:00:00;B;10FEB2011:00:00:00;200.00
5210;11FEB2011:00:00:00;B;30JAN2012:00:00:00;180.00
5210;31JAN2012:00:00:00;B;31DEC9999:00:00:00;150.00
5213;12JUL1999:00:00:00;B;03NOV2011:00:00:00;100.00
5213;04NOV2011:00:00:00;B;28JUN2018:00:00:00;100.00
5214;12JUL1999:00:00:00;B;31DEC9999:00:00:00;110.00
5215;12JUL1999:00:00:00;B;31DEC9999:00:00:00;120.00
5216;01DEC1998:00:00:00;B;31DEC9999:00:00:00;150.00
5218;12JUL1999:00:00:00;B;31DEC9999:00:00:00;150.00
5219;29APR2007:00:00:00;B;30JAN2012:00:00:00;85.00
5219;31JAN2012:00:00:00;B;31DEC9999:00:00:00;80.00
5221;29APR2007:00:00:00;B;31DEC9999:00:00:00;120.00
5222;01DEC1998:00:00:00;B;31DEC9999:00:00:00;120.00
5223;12JUL1999:00:00:00;B;31DEC9999:00:00:00;100.00
5224;01DEC1998:00:00:00;B;31MAR2019:00:00:00;200.00
5225;12JUL1999:00:00:00;B;10FEB2011:00:00:00;180.00
5225;11FEB2011:00:00:00;B;30JAN2012:00:00:00;160.00
5225;31JAN2012:00:00:00;B;31DEC9999:00:00:00;150.00
5226;12JUL1999:00:00:00;B;31DEC9999:00:00:00;100.00
5229;12JUL1999:00:00:00;B;20SEP2019:00:00:00;10.00
5230;12JUL1999:00:00:00;B;31DEC9999:00:00:00;200.00
5231;12JUL1999:00:00:00;B;31DEC9999:00:00:00;200.00
5233;01MAR2002:00:00:00;B;31DEC9999:00:00:00;20.00
5234;01MAR2002:00:00:00;B;18JAN2010:00:00:00;60.00
5234;19JAN2010:00:00:00;B;10FEB2011:00:00:00;50.00
5234;11FEB2011:00:00:00;B;31DEC9999:00:00:00;45.00
5235;26FEB2000:00:00:00;B;18JAN2010:00:00:00;100.00
5235;19JAN2010:00:00:00;B;31DEC9999:00:00:00;90.00
5249;12OCT1997:00:00:00;B;31DEC9999:00:00:00;40.00
5253;12OCT1997:00:00:00;B;28JUN2018:00:00:00;40.00
5254;12OCT1997:00:00:00;B;04NOV2011:00:00:00;30.00
5255;12OCT1997:00:00:00;B;04NOV2011:00:00:00;90.00
5256;12OCT1997:00:00:00;B;04NOV2011:00:00:00;60.00
5257;12OCT1997:00:00:00;B;03NOV2011:00:00:00;100.00
5257;04NOV2011:00:00:00;B;29JUN2018:00:00:00;85.00
5258;15MAR2011:00:00:00;B;31DEC9999:00:00:00;140.00
5259;04SEP2014:00:00:00;B;03APR2016:00:00:00;180.00
5259;04APR2016:00:00:00;B;08AUG2017:00:00:00;180.00
5260;04SEP2014:00:00:00;B;03APR2016:00:00:00;180.00
5260;04APR2016:00:00:00;B;08AUG2017:00:00:00;180.00
5261;10MAR2014:00:00:00;B;03SEP2014:00:00:00;250.00
5261;04SEP2014:00:00:00;B;03APR2016:00:00:00;250.00
5261;04APR2016:00:00:00;B;08AUG2017:00:00:00;250.00
5262;04SEP2014:00:00:00;B;31DEC9999:00:00:00;100.00
5263;04APR2016:00:00:00;B;08AUG2017:00:00:00;180.00
5264;04APR2016:00:00:00;B;08AUG2017:00:00:00;180.00
5265;04APR2016:00:00:00;B;08AUG2017:00:00:00;320.00
5278;12OCT1997:00:00:00;B;31DEC9999:00:00:00;50.00
5279;12OCT1997:00:00:00;B;31DEC9999:00:00:00;70.00
5280;12OCT1997:00:00:00;B;31DEC9999:00:00:00;50.00
5284;12OCT1997:00:00:00;B;31DEC9999:00:00:00;150.00
5290;12OCT1997:00:00:00;B;31DEC9999:00:00:00;50.00
5291;26FEB2000:00:00:00;B;14MAR2011:00:00:00;60.00
5291;15MAR2011:00:00:00;B;28JUN2018:00:00:00;60.00
5292;12OCT1997:00:00:00;B;20SEP2019:00:00:00;60.00
5293;12OCT1997:00:00:00;B;31DEC9999:00:00:00;70.00
5294;12OCT1997:00:00:00;B;31DEC9999:00:00:00;70.00
6301;01JAN1996:00:00:00;B;31DEC9999:00:00:00;68.00
6307;01JAN1996:00:00:00;B;31DEC9999:00:00:00;75.00
6312;01JAN1996:00:00:00;B;31DEC9999:00:00:00;75.00
6319;01JAN1996:00:00:00;B;31DEC9999:00:00:00;113.00
6321;01JAN1996:00:00:00;B;09MAY2019:00:00:00;68.00
6324;01JAN1996:00:00:00;B;09MAY2019:00:00:00;60.00
6328;01JAN1996:00:00:00;B;08MAY2019:00:00:00;68.00
6332;01JAN1996:00:00:00;B;09MAY2019:00:00:00;68.00
6340;01JAN1996:00:00:00;B;08MAY2019:00:00:00;68.00
6344;01JAN1996:00:00:00;B;09MAY2019:00:00:00;68.00
6347;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60.00
6349;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60.00
6351;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60.00
6355;01JAN1996:00:00:00;B;09MAY2019:00:00:00;75.00
6358;01JAN1996:00:00:00;B;09MAY2019:00:00:00;60.00
6360;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60.00
6361;01JAN1996:00:00:00;B;31DEC9999:00:00:00;60.00
7301;28JAN2004:00:00:00;B;18JAN2010:00:00:00;110.00
7301;19JAN2010:00:00:00;B;19APR2016:00:00:00;100.00
7301;20APR2016:00:00:00;B;31MAR2017:00:00:00;98.00
7301;01APR2017:00:00:00;B;13APR2018:00:00:00;90.00
7302;28JAN2004:00:00:00;B;18JAN2010:00:00:00;110.00
7302;19JAN2010:00:00:00;B;31DEC9999:00:00:00;100.00
7305;28JAN2004:00:00:00;B;18JAN2010:00:00:00;110.00
7305;19JAN2010:00:00:00;B;19APR2016:00:00:00;100.00
7305;20APR2016:00:00:00;B;31MAR2017:00:00:00;97.00
7305;01APR2017:00:00:00;B;13APR2018:00:00:00;90.00
7307;28JAN2004:00:00:00;B;18JAN2010:00:00:00;110.00
7307;19JAN2010:00:00:00;B;10FEB2011:00:00:00;100.00
7307;11FEB2011:00:00:00;B;30JAN2012:00:00:00;90.00
7307;31JAN2012:00:00:00;B;13APR2018:00:00:00;80.00
7308;28JAN2004:00:00:00;B;18JAN2010:00:00:00;110.00
7308;19JAN2010:00:00:00;B;10FEB2011:00:00:00;90.00
7308;11FEB2011:00:00:00;B;17JUN2011:00:00:00;75.00
7308;18JUN2011:00:00:00;B;31DEC9999:00:00:00;75.00
7309;28JAN2004:00:00:00;B;07FEB2009:00:00:00;110.00
7309;08FEB2009:00:00:00;B;18JAN2010:00:00:00;100.00
7309;19JAN2010:00:00:00;B;31DEC9999:00:00:00;90.00
7310;11NOV2007:00:00:00;B;07FEB2009:00:00:00;80.00
7310;08FEB2009:00:00:00;B;30JAN2012:00:00:00;75.00
7310;31JAN2012:00:00:00;B;31MAR2019:00:00:00;70.00
7311;28JAN2004:00:00:00;B;13JUL2017:00:00:00;70.00
7317;30DEC2004:00:00:00;B;26NOV2009:00:00:00;90.00
7317;27NOV2009:00:00:00;B;18JAN2010:00:00:00;90.00
7317;19JAN2010:00:00:00;B;31DEC9999:00:00:00;75.00
7318;04JUL2006:00:00:00;B;18JAN2010:00:00:00;60.00
7318;19JAN2010:00:00:00;B;10FEB2011:00:00:00;55.00
7318;11FEB2011:00:00:00;B;16APR2013:00:00:00;50.00
7318;17APR2013:00:00:00;B;12APR2014:00:00:00;45.00
7318;13APR2014:00:00:00;B;31MAR2017:00:00:00;41.00
7318;01APR2017:00:00:00;B;31MAR2019:00:00:00;40.00
7320;04JUL2006:00:00:00;B;18JAN2010:00:00:00;120.00
7320;19JAN2010:00:00:00;B;16APR2013:00:00:00;95.00
7320;17APR2013:00:00:00;B;31MAR2017:00:00:00;70.00
7320;01APR2017:00:00:00;B;13APR2018:00:00:00;65.00
7321;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65.00
7321;11FEB2011:00:00:00;B;07APR2021:00:00:00;55.00
7323;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65.00
7323;11FEB2011:00:00:00;B;13APR2018:00:00:00;60.00
7325;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65.00
7325;11FEB2011:00:00:00;B;13APR2018:00:00:00;60.00
7327;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65.00
7327;11FEB2011:00:00:00;B;31MAR2017:00:00:00;55.00
7327;01APR2017:00:00:00;B;31MAR2019:00:00:00;50.00
7335;11NOV2007:00:00:00;B;10FEB2011:00:00:00;65.00
7335;11FEB2011:00:00:00;B;31MAR2017:00:00:00;65.00
7335;01APR2017:00:00:00;B;13APR2018:00:00:00;65.00
7401;11NOV2007:00:00:00;B;10FEB2011:00:00:00;30.00
7401;11FEB2011:00:00:00;B;31DEC9999:00:00:00;25.00
7402;11NOV2007:00:00:00;B;07FEB2009:00:00:00;45.00
7402;08FEB2009:00:00:00;B;26NOV2009:00:00:00;40.00
7402;27NOV2009:00:00:00;B;30JAN2012:00:00:00;40.00
7402;31JAN2012:00:00:00;B;31MAR2019:00:00:00;30.00
7414;28JAN2004:00:00:00;B;07FEB2009:00:00:00;120.00
7414;08FEB2009:00:00:00;B;18JAN2010:00:00:00;110.00
7414;19JAN2010:00:00:00;B;12APR2014:00:00:00;90.00
7414;13APR2014:00:00:00;B;19APR2016:00:00:00;85.00
7414;20APR2016:00:00:00;B;31DEC9999:00:00:00;80.00
7415;28JAN2004:00:00:00;B;18JAN2010:00:00:00;120.00
7415;19JAN2010:00:00:00;B;31DEC9999:00:00:00;90.00
7420;28JAN2004:00:00:00;B;07FEB2009:00:00:00;110.00
7420;08FEB2009:00:00:00;B;13APR2018:00:00:00;100.00
7422;28JAN2004:00:00:00;B;07APR2021:00:00:00;70.00
7423;28JAN2004:00:00:00;B;18JAN2010:00:00:00;100.00
7423;19JAN2010:00:00:00;B;31DEC9999:00:00:00;90.00
7890;28JAN2004:00:00:00;B;31DEC9999:00:00:00;120.00
8000;30APR2007:00:00:00;B;12JUL2017:00:00:00;180.00
8000;13JUL2017:00:00:00;B;31DEC9999:00:00:00;180.00
9001;14MAR2001:00:00:00;B;07FEB2009:00:00:00;20.00
9001;08FEB2009:00:00:00;B;12APR2014:00:00:00;25.00
9001;13APR2014:00:00:00;B;31DEC9999:00:00:00;26.00
9004;14MAR2001:00:00:00;B;07FEB2009:00:00:00;20.00
9004;08FEB2009:00:00:00;B;12APR2014:00:00:00;25.00
9004;13APR2014:00:00:00;B;31DEC9999:00:00:00;26.00
9005;08FEB2009:00:00:00;B;18JAN2010:00:00:00;3.00
9005;19JAN2010:00:00:00;B;10FEB2011:00:00:00;7.00
9005;11FEB2011:00:00:00;B;30JAN2012:00:00:00;12.00
9005;31JAN2012:00:00:00;B;16APR2013:00:00:00;13.00
9005;17APR2013:00:00:00;B;09JUL2013:00:00:00;14.00
9005;10JUL2013:00:00:00;B;12APR2014:00:00:00;14.00
9005;13APR2014:00:00:00;B;19APR2016:00:00:00;15.00
9005;20APR2016:00:00:00;B;31MAR2019:00:00:00;16.00
9105;11NOV2007:00:00:00;B;13APR2018:00:00:00;5.00
9106;03AUG2002:00:00:00;B;31MAR2017:00:00:00;5.00
9106;01APR2017:00:00:00;B;13APR2018:00:00:00;8.00
9107;03AUG2002:00:00:00;B;10FEB2011:00:00:00;5.00
9107;11FEB2011:00:00:00;B;12APR2014:00:00:00;7.00
9107;13APR2014:00:00:00;B;31DEC9999:00:00:00;8.00
9905;10AUG1997:00:00:00;B;18JAN2010:00:00:00;5.00
9905;19JAN2010:00:00:00;B;31DEC9999:00:00:00;5.00
9910;10AUG1997:00:00:00;B;18JAN2010:00:00:00;10.00
9910;19JAN2010:00:00:00;B;31DEC9999:00:00:00;10.00
9914;01APR2017:00:00:00;B;31DEC9999:00:00:00;14.00
9915;10AUG1997:00:00:00;B;18JAN2010:00:00:00;15.00
9915;19JAN2010:00:00:00;B;31DEC9999:00:00:00;15.00
9916;19JAN2010:00:00:00;B;31DEC9999:00:00:00;1.00
9917;19JAN2010:00:00:00;B;31DEC9999:00:00:00;2.00
