GHS_NUM;GHM_NUM;GHS_SEU_BAS;GHS_SEU_HAU;GHS_PRI;EXH_PRI;EHB_FOR;EHB_PRI;GHS_COE_MED;GHS_COE_DMI
0457;02C123;0;0;9112.03;0.00;0.00;0.00;;
0458;02C124;0;0;11887.47;0.00;0.00;0.00;;
0459;02C12J;0;0;1893.31;0.00;0.00;0.00;;
0460;02C091;2;8;2956.66;282.23;0.00;213.93;;
0461;02C092;0;21;4085.90;231.51;0.00;0.00;;
0462;02C093;0;0;6632.42;0.00;0.00;0.00;;
0463;02C094;0;0;11415.91;0.00;0.00;0.00;;
0464;02C09J;0;0;2528.80;0.00;0.00;0.00;;
0506;02M021;0;4;976.07;163.63;0.00;0.00;;
0507;02M022;0;15;2775.99;356.20;0.00;0.00;;
0508;02M023;0;21;5076.50;330.68;0.00;0.00;;
0509;02M024;0;0;6999.52;0.00;0.00;0.00;;
0510;02M031;2;10;1955.01;145.83;0.00;670.57;;
0511;02M032;4;20;3426.86;144.60;1471.85;0.00;;
0512;02M033;6;31;5017.44;300.32;1590.57;0.00;;
0513;02M034;0;0;8103.06;0.00;0.00;0.00;;
0514;02M041;0;8;1474.50;146.62;0.00;0.00;;
0515;02M042;0;17;2869.83;138.20;0.00;0.00;;
0516;02M043;0;26;4113.64;287.37;0.00;0.00;;
0517;02M044;0;0;6786.79;0.00;0.00;0.00;;
0518;02M04T;0;0;546.34;0.00;0.00;0.00;;
0519;02M051;0;4;1069.98;136.26;0.00;0.00;;
0520;02M052;0;14;2432.58;308.41;0.00;0.00;;
0521;02M053;0;0;3562.02;0.00;0.00;0.00;;
0522;02M054;0;0;5752.72;0.00;0.00;0.00;;
0523;02M05T;0;0;651.19;0.00;0.00;0.00;;
0524;02M071;2;10;1867.99;114.15;0.00;684.31;;
0525;02M072;4;20;3259.15;96.31;1391.15;0.00;;
0526;02M073;0;34;4607.50;248.83;0.00;0.00;;
0527;02M074;0;0;7707.47;0.00;0.00;0.00;;
0528;02M07T;0;0;499.37;0.00;0.00;0.00;;
0529;02M081;0;6;1277.23;141.26;0.00;0.00;;
0530;02M082;0;19;3359.98;118.86;0.00;0.00;;
0531;02M083;0;30;4667.49;285.96;0.00;0.00;;
0532;02M084;0;0;7944.43;0.00;0.00;0.00;;
0533;02M08T;0;0;430.48;0.00;0.00;0.00;;
0534;02M09Z;0;0;647.28;0.00;0.00;0.00;;
0535;02M10Z;0;22;2659.13;219.35;0.00;0.00;;
0536;02M10T;0;0;543.08;0.00;0.00;0.00;;
0624;03C051;0;11;4090.99;634.61;0.00;0.00;;
0625;03C052;0;13;8536.87;1222.27;0.00;0.00;;
0626;03C053;0;0;12776.67;0.00;0.00;0.00;;
0627;03C054;0;0;16246.99;0.00;0.00;0.00;;
0628;03C061;0;6;2091.46;254.18;0.00;0.00;;
0629;03C062;0;17;4887.39;520.79;0.00;0.00;;
0630;03C063;0;0;11696.57;0.00;0.00;0.00;;
0631;03C064;0;0;21428.47;0.00;0.00;0.00;;
0632;03C06J;0;0;1568.60;0.00;0.00;0.00;;
0633;03C071;0;5;1894.04;186.57;0.00;0.00;;
0634;03C072;0;15;3759.70;203.60;0.00;0.00;;
0635;03C073;0;37;8238.79;274.85;0.00;0.00;;
0636;03C074;7;67;16484.22;457.64;8245.43;0.00;;
0637;03C07J;0;0;1420.53;0.00;0.00;0.00;;
0638;03C091;0;5;1614.46;473.53;0.00;0.00;;
0639;03C092;0;11;4455.65;735.35;0.00;0.00;;
0640;03C093;0;0;10663.34;0.00;0.00;0.00;;
0641;03C094;0;0;19535.57;0.00;0.00;0.00;;
0642;03C09J;0;0;1614.46;0.00;0.00;0.00;;
0643;03C101;0;0;692.73;0.00;0.00;0.00;;
0644;03C102;0;12;2978.77;441.29;0.00;0.00;;
0645;03C103;0;0;7128.86;0.00;0.00;0.00;;
0646;03C104;0;0;13060.28;0.00;0.00;0.00;;
0647;03C111;0;5;1141.78;237.77;0.00;0.00;;
0648;03C112;0;12;3054.73;475.83;0.00;0.00;;
0649;03C113;0;0;7310.65;0.00;0.00;0.00;;
0650;03C114;0;0;13393.33;0.00;0.00;0.00;;
0651;03C121;0;4;1169.60;155.00;0.00;0.00;;
0652;03C122;0;15;3156.34;390.60;0.00;0.00;;
0653;03C123;0;0;7553.83;0.00;0.00;0.00;;
0654;03C124;0;0;13838.84;0.00;0.00;0.00;;
0655;03C131;2;6;1689.46;410.48;0.00;262.14;;
0656;03C132;0;12;4295.64;671.19;0.00;0.00;;
0657;03C133;0;0;10280.41;0.00;0.00;0.00;;
0658;03C134;0;0;18834.04;0.00;0.00;0.00;;
0659;03C141;0;0;623.78;0.00;0.00;0.00;;
0660;03C142;0;0;3001.83;0.00;0.00;0.00;;
0661;03C143;0;0;7184.04;0.00;0.00;0.00;;
0662;03C144;0;0;13161.35;0.00;0.00;0.00;;
0663;03C14J;0;0;623.78;0.00;0.00;0.00;;
0664;03C151;0;5;628.19;410.48;0.00;0.00;;
0665;03C152;0;0;2727.66;0.00;0.00;0.00;;
0666;03C153;0;0;6527.89;0.00;0.00;0.00;;
0667;03C154;0;0;11959.28;0.00;0.00;0.00;;
0668;03C15J;0;0;628.19;0.00;0.00;0.00;;
0669;03C161;2;7;2314.55;202.55;0.00;606.27;;
0670;03C162;0;23;5555.28;253.19;0.00;0.00;;
0671;03C163;0;44;10872.27;405.25;0.00;0.00;;
0672;03C164;12;69;21003.43;564.41;10131.16;0.00;;
0673;03C16J;0;0;1102.01;0.00;0.00;0.00;;
0674;03C171;0;5;1470.33;157.15;0.00;0.00;;
0675;03C172;0;17;3356.10;368.99;0.00;0.00;;
0676;03C173;5;27;8813.37;607.49;5457.26;0.00;;
0677;03C174;0;0;16146.34;0.00;0.00;0.00;;
0678;03C17J;0;0;1102.75;0.00;0.00;0.00;;
0679;03C181;0;7;5209.96;271.39;0.00;0.00;;
0680;03C182;0;10;6024.14;1106.78;0.00;0.00;;
0681;03C183;0;0;14719.89;0.00;0.00;0.00;;
0682;03C184;0;0;26967.29;0.00;0.00;0.00;;
0683;03C191;0;9;3876.22;374.27;0.00;0.00;;
0684;03C192;4;24;9490.20;721.17;5613.98;0.00;;
0685;03C193;0;0;23660.63;0.00;0.00;0.00;;
0686;03C194;0;0;43346.97;0.00;0.00;0.00;;
0687;03C201;0;5;2074.91;336.50;0.00;0.00;;
0688;03C202;0;11;4093.91;666.61;0.00;0.00;;
0689;03C203;0;0;12873.68;0.00;0.00;0.00;;
0690;03C204;0;0;23584.98;0.00;0.00;0.00;;
0691;03C20J;0;0;1556.19;0.00;0.00;0.00;;
0692;03C211;0;3;1446.69;737.94;0.00;0.00;;
0693;03C212;0;0;3767.00;0.00;0.00;0.00;;
0694;03C213;0;0;9015.26;0.00;0.00;0.00;;
0695;03C214;0;0;16516.22;0.00;0.00;0.00;;
0696;03C21J;0;0;1446.69;0.00;0.00;0.00;;
0698;03C241;2;8;2994.71;127.45;0.00;970.77;;
0699;03C242;0;14;4229.08;491.00;0.00;0.00;;
0700;03C243;0;26;10121.11;722.93;0.00;0.00;;
0701;03C244;0;0;18542.17;0.00;0.00;0.00;;
0702;03C24J;0;0;1053.17;0.00;0.00;0.00;;
0703;03C251;8;42;11528.10;208.20;0.00;1124.51;;
0704;03C252;9;56;14442.93;258.43;2914.83;0.00;;
0705;03C253;9;74;20071.95;197.36;5629.01;0.00;;
0706;03C254;11;90;23229.64;483.52;3157.69;0.00;;
0707;03C261;4;17;5458.48;214.66;0.00;935.46;;
0708;03C262;6;32;8678.38;324.03;3219.90;0.00;;
0709;03C263;8;47;13538.79;532.70;4860.41;0.00;;
0710;03C264;11;62;26135.34;778.07;12596.55;0.00;;
0711;03C05T;0;0;2280.02;0.00;0.00;0.00;;
0712;03C19J;0;0;3876.22;0.00;0.00;0.00;;
0713;03C27J;0;0;692.73;0.00;0.00;0.00;;
0714;03C28J;0;0;508.78;0.00;0.00;0.00;;
0815;03K021;0;3;923.30;268.32;0.00;0.00;;
0816;03K022;0;14;3874.85;491.54;0.00;0.00;;
0817;03K023;0;0;7552.12;0.00;0.00;0.00;;
0818;03K024;0;0;10321.19;0.00;0.00;0.00;;
0819;03K02J;0;0;923.30;0.00;0.00;0.00;;
0820;03K03J;0;0;688.45;0.00;0.00;0.00;;
0821;03K04J;0;0;519.56;0.00;0.00;0.00;;
0822;03M021;0;3;817.61;92.88;0.00;0.00;;
0823;03M022;0;14;1839.26;130.85;0.00;0.00;;
0824;03M023;0;21;2756.78;236.44;0.00;0.00;;
0825;03M024;0;0;5244.84;0.00;0.00;0.00;;
0826;03M031;0;6;1416.94;199.20;0.00;0.00;;
0827;03M032;0;10;2275.67;188.87;0.00;0.00;;
0828;03M033;0;16;3408.93;395.33;0.00;0.00;;
0829;03M034;0;0;6489.30;0.00;0.00;0.00;;
0830;03M041;0;7;1327.14;121.20;0.00;0.00;;
0831;03M042;0;15;2623.30;112.84;0.00;0.00;;
0832;03M043;0;24;3689.02;111.16;0.00;0.00;;
0833;03M044;9;54;7023.89;240.16;3334.87;0.00;;
0834;03M051;0;8;1504.29;105.24;0.00;0.00;;
0835;03M052;0;15;2252.83;103.75;0.00;0.00;;
0836;03M053;0;23;3082.80;247.35;0.00;0.00;;
0837;03M054;0;0;5868.25;0.00;0.00;0.00;;
0838;03M061;0;8;1534.59;134.65;0.00;0.00;;
0839;03M062;0;14;2372.99;131.26;0.00;0.00;;
0840;03M063;0;23;3554.33;278.65;0.00;0.00;;
0841;03M064;0;0;6766.08;0.00;0.00;0.00;;
0842;03M071;0;5;1419.02;159.56;0.00;0.00;;
0843;03M072;0;24;4581.48;152.29;0.00;0.00;;
0844;03M073;0;42;7322.64;203.79;0.00;0.00;;
0845;03M074;6;56;10175.64;339.61;2852.99;0.00;;
0846;03M07T;0;0;707.16;0.00;0.00;0.00;;
0847;03M081;0;6;1356.73;122.69;0.00;0.00;;
0848;03M082;0;17;2841.98;198.11;0.00;0.00;;
0849;03M083;0;28;6329.22;135.82;0.00;0.00;;
0850;03M084;0;49;9181.31;345.32;0.00;0.00;;
0851;03M091;0;7;1509.38;131.55;0.00;0.00;;
0852;03M092;0;19;3466.02;107.92;0.00;0.00;;
0853;03M093;0;35;5192.83;260.63;0.00;0.00;;
0854;03M094;0;53;9884.11;345.02;0.00;0.00;;
0855;03M09T;0;0;643.93;0.00;0.00;0.00;;
0856;03M101;0;5;1233.09;125.57;0.00;0.00;;
0857;03M102;0;16;2620.48;125.01;0.00;0.00;;
0858;03M103;0;27;3995.55;269.21;0.00;0.00;;
0859;03M104;0;0;7606.02;0.00;0.00;0.00;;
0860;03M111;0;4;1076.79;125.99;0.00;0.00;;
0861;03M112;0;18;2922.70;188.26;0.00;0.00;;
0862;03M113;0;32;5558.41;324.59;0.00;0.00;;
0863;03M114;0;47;10578.01;416.56;0.00;0.00;;
0864;03M121;2;8;1975.50;411.42;0.00;688.46;;
0865;03M122;0;14;4444.02;584.82;0.00;0.00;;
0866;03M123;0;0;6657.09;0.00;0.00;0.00;;
0867;03M124;0;0;12672.58;0.00;0.00;0.00;;
0868;03M131;2;6;1289.82;179.90;0.00;355.93;;
0869;03M132;0;14;2813.92;170.47;0.00;0.00;;
0870;03M133;0;23;4348.12;345.13;0.00;0.00;;
0871;03M134;0;0;8274.02;0.00;0.00;0.00;;
0872;03M14Z;0;0;959.57;0.00;0.00;0.00;;
0873;03M15Z;0;12;2076.52;318.28;0.00;0.00;;
0874;03M02T;0;0;498.05;0.00;0.00;0.00;;
0875;03M03T;0;0;668.64;0.00;0.00;0.00;;
0876;03M04T;0;0;576.07;0.00;0.00;0.00;;
0877;03M05T;0;0;597.12;0.00;0.00;0.00;;
0878;03M06T;0;0;563.17;0.00;0.00;0.00;;
0879;03M08T;0;0;611.95;0.00;0.00;0.00;;
0880;03M10T;0;0;915.34;0.00;0.00;0.00;;
0881;03M11T;0;0;596.14;0.00;0.00;0.00;;
0882;03M15T;0;0;590.13;0.00;0.00;0.00;;
1005;04C021;4;21;7033.78;184.04;0.00;1112.23;;
1006;04C022;6;32;9455.80;177.83;2422.02;0.00;;
1007;04C023;6;50;13747.57;154.12;4291.77;0.00;;
1008;04C024;11;96;20836.96;406.46;7089.39;0.00;;
1009;04C031;0;7;2300.96;157.82;0.00;0.00;;
1010;04C032;4;38;8814.45;139.40;6513.49;0.00;;
1011;04C033;8;71;16212.24;88.54;7397.79;0.00;;
1012;04C034;21;126;21082.00;312.33;4869.76;0.00;;
1013;04C041;4;19;4710.63;154.48;0.00;781.74;;
1014;04C042;6;32;6718.83;222.79;2008.20;0.00;;
1015;04C043;6;51;11548.04;200.70;4829.22;0.00;;
1016;04C044;9;78;16967.05;407.39;5419.01;0.00;;
1129;04K02J;0;0;720.80;0.00;0.00;0.00;;
1130;04M021;0;7;1672.54;273.96;0.00;0.00;;
1131;04M022;0;12;3042.35;294.87;0.00;0.00;;
1132;04M023;0;18;4811.59;474.88;0.00;0.00;;
1133;04M024;0;24;8120.33;629.33;0.00;0.00;;
1134;04M031;0;10;1551.34;126.75;0.00;0.00;;
1135;04M032;0;19;2850.42;105.63;0.00;0.00;;
1136;04M033;5;26;3589.34;125.99;738.92;0.00;;
1137;04M034;0;39;5227.08;246.27;0.00;0.00;;
1138;04M041;2;6;1613.40;199.39;0.00;605.03;;
1139;04M042;0;15;3538.48;183.06;0.00;0.00;;
1140;04M043;0;23;5004.63;294.89;0.00;0.00;;
1141;04M044;0;35;8541.66;449.15;0.00;0.00;;
1142;04M051;0;11;1932.03;127.87;0.00;0.00;;
1143;04M052;0;21;3211.21;132.22;0.00;0.00;;
1144;04M053;5;31;4534.72;147.68;1323.52;0.00;;
1145;04M054;0;46;6800.96;272.18;0.00;0.00;;
1146;04M061;0;15;3067.00;202.71;0.00;0.00;;
1147;04M062;0;24;6015.11;100.56;0.00;0.00;;
1148;04M063;6;35;7121.32;375.64;1106.21;0.00;;
1149;04M064;0;0;12018.89;0.00;0.00;0.00;;
1150;04M06T;0;0;620.04;0.00;0.00;0.00;;
1151;04M071;0;19;3047.88;148.06;0.00;0.00;;
1152;04M072;4;32;4973.36;154.37;1925.48;0.00;;
1153;04M073;5;40;6492.52;135.40;1519.16;0.00;;
1154;04M074;9;55;8536.31;285.91;2043.79;0.00;;
1155;04M07T;0;0;616.91;0.00;0.00;0.00;;
1156;04M081;0;8;1361.89;122.72;0.00;0.00;;
1157;04M082;0;26;3627.45;118.38;0.00;0.00;;
1158;04M083;0;39;5166.34;173.91;0.00;0.00;;
1159;04M084;6;65;9687.91;278.09;4521.57;0.00;;
1160;04M08T;0;0;785.41;0.00;0.00;0.00;;
1161;04M091;0;13;2423.14;142.47;0.00;0.00;;
1162;04M092;4;33;5272.57;161.73;2849.43;0.00;;
1163;04M093;5;44;7051.63;205.04;1779.06;0.00;;
1164;04M094;10;58;9922.20;316.17;2870.57;0.00;;
1165;04M09T;0;0;641.34;0.00;0.00;0.00;;
1166;04M101;4;20;3027.83;111.54;0.00;539.86;;
1167;04M102;5;27;3808.60;186.75;780.77;0.00;;
1168;04M103;6;34;5276.65;172.14;1468.05;0.00;;
1169;04M104;8;45;7170.17;296.33;1893.52;0.00;;
1170;04M10T;0;0;868.39;0.00;0.00;0.00;;
1171;04M111;0;3;889.39;132.81;0.00;0.00;;
1172;04M112;0;19;3014.35;174.00;0.00;0.00;;
1173;04M113;0;32;5322.11;172.01;0.00;0.00;;
1174;04M114;0;55;9278.33;315.75;0.00;0.00;;
1175;04M121;0;11;1867.90;141.94;0.00;0.00;;
1176;04M122;0;19;3167.17;125.57;0.00;0.00;;
1177;04M123;5;29;4422.87;166.34;1255.70;0.00;;
1178;04M124;0;47;7417.02;290.59;0.00;0.00;;
1179;04M12T;0;0;613.62;0.00;0.00;0.00;;
1180;04M131;0;7;1469.04;135.35;0.00;0.00;;
1181;04M132;0;27;4177.44;152.87;0.00;0.00;;
1182;04M133;0;37;6325.24;133.63;0.00;0.00;;
1183;04M134;7;69;10622.01;284.85;4296.77;0.00;;
1184;04M13T;0;0;766.55;0.00;0.00;0.00;;
1185;04M141;2;8;1642.74;146.27;0.00;547.07;;
1186;04M142;0;24;3983.08;148.22;0.00;0.00;;
1187;04M143;0;36;5761.71;282.93;0.00;0.00;;
1188;04M144;8;48;9156.84;357.13;3395.12;0.00;;
1189;04M14T;0;0;548.60;0.00;0.00;0.00;;
1190;04M151;0;7;1486.57;112.21;0.00;0.00;;
1191;04M152;0;22;3230.49;110.61;0.00;0.00;;
1192;04M153;0;35;4822.32;104.45;0.00;0.00;;
1193;04M154;6;60;7433.46;230.02;2611.14;0.00;;
1194;04M15T;0;0;679.67;0.00;0.00;0.00;;
1195;04M161;0;12;2037.24;97.39;0.00;0.00;;
1196;04M162;0;17;2524.17;130.60;0.00;0.00;;
1197;04M163;0;27;4003.09;123.10;0.00;0.00;;
1198;04M164;0;50;6834.02;255.49;0.00;0.00;;
1199;04M16T;0;0;794.11;0.00;0.00;0.00;;
1200;04M171;0;7;1416.96;120.82;0.00;0.00;;
1201;04M172;0;23;3421.98;122.20;0.00;0.00;;
1202;04M173;6;32;4985.65;100.98;1563.67;0.00;;
1203;04M174;0;44;6200.01;263.39;0.00;0.00;;
1204;04M17T;0;0;541.44;0.00;0.00;0.00;;
1205;04M181;0;11;2368.59;116.06;0.00;0.00;;
1206;04M182;0;15;2832.80;223.22;0.00;0.00;;
1207;04M183;0;17;3334.24;217.72;0.00;0.00;;
1208;04M184;0;27;5511.45;376.98;0.00;0.00;;
1209;04M191;5;25;3798.07;144.34;0.00;663.73;;
1210;04M192;6;48;7407.01;131.21;3608.94;0.00;;
1211;04M193;12;70;10293.72;275.56;2886.71;0.00;;
1212;04M194;13;75;17574.18;435.41;7280.46;0.00;;
1213;04M19T;0;0;479.42;0.00;0.00;0.00;;
1214;04M201;3;14;2261.71;114.85;0.00;561.02;;
1215;04M202;5;26;3639.87;178.11;1378.16;0.00;;
1216;04M203;6;34;5181.68;167.48;1541.81;0.00;;
1217;04M204;8;45;7024.01;286.80;1842.33;0.00;;
1218;04M20T;0;0;578.65;0.00;0.00;0.00;;
1219;04M211;0;0;819.72;0.00;0.00;0.00;;
1220;04M212;0;18;1738.13;178.12;0.00;0.00;;
1221;04M213;0;0;2279.20;0.00;0.00;0.00;;
1222;04M214;0;0;3891.32;0.00;0.00;0.00;;
1223;04M22Z;0;0;690.27;0.00;0.00;0.00;;
1224;04M23T;0;0;488.42;0.00;0.00;0.00;;
1225;04M23Z;0;11;1875.12;294.84;0.00;0.00;;
1226;04M24E;0;0;819.96;0.00;0.00;0.00;;
1227;04M251;0;7;1643.93;157.41;0.00;0.00;;
1228;04M252;0;14;2745.83;167.63;0.00;0.00;;
1229;04M253;0;24;4422.15;335.91;0.00;0.00;;
1230;04M254;0;0;8259.54;0.00;0.00;0.00;;
1231;04M25T;0;0;667.46;0.00;0.00;0.00;;
1232;04M261;0;11;2390.17;179.29;0.00;0.00;;
1233;04M262;0;20;4472.89;140.20;0.00;0.00;;
1234;04M263;6;32;6155.34;343.23;1682.45;0.00;;
1235;04M264;0;37;7871.51;397.90;0.00;0.00;;
1236;04M26T;0;0;747.59;0.00;0.00;0.00;;
1237;04M02T;0;0;632.28;0.00;0.00;0.00;;
1238;04M03T;0;0;588.27;0.00;0.00;0.00;;
1239;04M05T;0;0;647.64;0.00;0.00;0.00;;
1240;04M18T;0;0;873.78;0.00;0.00;0.00;;
1241;04M271;0;13;1230.68;66.48;0.00;0.00;;
1242;04M272;0;34;2627.09;66.47;0.00;0.00;;
1243;04M273;0;56;4089.48;67.54;0.00;0.00;;
1244;04M274;8;73;5237.73;133.63;1148.25;0.00;;
1430;05C021;6;32;15964.76;175.91;0.00;1621.37;;
1431;05C022;6;44;19221.82;153.44;3257.06;0.00;;
1432;05C023;10;60;23301.12;107.02;4079.29;0.00;;
1433;05C024;12;95;27048.90;473.92;3747.78;0.00;;
1434;05C031;5;27;13786.41;194.01;0.00;1603.70;;
1435;05C032;6;33;16458.67;158.94;2672.26;0.00;;
1436;05C033;8;44;19506.12;118.35;3047.45;0.00;;
1437;05C034;9;76;23293.11;567.47;3786.99;0.00;;
1438;05C041;5;34;12181.37;136.06;0.00;1910.01;;
1439;05C042;7;41;14201.94;117.33;2020.57;0.00;;
1440;05C043;10;56;17348.97;84.30;3147.03;0.00;;
1441;05C044;16;98;20890.41;398.96;3541.44;0.00;;
1442;05C051;5;25;10307.70;179.81;0.00;1577.42;;
1443;05C052;5;29;11809.51;160.72;1501.81;0.00;;
1444;05C053;6;36;13267.12;150.93;1457.62;0.00;;
1445;05C054;8;70;18398.82;491.57;5131.70;0.00;;
1446;05C061;5;24;11814.45;86.25;0.00;975.07;;
1447;05C062;6;52;15170.52;60.00;3356.07;0.00;;
1448;05C063;9;79;16557.99;154.03;1387.47;0.00;;
1449;05C064;11;93;18714.44;376.47;2156.45;0.00;;
1450;05C071;5;27;14156.58;407.91;0.00;2039.50;;
1451;05C072;7;41;22267.51;303.55;8110.93;0.00;;
1452;05C073;7;64;29249.13;1361.03;6981.62;0.00;;
1453;05C074;14;85;62931.50;1383.15;33682.37;0.00;;
1454;05C081;0;17;4483.21;162.05;0.00;0.00;;
1455;05C082;4;32;6914.18;227.48;2430.97;0.00;;
1456;05C083;8;46;12091.29;159.25;5177.11;0.00;;
1457;05C084;8;75;16776.15;415.58;4684.86;0.00;;
1458;05C091;3;19;5971.86;155.10;0.00;1268.73;;
1459;05C092;4;41;13356.17;108.92;7384.31;0.00;;
1460;05C093;0;49;15400.22;93.88;0.00;0.00;;
1461;05C094;11;127;22723.11;333.40;7322.89;0.00;;
1462;05C101;4;22;6396.83;174.63;0.00;304.66;;
1463;05C102;6;35;8667.05;191.38;2270.22;0.00;;
1464;05C103;6;55;12494.71;242.50;3827.66;0.00;;
1465;05C104;14;82;19042.13;431.14;6547.42;0.00;;
1466;05C111;4;17;4931.30;176.31;0.00;1069.15;;
1467;05C112;6;32;7575.91;207.31;2644.61;0.00;;
1468;05C113;6;53;11929.34;272.21;4353.43;0.00;;
1469;05C114;11;84;20367.83;453.97;8438.49;0.00;;
1470;05C11J;0;0;654.70;0.00;0.00;0.00;;
1471;05C121;8;35;6816.84;141.82;0.00;740.34;;
1472;05C122;9;52;9658.92;131.55;2842.08;0.00;;
1473;05C123;8;67;11816.23;124.74;2157.31;0.00;;
1474;05C124;16;94;15184.20;302.73;3367.97;0.00;;
1475;05C131;0;15;2342.80;178.21;0.00;0.00;;
1476;05C132;4;37;6528.01;168.75;4185.21;0.00;;
1477;05C133;5;46;8553.53;142.08;2025.52;0.00;;
1478;05C134;11;65;11253.13;320.20;2699.60;0.00;;
1479;05C141;4;20;3506.12;162.90;0.00;770.38;;
1480;05C142;6;34;5786.71;217.09;2280.59;0.00;;
1481;05C143;8;46;8781.63;205.28;2994.92;0.00;;
1482;05C144;10;79;15555.92;366.10;6774.29;0.00;;
1484;05C151;3;12;2456.43;132.57;0.00;428.68;;
1485;05C152;0;24;4227.89;121.27;0.00;0.00;;
1486;05C153;5;40;6168.28;188.80;1940.39;0.00;;
1487;05C154;11;63;10510.77;309.14;4342.49;0.00;;
1488;05C15T;0;0;1170.39;0.00;0.00;0.00;;
1489;05C171;0;4;1275.03;84.63;0.00;0.00;;
1490;05C172;0;22;3138.72;64.71;0.00;0.00;;
1491;05C173;5;41;4368.35;195.60;1229.62;0.00;;
1492;05C174;0;0;6439.74;0.00;0.00;0.00;;
1493;05C17J;0;0;1275.03;0.00;0.00;0.00;;
1494;05C181;3;12;3107.91;115.13;0.00;592.93;;
1495;05C182;4;41;6444.24;253.86;3336.33;0.00;;
1496;05C183;7;64;12287.81;171.14;5843.57;0.00;;
1497;05C184;11;94;20346.94;400.15;8059.13;0.00;;
1498;05C18J;0;0;1329.12;0.00;0.00;0.00;;
1499;05C191;3;13;16908.40;168.02;0.00;987.83;;
1500;05C192;0;23;18588.59;187.05;0.00;0.00;;
1501;05C193;6;47;23335.55;180.60;4746.95;0.00;;
1502;05C194;14;87;30559.40;657.29;7223.85;0.00;;
1503;05C19T;0;0;13944.91;0.00;0.00;0.00;;
1504;05C201;0;9;1942.39;141.20;0.00;0.00;;
1505;05C202;0;25;4833.58;123.65;0.00;0.00;;
1506;05C203;7;39;6867.11;109.91;2033.53;0.00;;
1507;05C204;6;61;9285.02;282.22;2417.91;0.00;;
1508;05C211;0;6;1931.36;123.08;0.00;0.00;;
1509;05C212;0;33;5254.53;148.71;0.00;0.00;;
1510;05C213;5;62;10732.14;123.92;5477.61;0.00;;
1511;05C214;18;109;16556.32;283.07;5824.18;0.00;;
1512;05C21J;0;0;1931.36;0.00;0.00;0.00;;
1513;05C221;0;7;1878.71;146.96;0.00;0.00;;
1514;05C222;0;19;3861.59;136.52;0.00;0.00;;
1515;05C223;5;40;6728.52;309.89;2866.93;0.00;;
1516;05C224;0;0;11589.20;0.00;0.00;0.00;;
1517;05C22T;0;0;1118.23;0.00;0.00;0.00;;
1518;05C061;5;24;31690.68;86.25;0.00;2627.37;;
1519;05C062;6;52;35046.75;60.00;3356.07;0.00;;
1520;05C063;9;79;36434.21;307.93;1387.46;0.00;;
1521;05C064;11;93;40745.18;819.65;4310.98;0.00;;
