UCD_COD;APP_DTE;UCD_TTC_MNT
9363017;06MAY2011:00:00:00;105.07
9363023;06MAY2011:00:00:00;21.97
9363046;06MAY2011:00:00:00;210.14
9363247;13OCT2012:00:00:00;42.88
9363282;13JUN2012:00:00:00;153.15
9363299;13JUN2012:00:00:00;45.95
9363307;13JUN2012:00:00:00;459.45
9363431;15OCT2013:00:00:00;125.98
9363454;15OCT2013:00:00:00;188.97
9363477;15OCT2013:00:00:00;251.96
9364270;10OCT2012:00:00:00;487.02
9364519;10AUG2012:00:00:00;9.32
9364525;10AUG2012:00:00:00;15.37
9365080;01JAN2012:00:00:00;111.35
9365097;01JAN2012:00:00:00;60.41
9365401;08JUN2011:00:00:00;8.17
9365499;01JAN2012:00:00:00;61.26
9365507;01JAN2012:00:00:00;122.52
9365513;01JAN2012:00:00:00;245.04
9365625;11OCT2013:00:00:00;106.18
9365950;31JUL2013:00:00:00;4186.10
9366116;01JUL2013:00:00:00;50.85
9366441;23NOV2011:00:00:00;918.90
9366458;23NOV2011:00:00:00;229.73
9366636;05APR2012:00:00:00;71.31
9366642;05APR2012:00:00:00;277.30
9366659;05APR2012:00:00:00;470.72
9367535;23NOV2011:00:00:00;537.78
9367587;30NOV2012:00:00:00;3.04
9368606;23NOV2011:00:00:00;105.07
9368612;23NOV2011:00:00:00;21.97
9368629;23NOV2011:00:00:00;210.14
9368664;02MAR2012:00:00:00;471.81
9368747;12MAY2011:00:00:00;
9368836;01JAN2012:00:00:00;245.04
9368919;01JAN2012:00:00:00;61.26
9368925;01JAN2012:00:00:00;183.78
9368931;01JAN2012:00:00:00;245.04
9368954;23MAR2012:00:00:00;326.72
9368983;23NOV2011:00:00:00;91.89
9369008;23NOV2011:00:00:00;183.78
9369014;23NOV2011:00:00:00;45.95
9369126;01JAN2013:00:00:00;3.04
9371637;28SEP2011:00:00:00;71.31
9371643;28SEP2011:00:00:00;277.30
9371726;01JAN2012:00:00:00;111.35
9371732;01JAN2012:00:00:00;60.41
9371778;01JAN2012:00:00:00;211.57
9372217;04AUG2011:00:00:00;
9372482;01JAN2012:00:00:00;245.04
9372619;25JAN2012:00:00:00;1064.39
9372743;16FEB2012:00:00:00;88.20
9372766;16FEB2012:00:00:00;123.50
9372772;16FEB2012:00:00:00;158.79
9372789;16FEB2012:00:00:00;17.64
9372795;16FEB2012:00:00:00;220.52
9372803;16FEB2012:00:00:00;4.08
9373004;31AUG2011:00:00:00;
9373091;14MAR2014:00:00:00;
9373122;01AUG2012:00:00:00;9.19
9373381;01JAN2013:00:00:00;3.04
9373398;01JAN2013:00:00:00;6.07
9373576;04JAN2012:00:00:00;63.41
9373599;01MAR2012:00:00:00;2205.36
9373636;01MAR2012:00:00:00;735.12
9373642;01MAR2012:00:00:00;1470.24
9373659;01MAR2012:00:00:00;367.56
9373671;04JAN2012:00:00:00;204.20
9373694;26AUG2011:00:00:00;
9373725;15FEB2012:00:00:00;425.76
9373731;15FEB2012:00:00:00;851.51
9373748;15FEB2012:00:00:00;212.88
9374050;08MAR2013:00:00:00;3573.50
9374067;08MAR2013:00:00:00;14294.00
9374682;01JAN2013:00:00:00;130.67
9374699;01JAN2013:00:00:00;150.52
9375440;20JUN2013:00:00:00;4.20
9375635;17JAN2014:00:00:00;1.59
9375641;17JAN2014:00:00:00;6.38
9377120;29SEP2012:00:00:00;845.39
9377137;29SEP2012:00:00:00;845.39
9378088;11OCT2013:00:00:00;624.85
9378119;30NOV2012:00:00:00;38.78
9378125;30NOV2012:00:00:00;25.85
9378131;20SEP2012:00:00:00;22.50
9378154;10AUG2012:00:00:00;
9378496;13JUN2012:00:00:00;61.26
9378504;13JUN2012:00:00:00;245.04
9379917;14DEC2012:00:00:00;61.26
9379946;14DEC2012:00:00:00;245.04
9379975;13JUN2012:00:00:00;21.97
9379981;13JUN2012:00:00:00;105.07
9379998;13JUN2012:00:00:00;157.61
9380004;13JUN2012:00:00:00;210.14
9380470;09AUG2012:00:00:00;7.32
9380607;10AUG2012:00:00:00;4.08
9380613;10AUG2012:00:00:00;14.29
9380636;10AUG2012:00:00:00;42.88
